id,name,verdict,actual_type,services_proposed,services_inferred,serves_children,autism_relevance,site_address,site_phone,site_email,website,description,evidence_url,sources_checked,confidence,notes
8572,Early Steps at CDTC - 1401 Federal Hwy,KEEP,THERAPY_PROVIDER,occupational-therapy|physical-therapy|speech-therapy|ados-testing|parent-coaching|aac|mobile-services,aac|mobile-services,Y,Y,,(954) 728-1101,,https://childrensdiagnostic.com/,"Broward County Early Steps early-intervention program at Children's Diagnostic & Treatment Center. Serves birth-to-3 children with developmental delay or disability: OT, PT, speech, audiology, vision, assistive tech, evaluations, family training.",https://childrensdiagnostic.com/early-steps/,2,HIGH,"Florida's state Part C early-intervention program operated out of CDTC, a nonprofit clinic for children with special health care needs. Explicitly evaluates and treats infants/toddlers with developmental disabilities and delays, which is the entry point for most autism identification. Assistive technology tagged as aac and natural-environment delivery tagged as mobile-services are inferred, not stated verbatim."
8582,Children's Behavioral Intervention - Palm Springs,KEEP,ABA_PROVIDER,aba|mobile-services,,Y,Y,"1601 Belvedere Rd, E300, West Palm Beach, FL 33406",561-410-8225,,https://childrensbehavioralint.com/,"ABA provider for children with autism and developmental disabilities. Applied behavior analysis, functional behavioral assessment, treatment planning and BCBA supervision, delivered in-center and in the home. West Palm Beach and Hialeah offices.",https://childrensbehavioralint.com/,1,HIGH,"Applied behavior analysis agency, tagline 'Our Expertise is Therapy, Our Passion is Autism'. Center-based and home-based ABA stated explicitly, hence mobile-services. Site lists no speech, OT, PT or evaluation services, so nothing further tagged."
8597,"Leslie Danner, EdS, LSP - 1555 Matthew Dr",KEEP,MENTAL_HEALTH_COUNSELING,ados-testing|group-therapy|parent-coaching|executive-function-coaching|virtual-therapy|mobile-services,mobile-services,Y,Y,"1555 Matthew Drive, Fort Myers, FL 33907",(239) 990-5376,,https://www.gulfshorebh.com/,"Licensed school psychologist at Gulfshore Behavioral Health, Fort Myers. Neurodevelopmental and psychoeducational evaluations for autism, ADHD and learning disabilities, ages 2-16, plus therapy, teen executive-function groups and telehealth.",https://www.psychologytoday.com/us/therapists/leslie-danner-fort-myers-fl/912233,2,HIGH,"Individual provider inside Gulfshore Behavioral Health, a psychology/psychiatry group practice. Autism testing and neurodevelopmental evaluation are stated on both the practice site and her verified profile, and she works with ages 2-16, so this is genuinely autism-relevant pediatric assessment rather than generic counseling. School/classroom observations tagged as mobile-services is an inferred mapping. Address and phone came from the verified profile, not the CSV."
8603,"Maximum Achievers, LLC - Palm Springs",KEEP,ABA_PROVIDER,aba|mobile-services,mobile-services,Y,Y,,,,http://maximumachieversllc.com/,"ABA therapy provider serving children with autism and developmental disabilities in the West Palm Beach area, working on social, communication and daily-living skills. Listed as an in-home therapy provider.",https://www.specialneeds.com/directory/care/in-home-therapy/maximum-achievers-llc/,2,MEDIUM,"Applied behavior analysis agency. Own site resolves but serves an empty JS shell to fetching, so no contact details captured from it; page titles indexed as 'Maximum Achievers, LLC | ABA Therapy in Florida'. Autism/DD child focus and in-home delivery confirmed via an independent directory listing. Beaming Health listing returned 403. Site-stated contact fields left blank rather than back-filled from the CSV."
9167,South Florida Speech Partners - 20197 Ne 16th Pl,KEEP,THERAPY_PROVIDER,speech-therapy|tutoring|mobile-services|parent-coaching,,Y,Y,"20197 NE 16th PL, 2nd Floor, North Miami Beach, FL 33179-2721",305.502.6837,info@southfloridaspeechpartners.com,https://www.southfloridaspeechpartners.com/,"Private speech-language practice serving pediatric through geriatric clients. Evaluations, school screenings, therapy for autism spectrum, apraxia, fluency, social communication; academic tutoring. Sessions in clinic, school, or home.",https://www.southfloridaspeechpartners.com/services,2,HIGH,"SLP private practice. Services page explicitly lists 'Autism Spectrum & Related Disorders - Tailored intervention for communication and social skills' and developmental delays. Also treats adults (stroke/aphasia), but pediatric autism work is stated. Parent Courses listed as launching."
9178,"SpeechNow, LLC - Pembroke Pines",KEEP,THERAPY_PROVIDER,speech-therapy|aac|feeding-therapy|mobile-services,,Y,Y,"14380 SW 11 STREET PEMBROKE PINES, FL 33027",305-785-1851,scarlet@speechow.info,https://www.speechnow.info/,"Therapist-owned pediatric speech therapy practice delivering in-home (home health) services. Treats autism spectrum disorder, apraxia, articulation, language and fluency disorders, AAC needs, and toddler/child feeding.",https://speechnow.info/types-of-services,2,HIGH,"Solo ASHA-certified SLP private practice. Types-of-Services page explicitly lists autism spectrum disorder, AAC, and feeding among treated areas; homepage states in-home pediatric delivery. Email on site is spelled 'speechow.info' (site typo, echoed as stated)."
9180,UF Health Rehab Center for Autism and Neurodevelopment - 4101 Nw 89 Blvd,KEEP,THERAPY_PROVIDER,occupational-therapy|physical-therapy|speech-therapy|ados-testing,,Y,Y,"4101 NW 89 Blvd, Gainesville, FL 32606",(352) 265-8960,,https://ufhealth.org/locations/uf-health-rehab-center-for-autism-and-neurodevelopment,"Hospital-affiliated outpatient rehab center providing evaluation and treatment for children with autism and other neurodevelopmental conditions: OT, PT, speech therapy, psychiatry, and coordination with behavior analysts and psychologists.",https://ufhealth.org/locations/uf-health-rehab-center-for-autism-and-neurodevelopment,1,HIGH,"UF Health academic health system outpatient location purpose-built for pediatric autism/neurodevelopment. Provides OT/PT/speech plus autism evaluation. ABA not tagged - site says it coordinates with behavior analysts, does not state it provides ABA."
9181,Little Angels PPEC - Longwood,KEEP,PPEC,physical-therapy|occupational-therapy|speech-therapy|transportation|feeding-therapy,feeding-therapy,Y,Y,"1400 W State Rd 434, Suite 1000, Longwood, FL 32750",407-403-5822,,http://littleangelsppec.com/,"Prescribed Pediatric Extended Care (medical daycare) with skilled nurses, up to 12 hours daily. On-site physical, occupational and speech therapy, developmental support for special-needs children, and non-emergency medical transportation.",http://littleangelsppec.com/services,1,MEDIUM,"PPEC medical daycare (3 locations: Longwood, Orlando, Apopka). Delivers PT/OT/speech on site to medically complex and special-needs children, so it is therapy-relevant, but the word autism never appears. Belongs in the ppec_centers table rather than resources; flag for table placement."
9221,Speech Language & More - Boynton Beach,KEEP,THERAPY_PROVIDER,speech-therapy|feeding-therapy|aac|tutoring|virtual-therapy,,Y,Y,"9819 South Military Trail, Suite D, Boynton Beach, Florida 33436",561-200-4343,info@slmspeech.com,http://www.slmspeech.com/,"Speech-language clinic treating children and adults. Pediatric services cover autism/PDD, developmental delay, Down syndrome and cerebral palsy: language, articulation, fluency, voice, feeding/swallowing, AAC, social pragmatics and tutoring.",http://www.slmspeech.com/pediatrics,1,HIGH,"Two-location Florida speech therapy practice (Sunrise and Boynton Beach). Pediatrics page explicitly names Autism/Pervasive Developmental Disorders, cerebral palsy, developmental delays and Down syndrome, and lists AAC, feeding/oral-motor and social pragmatics. Teletherapy and tutoring listed on services page."
9226,Grove Communication Therapy - 7650 Live Oak Dr,KEEP,THERAPY_PROVIDER,speech-therapy|parent-coaching|dir-floortime|virtual-therapy|mobile-services,,Y,Y,,(312) 380-0674,cortney@grovecommunicationtherapy.com,http://www.grovecommunicationtherapy.com/,"Solo speech-language pathology practice for infants through school-age children. Speech and language evaluations and therapy, DIR/Floortime, parent coaching, team collaboration, and telepractice; also clinic and school visits.",http://www.grovecommunicationtherapy.com/,2,MEDIUM,"Pediatric SLP (Cortney) specializing in neurodiverse populations, DIR/Floortime, social communication. Location discrepancy: site brands itself 'Speech Pathologist | Chicago' with a 312 phone and states in-clinic/school visits in Chicago, while Yelp and the CSV list a Coral Springs FL address. Verify Florida service area and local phone before publishing."
9240,Children's Love Corp - 2929 E Commercial Blvd Ph-B,KEEP,ABA_PROVIDER,aba|speech-therapy|mobile-services|transportation,,Y,Y,"51 E Commercial Blvd, Fort Lauderdale, FL 33334",(954) 508-1256,info@childrenslove.care,https://childrenslove.care/,"Pediatric ABA and speech therapy provider operating in Florida since 2018. Services delivered at its Oakland Park center and in home, community, school and daycare settings. Accepts Medicaid and major commercial plans.",https://childrenslove.care/,1,HIGH,Legitimate autism-focused ABA plus speech provider for children with developmental needs. Note the site lists its center at 51 E Commercial Blvd while the CSV row carries 2929 E Commercial Blvd Ph-B - address needs reconciliation (possible office vs. center).
9241,SunnySteps Therapy - 701 Promenade Dr,KEEP,THERAPY_PROVIDER,speech-therapy|feeding-therapy,,Y,Y,"701 Promenade Drive, Suite 204 Pembroke Pines, FL, 33026, US",(954) 648-8136,nking0427@gmail.com,http://www.sunnystepstherapy.org/,"Pediatric speech-language and feeding therapy practice. Treats apraxia, articulation and phonological disorders, language delay, fluency and social communication deficits, plus sensory and medical feeding aversions.",http://www.sunnystepstherapy.org/contact-us,1,HIGH,"Small pediatric SLP practice that explicitly states it specializes in children with autism spectrum disorder, rare genetic syndromes, and sensory/medical feeding aversions. City discrepancy: site says Pembroke Pines 33026, CSV row says Hollywood - same 701 Promenade Dr address, fix the city."
9242,Speech Language & More - Sunrise,KEEP,THERAPY_PROVIDER,speech-therapy|feeding-therapy|aac|group-therapy|tutoring|virtual-therapy,,Y,Y,"10286 NW 47th Street, Sunrise, Florida 33351",954-665-6717,info@slmspeech.com,http://www.slmspeech.com/,"Speech-language pathology practice with Sunrise and Boynton Beach offices. Pediatric evaluation and treatment for speech, language, cognitive-communication and swallowing/feeding disorders, AAC and social skills, plus teletherapy and tutoring.",http://www.slmspeech.com/pediatrics,1,HIGH,"Private SLP practice serving both pediatric and adult clients. Pediatrics page explicitly lists Autism/Pervasive Developmental Disorders, developmental delays, Down syndrome and cerebral palsy among diagnoses treated."
9245,"SpeechNow, LLC - Weston",KEEP,THERAPY_PROVIDER,speech-therapy|feeding-therapy|aac|mobile-services,,Y,Y,"14380 SW 11 Street, Pembroke Pines, FL 33027",305-785-1851,,https://www.speechnow.info/,"Therapist-owned solo private practice providing in-home pediatric speech and language therapy across west Broward. Treats apraxia, articulation, autism spectrum, fluency, language and child feeding issues, and provides augmentative communication.",https://speechnow.info/types-of-services,2,HIGH,"ASHA-certified SLP private practice on a home-health model. Types-of-Services page explicitly lists autism spectrum disorder plus child feeding and AAC. Site gives a Pembroke Pines base address, not the Weston address in the CSV. The site's email is rendered with an apparent typo so it is omitted rather than guessed."
9263,Equanimity Behavioral Services - Hollywood - 701 Promenade Dr,KEEP,ABA_PROVIDER,aba|feeding-therapy|parent-coaching|tutoring|mobile-services|ados-testing,ados-testing,Y,Y,,,,http://equanimitytherapy.com/,"ABA therapy company for children with autism in south Broward. Offers ABA, an ABA preschool and summer camp, feeding therapy, school shadowing, academic support, family therapy, psychological testing and an 11-week parent training course.",http://equanimitytherapy.com/services,2,HIGH,"Genuine ABA provider despite the CSV's 'Speech Therapy' subcategory; homepage states it serves children with autism and cites ~7 years in Pembroke Pines. Yelp lists this 701 Promenade Dr site under Pembroke Pines rather than Hollywood, so the CSV city looks wrong. The website publishes no address or phone."
9264,Equanimity Behavioral Services - Hollywood - 1800 N Douglas Rd,KEEP,ABA_PROVIDER,aba|feeding-therapy|parent-coaching|tutoring|mobile-services|ados-testing,ados-testing,Y,Y,,,,http://equanimitytherapy.com/,"Second listed site of the Equanimity ABA practice serving children with autism in south Broward. Services include ABA, ABA preschool and summer camp, feeding therapy, school shadowing, academic support, testing and parent training.",http://equanimitytherapy.com/services,2,MEDIUM,"Same organisation as id 9263. Org type is confirmed (ABA for children with autism), but nothing independent confirms 1800 N Douglas Rd is a separate active site - the website publishes no location list and search returns only the directory's own page. Flag for duplicate/address verification."
9266,First Words Pediatric Therapy - Palm Springs,KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|aba,,Y,Y,"1850 Forest Hill Blvd Suite 100, West Palm Beach, FL 33406",(561) 328-8312,,http://firstwordspediatrictherapy.com/,"Bilingual (English/Spanish) pediatric therapy practice in Palm Beach County serving children ages 0-18, with speech and language therapy as its core service plus occupational therapy and ABA.",http://firstwordspediatrictherapy.com/contact,3,MEDIUM,"Real pediatric therapy clinic; its own contact page confirms the 1850 Forest Hill Blvd suite (labelled West Palm Beach, the CSV says Palm Springs) as a second location. Autism is never named on the practice's own site, but it is listed on ABA Navigator as an ABA provider, which establishes autism relevance indirectly."
9275,Little Angels PPEC - Orlando,KEEP,PPEC,physical-therapy|occupational-therapy|speech-therapy|transportation,,Y,UNCLEAR,"222 Neighborhood Market Rd, Suite 102, Orlando, FL 32825",407-403-5822,,https://littleangelsppec.com/,"Prescribed Pediatric Extended Care medical daycare for medically complex and special-needs children ages 0-20. Skilled RN/LPN nursing, on-site physical, occupational and speech therapy, developmental support and medical transportation.",https://littleangelsppec.com/services,1,MEDIUM,"PPEC medical daycare, not a speech clinic as the subcategory implies; three Central Florida sites (Longwood, Orlando, Apopka). Site names 'special needs children' and 'developmental support' and delivers PT/OT/ST on site, but never says autism, so autism relevance is implied rather than stated. Belongs in the PPEC/daycare category."
9277,Matter of Speech - Hollywood,KEEP,THERAPY_PROVIDER,speech-therapy|virtual-therapy|mobile-services|parent-coaching|group-therapy,,Y,UNCLEAR,"Pembroke Pines, FL",(786) 651-8140,info@matterofspeechtherapy.com,https://matterofspeechtherapy.com/,"Solo pediatric speech-language practice run by Yamiris Diaz, MS, CCC-SLP, serving children 6 months to 6 years. Play-based early-intervention speech and language evaluation and therapy by telehealth, in-home and school visits, plus parent guidance.",https://matterofspeechtherapy.com/,2,MEDIUM,"Real pediatric SLP private practice, bilingual English/Spanish/Urdu. Describes a 'neurodiversity-affirming' approach but never names autism or any specific diagnosis, so autism relevance is implied by the early-intervention population rather than stated. Site gives only 'Pembroke Pines, FL', no street address; the CSV's Cooper City / Griffin Rd address is not on the site."
9282,Life Skills Kids Therapy - Hollywood - 9050 Pines Blvd,KEEP,ABA_PROVIDER,aba|mobile-services,,Y,Y,"9050 Pines Boulevard, Suite 450-10, Pembroke Pines, Florida 33024",754-281-1591,aba@lifeskillskidtherapy.net,https://lifeskillskidstherapy.com/,"ABA therapy provider for children with autism and other developmental disabilities, offering both in-home and center-based individualized behavior intervention plans from its Pembroke Pines office.",https://lifeskillskidstherapy.com/contact-us,2,HIGH,"ABA provider, not an OT clinic as the subcategory says. Homepage explicitly frames ABA as intervention for children with disabilities, especially autism. The site's own contact page gives a Pembroke Pines address and a 754 phone that differ from the CSV's Hollywood city and 954 number."
9297,Beaches Nature Therapy - 1682 Penman Rd,KEEP,THERAPY_PROVIDER,occupational-therapy|group-therapy|parent-coaching|mobile-services|executive-function-coaching,executive-function-coaching,Y,UNCLEAR,"Jacksonville Beach, FL 32250",(904) 720-6583,info@beachesnaturetherapy.com,https://www.beachesnaturetherapy.com/,"Pediatric occupational therapy practice run by OTR/L therapists, using nature-based outdoor and clinic sessions for children with ADHD, ODD and other developmental disorders.",https://www.beachesnaturetherapy.com/about-1,2,MEDIUM,"Legitimate pediatric OT practice (founder Kristi Hinckley, OTR/L), with outdoor sessions in Atlantic Beach, Jacksonville Beach, Ponte Vedra and Nocatee. Site names ADHD, ODD, dyslexia, dysgraphia, sensory and primitive-reflex integration and 'other developmental disorders' but never says autism, so autism fit is probable but unstated. Site phone (904) 720-6583 differs from the CSV number."
9317,A Touch of Hope Occupational Therapy - Miami,KEEP,THERAPY_PROVIDER,occupational-therapy|parent-coaching|mobile-services,,Y,Y,"19400 Turnberry Way, Aventura, FL 33180",(786) 277-9497,info@atouchofhopeot.com,https://www.atouchofhopeot.com/,"Solo-practitioner occupational therapy practice (Hemdat Bar, OTR/L) serving Miami-Dade and Broward. Early intervention and pediatric OT delivered in homes, schools and community settings, plus caregiver coaching. Also treats adults.",https://www.atouchofhopeot.com/occupational-therapy-in-miami,2,HIGH,"Legitimate pediatric OT practice. Site explicitly names autism spectrum disorder, ADHD, developmental delays and sensory integration difficulties. Mobile/in-home model. Serves adults and seniors too, but pediatric/autism scope is clearly stated. Root URL 500'd; city landing page resolved."
9330,"Stepping Stone Kids Therapy, LLC - Fort Myers",KEEP,ABA_PROVIDER,aba|occupational-therapy|speech-therapy|life-skills|group-therapy|parent-coaching|mobile-services,,Y,Y,,239-351-0675,,https://sskidstherapy.com/,"Multi-site Southwest Florida pediatric practice founded by a BCBA. Provides ABA plus occupational and speech therapy, daily living and social/play skills, parent training, and 1:1, peer/group, school and community sessions.",https://sskidstherapy.com/,2,HIGH,"Site states it serves children with autism and other developmental disorders with behavioral challenges. Locations listed: Fort Myers, Bonita Springs, Lely Naples, Central Naples, Cape Coral, Port Charlotte. Site publishes no per-location street addresses and one shared phone (239-351-0675), so the CSV's 239-351-3715 could not be confirmed on-site."
9363,"Stepping Stone Kids Therapy, LLC - Naples",KEEP,ABA_PROVIDER,aba|occupational-therapy|speech-therapy|life-skills|group-therapy|parent-coaching|mobile-services,,Y,Y,,239-351-0675,,http://www.sskidstherapy.com/,"Naples location of a BCBA-founded Southwest Florida pediatric practice. ABA plus occupational and speech therapy, daily living and social/play skills, parent training, and 1:1, peer/group, school and community sessions.",https://sskidstherapy.com/,2,HIGH,"Same organization as id 9330, different city. Site lists two Naples-area sites (Lely Naples and Central Naples) but no street addresses, so this record's 708 Goodlette Rd N address is unverified on-site. Autism and developmental disorders explicitly stated."
9395,Speech and Language Connection Services LLC - Hialeah,KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|music-therapy|aac|executive-function-coaching|tutoring,executive-function-coaching|tutoring,Y,Y,"10550 NW 77th Ct #224, Hialeah Gardens, FL 33016",(305) 456-8031,,http://www.speechtherapy305.com/,"Clinic-based pediatric practice in Hialeah Gardens offering speech-language therapy (language, fluency, social skills, augmentative communication), occupational therapy for sensory and motor skills, and music therapy. FES-UA Step Up provider.",http://www.speechtherapy305.com/,1,HIGH,"Real private speech/OT clinic. Autism spectrum disorder and developmental disabilities appear in site testimonials and it is an FES-UA scholarship provider, which is a strong autism/DD signal. Clinic-based only, no telehealth or in-home stated. Executive-function and tutoring tags inferred from 'executive functioning' under OT and the Home Education Instructional Program for FES-UA families."
9408,Always Keep Progressing - North Miami Beach - 16800 Nw 2nd Ave,KEEP,THERAPY_PROVIDER,aba|speech-therapy|occupational-therapy|feeding-therapy|music-therapy|art-therapy|ados-testing|virtual-therapy,,Y,Y,"11601 Biscayne Blvd STE 312, Miami, FL 33181",(786) 206-4151,info@alwayskeepprogressing.com,https://alwayskeepprogressing.com/,"Bilingual multidisciplinary pediatric clinic in Miami-Dade. ABA, speech and language, occupational, feeding, music and art therapy, stuttering therapy, autism diagnostic evaluations, and teletherapy, with coordinated cross-discipline treatment.",https://alwayskeepprogressing.com/,2,HIGH,"Real multidisciplinary pediatric therapy provider explicitly serving children with autism and developmental delays. Site's stated address is 11601 Biscayne Blvd, not the CSV's 16800 NW 2nd Ave, Miami Gardens; /locations/ 404'd so the second site could not be confirmed. Verify this location exists before publishing the CSV address."
9409,Just Right Pediatric Therapy - 9725 Selten Way,KEEP,THERAPY_PROVIDER,occupational-therapy,,Y,Y,,904-712-1578,hello@jrpediatrics.com,https://www.jrpediatrics.com/,"Small private-pay pediatric occupational therapy practice in the Lake Nona area of Orlando. Offers OT evaluations and treatment sessions, with mini intensives listed as coming soon.",https://www.jrpediatrics.com/,1,HIGH,"Pediatric OT only, private pay. Site names autism spectrum disorder, Down syndrome, sensory processing disorders and fine motor/developmental delays. No PT or speech despite the CSV subcategory listing all three. Site publishes no street address; the CSV phone 863-535-5691 is listed on the site as the fax, actual phone is 904-712-1578."
9411,Breakthrough Pediatric Therapy Services | Satellite - 8075 Nw 15th Manor,KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|group-therapy|art-therapy,,Y,Y,"12545 Orange Drive - Suite 502, Davie, FL 33330",(954) 474-8048,Info@breakthroughtherapyservices.com,http://www.breakthroughtherapyservices.com/,"Pediatric speech and occupational therapy center in Broward County. Offers PROMPT, sensory integration, handwriting, cognitive skills and art therapy, plus pragmatic and play groups for children with autism and other special needs.",http://www.breakthroughtherapyservices.com/,2,MEDIUM,"Real pediatric speech/OT center explicitly serving children with autism, developmental delays and disabilities. No PT or ABA offered ('behavior modification therapy' is not stated as applied behavior analysis, so not tagged aba). Site advertises only the Davie office; the Plantation satellite at 8075 NW 15th Manor is not listed on the site and the contact page failed to load, so this record's address is unconfirmed."
9412,Bilingual Key Therapy - Port Saint Lucie,KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|feeding-therapy|tutoring,tutoring,Y,Y,"145 NW Central Park Plaza, Suite 104, Port St Lucie, FL 34986",1 (772) 672 0897,,https://bilingualkeytherapy.com/,"Bilingual English/Spanish pediatric clinic in Port St. Lucie serving birth to 18. Speech-language therapy, feeding therapy, occupational therapy and early intervention, plus Spanish immersion groups and tutoring.",https://bilingualkeytherapy.com/speech-language-occupational-therapy/contact/,3,HIGH,"Real pediatric speech/OT/feeding clinic; site names autism and developmental delays among diagnoses treated. Site address 145 NW Central Park Plaza Ste 104 differs from the CSV's 1631 St Lucie W Blvd Ste 208 - likely a move, verify before publishing. Root URL returned 403; reached via contact page."
9417,Therapy Alliance Inc. - Miami Lakes,KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|feeding-therapy|virtual-therapy|mobile-services,,Y,Y,"14040 NW 7th Ave, Miami FL 33168",(305) 362-3300,info@mytamail.com,https://therapy-alliance.com/,"Pediatric speech and occupational therapy practice serving Miami-Dade. Addresses communication, language, feeding skills, sensory integration and motor development. Delivers care in clinic, at school, in the home, and by teletherapy.",https://therapy-alliance.com/services,3,MEDIUM,"Pediatric-only speech/OT clinic. Site states sensory integration, developmental milestone tracking, feeding skills, bilingual development, plus school-based, in-home and virtual delivery. Autism is not named explicitly, so relevance rests on its developmental-pediatrics scope."
9419,Therapies 4 Kids - Hollywood,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|aba|group-therapy|mobile-services,,Y,Y,,954-828-0425,,http://www.therapies4kids.com/,"Multi-location pediatric therapy company offering PT, OT, speech, ABA, social play groups and intensive PediaSuit fitness programs for children with autism, cerebral palsy and other neurological conditions. Also runs a Therapy@School program.",https://cpfamilynetwork.org/resources/resources-guide/therapies-4-kids/,3,HIGH,"Pediatric therapy provider that explicitly names autism and cerebral palsy. Own site confirms ABA, intensive PT fitness program, free evaluations and a school-based arm covering Broward, Miami-Dade and Palm Beach. Third-party listing confirms PT/OT/speech/ABA/social play across multiple South Florida sites."
9830,Just for Kidz Therapy - 4903 Nw 55th Blvd,KEEP,THERAPY_PROVIDER,occupational-therapy,,Y,UNCLEAR,,561-288-0512,admin@justforkidztherapy.com,https://www.justforkidztherapy.com/,Small pediatric occupational therapy practice serving children in the Parkland/Coral Springs area of Broward County. Site states OT only; service details are published as images with no listed conditions treated.,https://www.justforkidztherapy.com/about-us,3,MEDIUM,"Independent pediatric OT practice (founder is an OT); name and About page confirm children-only clientele. Site never names autism, sensory processing or developmental delay, and the Services & Rates page publishes details only inside images, so autism relevance is presumed from the pediatric OT scope rather than stated. No PT, speech or ABA found despite the scraped subcategory."
9928,TLC Pediatric Therapies - 4705 S Apopka Vineland Rd,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|feeding-therapy|mobile-services,,Y,Y,,(407) 905-9300,,http://tlcpediatrictherapy.com/,"Pediatric therapy group in central Florida providing physical, occupational and speech therapy addressing feeding, communication, mobility and toileting. Care delivered in clinic and in natural environments including schools, daycares and homes.",http://tlcpediatrictherapy.com/about-us/,3,MEDIUM,"Pediatric-only PT/OT/speech practice; site states it is the largest public-school pediatric therapy provider in central Florida and serves children with established IEPs. Autism is not named on the pages loaded, but the school-based developmental caseload makes DD relevance clear."
10001,Wolfson Children's Rehabilitation - Southbank Plaza - 1650 Prudential Dr,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|feeding-therapy|ados-testing|aba,,Y,Y,"800 Prudential Drive, Jacksonville, FL 32207",904.202.4200,,https://www.wolfsonchildrens.com/services/rehabilitation,"Outpatient pediatric rehabilitation arm of Wolfson Children's Hospital offering physical, occupational and speech-language therapy, an infant feeding program, neurodevelopmental testing, an early autism intervention program and ABA.",https://www.wolfsonchildrens.com/services/autism,3,HIGH,"Children's hospital outpatient rehabilitation clinic. Hospital's autism services page explicitly lists speech, OT, PT, ABA, neuropsychological testing, behavioral health and an Early Autism Intervention Program. ABA and testing are system-wide services, not confirmed as delivered at the Southbank Plaza suite specifically; the rehab pages do not list individual clinic addresses, so site_address is the main hospital address given."
10002,Kids Therapy Connection Doral - 2500 Nw 107th Ave,KEEP,THERAPY_PROVIDER,speech-therapy|occupational-therapy|physical-therapy|aba|tutoring|parent-coaching,,Y,Y,"2500 NW 107 Ave, Suite 200, Doral, FL 33172",(305) 799-1309,ktcdoral@kidstherapyconnection.com,http://www.kidstherapyconnection.com/,"Pediatric multidisciplinary clinic with Doral and South Miami offices providing speech, occupational and physical therapy, ABA, psychoeducational services, tutoring, camps and parent training for children with autism and developmental delays.",http://www.kidstherapyconnection.com/,1,HIGH,"Children's therapy practice; site states ABA is an effective intervention for children with autism and other developmental delays. Doral is one of two locations. CSV phone (305) 200-3712 is the site's listed Doral fax number, not the phone."
10006,Children's Rehab PPEC - Lehigh Acres,KEEP,PPEC,physical-therapy|occupational-therapy|speech-therapy|transportation,,Y,Y,"3020 Lee Boulevard, Lehigh Acres, FL 33971",239-674-7439,info@childrensrehabppec.com,https://childrensrehabppec.com/ppec-in-lehigh-acres-fl/,"Prescribed Pediatric Extended Care center for medically fragile children and children with developmental delay, under age 21. Skilled nursing, physical, occupational and speech therapy, behavioral support, education and free transportation.",https://childrensrehabppec.com/ppec-in-lehigh-acres-fl/,1,HIGH,"Licensed PPEC (medical day center), not an outpatient therapy clinic. Site states it cares for medically fragile children and children with developmental delay and offers PT, OT, speech and behavioral therapy on site. Behavioral therapy is described generically, so ABA was not tagged."
10030,Care Options for Kids - Spring Hill,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|aba|mobile-services|virtual-therapy,,Y,Y,"10487 Spring Hill Drive, Spring Hill, FL 34608",(352) 269-8485,,https://careoptionsforkids.com/,"Pediatric therapy and home-nursing company. Offers PT, OT, speech, ABA and private-duty nursing delivered in home, school, clinic or via telehealth. Spring Hill office covers 16 north-central Florida counties.",https://careoptionsforkids.com/locations/florida/spring-hill/,2,HIGH,"Multi-state pediatric therapy/nursing provider; ABA therapy listed among services, so the autism population is served. Spring Hill is a real branch office with matching address and phone."
10045,Heart 4 Kids Therapy LLC - Palm Harbor,KEEP,THERAPY_PROVIDER,physical-therapy|occupational-therapy|speech-therapy|feeding-therapy|parent-coaching,parent-coaching,Y,Y,"31840 US Hwy 19 N, Palm Harbor, FL 34684",727-202-9200,info@H4KT.com,http://www.heart4kidstherapy.com/,"Pediatric outpatient therapy clinic offering speech, occupational and physical therapy for children, including sensory integration, fine and gross motor work, feeding, language and social communication. Three Tampa-area locations.",https://heart4kidstherapy.com/about.html,3,MEDIUM,"Licensed pediatric PT/OT/speech clinic. Autism is not named on the site, but sensory processing, social-function language and developmental motor treatment place it in the developmental-disability pediatric population. Parent carryover training stated, tagged parent-coaching as inferred."
10048,First Kid's PPEC - Miami,KEEP,PPEC,physical-therapy|occupational-therapy|speech-therapy|transportation,,Y,Y,"8681 Coral Way, Miami, FL",,,https://fkppec.com/,"Physician-owned Prescribed Pediatric Extended Care center (pediatric medical daycare) providing skilled nursing plus PT, OT and speech therapy for medically complex and special-needs children, with free transportation. Three South Florida sites.",https://fkppec.com/,2,MEDIUM,"PPEC / pediatric medical daycare serving children with genetic syndromes, neurological disorders and technology dependence; the site markets itself as a special-needs daycare. Autism not named explicitly, but the developmentally disabled pediatric population is served. Interior pages blocked by robots.txt."
