# ABA TAG AUDIT - INDIVIDUAL DOMAIN SHORTLIST - FINAL, 2026-08-18
# 231 records. Superseded: the CC original and the 80-row prefilled subset.
#
# keith_verdict answers ONE question: is the aba tag correct on this record?
#   Y = tag correct.  N = tag wrong, aba stripped or record deleted.
# Y does NOT certify address, phone, services or insurance. See id 10343, which
# was correctly tagged aba and still had a wrong address, wrong phone and six
# missing services.
#
# 129 rows carry AUTO-Y in keith_note: business name contains ABA or behavior
# AND the crawler stored a service-claim excerpt. Tag question only.
#
# db_action records what was executed in Supabase on 2026-08-18. Blank means no
# database change was needed.
#
# Taxonomy decisions closed WONT BUILD: no general-psychological-services slug,
# no funding-organization category.
#
id,name,canonical_city,services,aba_flag,aba_excerpt,domain,join_method,needs_website,keith_verdict,keith_note,db_action
9141,Love & Behavior Support. INC,LAKE WORTH BEACH,aba,True,"t Love & Behavior Support, INC, we provide a comprehensive range of specialized ABA therapy services tailored to meet the unique needs of each child and family. Ou",lovebehaviorsupport.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7133,Rainbow of Life Behavioral Health Center,LAKE WORTH BEACH,aba,True,"Home | Rainbow Of Life BHC | ABA Therapy | West Palm Beach, Florida top of page Rainbow of Life Behavioral Healt",rainbowoflifebhc.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
9017,ABA WAY,LAKELAND,aba,True,"Home | ABA Way top of page Charting a Path to Positive Behavior Change At ABA Way, our mis",abaway.net,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7124,"Behavioral Progression, Inc.",LAKELAND,aba|life-skills|group-therapy|virtual-therapy|parent-coaching,True,"ABA Services | Behavioral Progression top of page BEHAVIORAL PROGRESSION , INC . Em",behavioralprogression.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7475,I Love ABA llc,LAKELAND,aba,True,"ABA Therapy in Home, School, and Community - ILoveABA ABA therapy in your Home, Sch",iloveabalakeland.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
10387,Learnary,LAKELAND,aba|support-groups,True,"Learnary | ABA Therapy Florida top of page Learning to Change, Teaching to Thrive BOOK FREE CO",learnary.com,both,,Y,,
9281,Treeline Occupational Therapy,LAKELAND,occupational-therapy,True,#NAME?,treelineenrichment.com,both,NAME-ARTIFACT,N,offers pediatric PT and OT only. Relevant for the directory but not ABA. FES-UA and PEP approved.,NO ACTION - already occupational-therapy only; flagged only due to #NAME? excerpt
7353,"ABA Solutions, Inc",LARGO,life-skills|aba,True,ABA Solutions - Long-term change requires long-term thinking Let's learn more about,abasolutions.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6555,Creative Behavior Solutions llc,LARGO,aba,True,ax FOLLOW US Creative Behavior Solutions (CBS) is an Applied Behavior Analysis (ABA) clinic that offers services in Pinellas county. CBS specializes in early inter,creativebehaviorso.wixsite.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6783,Waves Behavioral Solutions,LARGO,aba,True,ized supports based on the science and principles of applied behavior analysis (ABA) to help create a more inclusive community. who we are Waves Behavioral Solutio,wavesbehavioral.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8815,ABA Therapy - Multicultural Development Services,LAUDERHILL,group-therapy|aba,True,ABA Therapy | Fort Lauderdale | Multicultural Development Services top of page ABA ,abatherapymcds.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8964,Advanced Behavioral Dimensions - ABA Therapy Company,LAUDERHILL,aba|virtual-therapy|parent-coaching,True," - Advanced Behavioral Dimensions Advanced Behavioral Dimensions Autism Therapy ABA Therapy that is Committed, Effective and Scientific. Contact Us Today We Prepar",abdbehavior.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8723,Groundwork Counseling & Cognitive Behavioral Therapy (CBT) Orlando,MAITLAND,aba,True,"sive-Compulsive Disorder (OCD) from the International OCD Foundation’s esteemed Behavior Therapy Training Institute (BTTI) in Houston Texas, and received certification in Cogn",groundworkcounseling.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8889,3-Step Therapy-ABA,MARGATE,speech-therapy|aba|occupational-therapy,True,ABA Services | 3-Step Therapy top of page Seeing the World from a Different Angle A,3steptherapy.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6933,"Everyday ABA, LLC",MELBOURNE,aba|life-skills|group-therapy,True,Home ​​Everyday ABA provides direct in-home and in-center Applied Behavior Analytic (ABA) services ,everydayaba.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6035,ALOS Integrated Therapy,MIAMI,aba,True,lan that will help them reach their full potential in life. We offer home-based ABA therapy services as well as clinic based services for those who live nearby our,alos.org,both,,Y,,
6547,Autism Specialty Group,MIAMI,aba,True,ABA Therapy in Miami | Autism Specialty Group 0 Compassionate ABA Therapy in Miami ,autismspecialtygroup.com,both,,Y,,
7247,"CDE, Autism, ADHD and Psychological Evaluations",MIAMI,life-skills|aba|ados-testing|virtual-therapy,True,"commendations for appropriate interventions, such as Applied Behavior Analysis (ABA) therapy. Learn More PSYCHOEDUCATIONAL EVALUATIONS A psychoeducational evaluati",drmeganlavado.com,both,,Y,,
6624,Children Autism Help,MIAMI,aba,True,"me Service Parental Services Team Contact Unlocking Potential, Embracing Growth ABA Therapy Services Covered 100% by Medicaid and Private Insurances Miami & Browar",childrenautismhelp.com,both,,Y,,
6636,Cs Behavioral Services,MIAMI,aba,True,"CS Behavioral Services | Miami, FL | ABA Therapy, child behavioral services agency top of page CS BEHAVIORAL SERVICES Wo",csbehavioralmiami.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
10329,Innovative Pediatric Learning Center of Miami (IPLC),MIAMI,speech-therapy|occupational-therapy|feeding-therapy|dir-floortime|life-skills|parent-coaching|group-therapy,True,"gement, communication, positive behaviors, and thinking. A naturalistic form of applied behavior analysis. It focuses on increasing a child’s motivation to learn, initiate comm",iplcmiami.com,both,,Y,,
6517,Interface Consulting and Psychological Services,MIAMI,aba,True,"en a child, teen, or adult is not responsive to these approaches, we also offer ABA therapy, which can facilitate behavior modification through methods that don’t ",icpstherapy.com,both,,Y,,
8906,Learning Tree Miami,MIAMI,aba|parent-coaching,True,"nd behavioral plan development, school- and home-based educational instruction, ABA therapy, and more. Your Child’s World Our whole-child approach takes every face",learningtreemiami.com,both,,Y,,
7489,LimitLess Minds ABA,MIAMI,music-therapy|aba,True,LimitLess Minds ABA | Early Intervention Miami top of page Together we can take the next steps towa,llminds.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8876,Mindful Connections ABA,MIAMI,aba,True,Mico: Terapia ABA para niños en Miami | Mico Mindful Connections Nos enfocamos en promover result,mindfulconnectionsaba.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8602,Sunrise Behavioral Health and Support Services,MIAMI,life-skills|group-therapy|speech-therapy|aba|ados-testing|tutoring|support-groups|virtual-therapy|parent-coaching,True,ediatrician or Licensed Clinical Psychologist. Recommendation/ Prescription for ABA with diagnosis code signed by an MD. Letter of Medical Necessity with diagnosis,sbhss.net,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6012,The Victory Center for Autism & Related Disabilities,MIAMI,aba,True,year-round school program Rolling enrollment (Join any time of year!) Providing ABA in a classroom setting One-to-one student/teacher ratio Rated among the Top Sch,thevictoryschool.org,both,,Y,,
7263,Behavior Bloom LLC,MIAMI GARDENS,aba|parent-coaching,True,"Behavior Bloom Ir al contenido Empowering Lives Through ABA Therapy We provide compassionate, personalized support to help children achieve",behaviorbloomllc.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6692,"Superhero Kiddos, ABA/Behavior Support - Little Heroes Center",MIAMI GARDENS,aba,True,"Superhero Kiddos,ABA/Behavior Support Behavior Therapy | ABA Services | Miami Gardens, Florida × Men",skautism.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7433,ABA Growth & Connection,MIAMI LAKES,life-skills|aba|parent-coaching,True,ABA Growth & Connection | ABA therapy top of page ABA Growth & Connection Miami Dad,abagrowthandconnection.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7294,ABA Therapy | Applied Behavior Analysis | MGM Behavioral,MIAMI LAKES,aba|ados-testing|virtual-therapy,True,,mgmbehavioral.com,both,EMPTY-EXCERPT,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8902,Angels Reach Foundation,MIAMI LAKES,music-therapy|aba|occupational-therapy,True," Clinical therapies include Speech/Language, Occupational, Sensory Integration, ABA/Behavior Therapy, Developmental Play, Socio-Relational, Mental Health Counseing",angelsreach.org,both,,Y,,
6654,ASM Therapy,MIAMI LAKES,aba,True,"i Lakes, FL, USA top of page Helping Your Child Reach Their Full Potential with ABA Therapy Evidence-Based Interventions for Meaningful and Lasting Behavioral Impr",asmtherapy.com,both,,Y,,
7009,Beautiful Minds ABA,MIAMI LAKES,aba,True,,ababeautifulminds.com,both,EMPTY-EXCERPT,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6980,Creative Kids Therapy Inc - ABA THERAPY,MIAMI LAKES,life-skills|feeding-therapy|speech-therapy|aba|physical-therapy|occupational-therapy,True," children with feeding dificulties. LEARN MORE Behavior Therapy Specializing in ABA Therapy helping children & teens with ASD, ADHD and other behavior therapy need",creativekidstherapy.net,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8998,Roar Counselor & Behavior Therapy,MIAMI LAKES,life-skills|aba,True, ROAR COUNSELOR & BEHAVIOR THERAPY Start Now! Pathways to Progress: Specialized ABA therapy for Unique Minds We are dedicated to serving children with Autism (ASD),roarcbt.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6879,Special Heart Behavioral Center,MIAMI LAKES,aba,True,ABA Therapy Services for Children | Special Heart Behavioral Therapy Our services O,specialheartbehavioral.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6915,Witty Children Behavior Therapy,MIAMI LAKES,aba,True,"relationships in society. Transform lives through compassionate, evidence-based ABA therapy designed to promote independence, meaningful social engagement, and lif",wittychildrenbehavior.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8898,Possibilities Behavioral Services LLC,MIAMI SPRINGS,aba,True," you might need to navigate the Applied Behavior Analysis field. You might need ABA therapy services, know more about the field, or become a change agent working a",possibilitiesbehavioralservices.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7023,Smart Behavior Therapy,MIAMI SPRINGS,life-skills|aba,True,"rapy, we are dedicated professionals specializing in Applied Behavior Analysis (ABA) therapy for children with Autism and other developmental disabilities or diagn",smartbehaviortherapy.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7275,The Behaviorists,MIAMI SPRINGS,aba,True,Applied Behavior Analysis (ABA Therapy) | The Behaviorists top of page Our mission is to provide individualize,the-behaviorists.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6733,Blooming Behavioral Health,MIRAMAR,aba,True,"7 STE 344 Miramar, FL 33023 Facebook-f Instagram Youtube Home Home Home What is ABA? Applied Behavior Analysis (ABA) is a therapy based on the science of learning ",blooming-aba.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7049,Children’s Therapy World,MIRAMAR,aba|virtual-therapy,True,"ADHD, and related disorders. Using the principles of Applied Behavior Analysis (ABA), Our team provides the tools and the behavioral support necessary to ensure ea",childrenstherapyworldaba.com,both,,Y,,
7352,Inara Health - ABA Agency,MIRAMAR,life-skills|aba|speech-therapy|parent-coaching,True,,inarahealth.org,both,EMPTY-EXCERPT,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7240,Spectrum Therapy Care ( ABA ),MIRAMAR,speech-therapy|aba|occupational-therapy,True,ow Instagram page opens in new window YouTube page opens in new window Services ABA Therapy ABA Facts Frequently Asked Questions References Careers About us Contac,spectrumtherapycare.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8800,Applied Behavior Solutions LLC,NORTH MIAMI BEACH,aba,True,"Home - Applied Behavior Solutions, LLC ABS has locations in Homestead, Florida City, Miami and Ft Laude",appliedbehavior.net,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7024,Precision ABA Therapy,NORTH MIAMI BEACH,life-skills|aba|parent-coaching,True,Precision Family Therapy ABA Therapy (305) 749-5454 ABA Therapy Tailored For Your Child To Thrive Our Servic,precisionfamilytherapy.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6030,"ABA Alliance Therapy, Orlando - Clinic, Home, School, Community",ORLANDO,aba,True,,therapyabaalliance.com,both,EMPTY-EXCERPT,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8799,"Attain, Inc.",ORLANDO,life-skills|aba,True,"ome provide the support necessary to make these choices achievable implementing ABA techniques. Each home is as unique as the people who live there. Attain, Inc. t",myattain.org,both,,Y,,
7325,"Camen Behavioral Services, LLC",ORLANDO,aba,True,"ide personalized, high-quality behavior analysis services. We strive to provide ABA with compassion, and we have created a practice that we believe in. Camen Behav",wearecamen.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7223,Early ABA,ORLANDO,aba,True,"Early ABA | Exploring Minds, Welcome to Early ABA Founded in 2019 by individuals who reco",earlyaba.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6353,Fataj Transition & Learning Center LLC,ORLANDO,aba,True,"Referral Form Now Or learn more about how we bridge the gap Looking for quality ABA therapy you can trust? Welcome to FaTaj Transition & Learning Center, where we ",fatajtlc.com,both,,Y,,
6947,"FoundArt Academy, Inc. (ABA Services)",ORLANDO,aba,True,ABA Therapy | FoundArt Academy | Doral top of page Welcome to FoundArt Academy Appl,foundart.org,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6881,"Hidden Potential Florida, LLC",ORLANDO,aba,True,Hidden Potential ABA | Counseling & Mental Health Central Florida Applied Behavior Analysis Hidden P,hiddenpotentialflorida.com,both,,Y,,
6767,"Indigo Kids Behavioral Learning, LLC",ORLANDO,aba,True,"Indigo Kids Behavioral Learning LLC | Orlando, FL | Low Country of SC | ABA top of page INDIGO KIDS BEHAVIORAL LEARNING Family Centered Behavior Analysis T",indigokidsbehavior.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
9120,LifeSkills ABA,ORLANDO,aba,True,"LifeSkills ABA | ABA Therapy for children with Autism LifeSkills ABA Guiding Growth, Inspiring",abaforlifeskills.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7310,Lodestone Academy,ORLANDO,life-skills|aba,True,"nalytic provider of school services, social skills training, and much more. 1:1 ABA therapy services are also provided through a sister company, JKP Analysts. Lode",lodestoneacademy.org,both,,Y,,
8874,OCA,ORLANDO,life-skills|aba,True,"lorida special needs community. Therapy Programs OCA’s therapy programs provide ABA and mental health services in home, school, clinic, and community setting—using",gooca.org,both,,Y,,
7527,Pieces Behavioral Group,ORLANDO,aba,True,"r, and individualized plans to support your child's development and growth. Get ABA Therapy Become An RBT Consultation Our Mission At Pieces Behavioral Group, we u",mypieces.org,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
9001,Prodigy Autism Center,ORLANDO,life-skills|aba,True,ism Centers Skip to content Home Warren 2024-06-13T01:16:26+00:00 Compassionate ABA Therapy for Children Prodigy provides young children impacted by autism with ce,prodigyautism.com,both,,Y,,
6644,Quest Kids Academy,ORLANDO,aba,True,py Helping children and teens achieve their dreams and goals. 3 Specializing in ABA therapy for children and teens with autism and other developmental disabilities,questkids.org,phone,,Y,,
10351,Santiago & Friends | Family Center For Autism,ORLANDO,speech-therapy|occupational-therapy|physical-therapy|respite-care|residential-program,True," for your child with Autism can feel like a never ending game of Alphabet Soup. ABA. IEP. ASD. SI, OT…. as you know, the list goes on and on. At Santiago & Friends",santiagoandfriends.com,both,,Y,,
8936,Stepping Forward ABA LLC,ORLANDO,aba|parent-coaching,True,Stepping Forward ABA Empowering growth through ABA therapy Empowering growth through ABA therapy Emp,steppingforwardaba.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6696,Sunshine ABA,ORLANDO,aba,True,"Sunshine ABA | Best Home & School Based ABA Therapy | Orange County, FL, USA top of page STO",sunshine-aba.net,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7054,Adapt Behavioral Services,ORMOND BEACH,aba,True," primarily on parent training--via telehealth, in home, or in-office. In-school ABA therapy and consultation may also be provided in conjunction with family-based ",adapt-fl.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8873,"Lighthouse Behavioral Health, LLC",ORMOND BEACH,aba,True,e Behavioral therapy (TF-CBT) Behavior-Based Therapy Applied Behavior Analysis (ABA) Cognitive Behavioral Therapy (CBT) Learn More “ The secret of change is to foc,lighthousebh.net,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7101,"Therapeutic Foundations, LLC - 555 W Granada Blvd",ORMOND BEACH,life-skills|parent-coaching|aba,True,dations Therapeutic Foundations Therapeutic Foundations Therapeutic Foundations ABA Therapy based services our mission Therapeutic Foundations provides behavioral ,therapeuticfoundations.com,both,,Y,,
7337,"Building Blocks Applied Behavioral Services, Inc",PALM BAY,aba,True,#NAME?,bba-bs.com,both,NAME-ARTIFACT,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7389,Eastern Florida Autism Center - 1320 Culver Dr Ne,PALM BAY,,True,ndividualized programs designed on the principles of Applied Behavior Analysis (ABA Therapy) and Skinner's Analysis of Verbal Behavior (VB). We focus on the develo,efac15.com,both,,Y,,
8568,Kaleidoscope Interventions,PALM BAY,aba,True,"rship with Kaleidoscope Interventions provides students with priority receiving ABA therapies through early intervention, in-school services, and parent training. ",thepiecefits.com,phone,,Y,,
6948,"ABA Therapy Solutions, LLC",PALM CITY,aba,True,,abasolutions.org,both,EMPTY-EXCERPT,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6979,D&D Behavior Therapy's Kings,PALM SPRINGS,aba,True,"gs D&D Behavior Therapy Kings Providing personalized Applied Behavior Analysis (ABA) services to stimulate, inspire, and enrich your loved ones. Get Started D&D Be",ddbehaviortherapykings.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7385,Living Soul Autism and ABA,PALM SPRINGS,speech-therapy|aba,True,Living Soul LLC – Personalized ABA Therapy and Mental Health Support ABA Therapy – Living Soul LLC Living Soul LLC,livingsoulllc.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7284,Aba Star Therapy,PEMBROKE PARK,aba|parent-coaching|life-skills,True,,abastartherapy.com,both,EMPTY-EXCERPT,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7151,AA Mental Health Services Inc,PEMBROKE PINES,life-skills|aba|occupational-therapy|support-groups,True,"ABA Therapy ABA Therapy We empower individuals through personalized ABA therapy, fo",aamentalhealthservicesinc.com,both,,Y,,
8809,"Behavioral Initiatives, LLC",PEMBROKE PINES,aba|ados-testing,True,ABA Services | Applied Behavior Analysis × Menu Quality ABA Professionals Providing,behavioralinitiatives.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6738,"BG Clinical Intervention, LLC",PEMBROKE PINES,aba,True,"BG Clinical Intervention, LLC | ABA | Florida, USA top of page EMBRACE CHANGE Dedicated to enhancing our client's w",bgclinicalintervention.com,both,,Y,,
7067,Blue Minds LLC,PEMBROKE PINES,aba,True,"Blue Minds | ABA Autism Therapy | Pembroke Pines, Fl, USA top of page CDE ABA Therapy CDE 1/2 Al",bluemindsllc.com,both,,Y,,
7042,Evolving Minds Together,PEMBROKE PINES,life-skills|feeding-therapy|support-groups|group-therapy|parent-coaching|aba,True,Aba Therapy For Children | Evolving Minds Together | Pembroke Pines top of page Chi,evolvingmindstogether.com,both,,Y,,
6033,"SPECIAL EDUCATION ADVOCACY SERVICES, LLC",PEMBROKE PINES,aba,True,"ech and language sessions, occupational therapy, and Applied Behavior Analysis (ABA)—all aimed at helping Bryan gain communication skills and independence. Navigat",yselaheim.com,both,,Y,,
7342,Step Forward ABA,PEMBROKE PINES,aba,True,,stepforwardaba.com,both,EMPTY-EXCERPT,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8782,Broward Behavioral Llc,PLANTATION,aba,True," 2025 Broward Behavioral - All Rights Reserved. Powered by Broward Behavioral - Aba Services, Autism Aba Special Needs Home Mission Vision Contact Us Espanol Blog ",browardbehavioral.net,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
10250,"Great Strides Rehabilitation- Port Orange, FL - 3890 Turtle Creek Dr",PORT ORANGE,,True,sical Therapy Pediatric Occupational Therapy Pediatric Speech Therapy Pediatric ABA Therapy Pediatric Music Therapy Feeding Therapy Compliance Corner Standards of ,greatstridesrehab.com,phone,,Y,"ABA, PT, OT, ST, music, feeding; numerous florida locations, 4 in Jacksonville alone. Needs specific review.",HANDED TO CURATION - multi-location split pending Cowork inventory
6987,Strategies Inc. Applied Behavior Analysis,PORT ORANGE,aba|ados-testing|parent-coaching,True,Strategies Inc ABA Skip to main content Skip to footer Comprehensive ABA Therapy We offer a profes,strategiesincaba.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
9110,ABA Therapy of St Lucie,PORT ST. LUCIE,aba|life-skills|executive-function-coaching|parent-coaching,True,ABA therapy for children diagnosed with Autism Spectrum Disorder. What is ABA? Appl,abatherapypsl.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8827,Bright Future ABA Solutions,PORT ST. LUCIE,aba,True,,brightfutureabasolutions.com,both,EMPTY-EXCERPT,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7497,Caring Hearts of the Treasure Coast,PORT ST. LUCIE,respite-care,True,We are here to support you and your family on your journey to a healthier life. ABA SERVICES ABA Clinic Service Description Coming Soon we are excited to begin wor,caringheartsbehavioralhealth.com,both,,Y,,
7029,It Takes A Village ABA,PORT ST. LUCIE,speech-therapy|aba|ados-testing|parent-coaching,True,ABA Therapy Florida | It Takes A Village ABA Skip to content Get Started! Welcome T,ittakesavillageaba.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
6660,"Leaders Behavior ABA & Counseling, LLC",PORT ST. LUCIE,aba|group-therapy|support-groups|parent-coaching,True,"EQUEST SERVICE JOIN OUR TEAM REQUEST SERVICE JOIN OUR TEAM The Leaders Behavior ABA & Counseling, LCC MISSION To improve the quality of life with the most empathet",leadersabatherapy.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7422,Family Therapy & Behavior Services LLC.,RIVIERA BEACH,aba,True,the puzzle together Let us find the right Registered Behavioral Technicians and ABA services for you See Services ABOUT US We connect patients with the personalize,familytherapybehavior.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
10358,My Favorite Therapists - Royal Palm Beach,ROYAL PALM BEACH,,True,West Palm Beach ABA Therapy Center for Children with Autism Effective ABA Therapy Services | West P,myfavoritetherapistswestpalmbeach.com,both,,Y,,
6031,Family Love And Health Inc - 11141 County Line Rd,SPRING HILL,,True,"ove and Health (786) 273-0454 Unlocking Potential, One Milestone at a Time with ABA Therapy Unlocking Potential, One Milestone at a Time with ABA Therapy Unlocking",familyloveandhealth.com,both,,Y,,
7431,"Powerful Principles, LLC-Child Therapy Near Stuart",STUART,aba,True,"ents with developmental and cognitive disabilities. Leveraging her knowledge of ABA and mental health, she utilizes evidence-based approaches such as CBT, mindfuln",powerfulprinciples.org,both,,Y,,
7413,Asperger Friends,TALLAHASSEE,speech-therapy|support-groups,True,ng new systems Cutting new pipes Fixing toilets and appliances. Article Source: Applied Behavior Analysis Program Aspergers and bullying in the workplace | Patrons Choice Jobs ,aspergerfriends.org,both,,N,advocacy group only - remove entirely?,DELETED 2026-08-18 - advocacy only
6921,"Bryter Way, A.B.A.",TALLAHASSEE,aba,True,"enced and qualified team of therapists dedicated to evidence-based practices in ABA therapy. Flexibility Flexibility in service delivery settings (office, schools,",bryterwayaba.com,both,,Y,,
7479,Cayer Behavioral Group,TALLAHASSEE,life-skills|aba|occupational-therapy|parent-coaching,True,"imed at delivering scientifically sound, one-on-one, Applied Behavior Analysis (ABA) therapy. Children attending will have access to one-on-one specialized therapy",cayerbehavioral.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
8991,Damron Counseling - 738 E Park Ave,TALLAHASSEE,,True," therapy (CBT) is defined as psychotherapy that combines cognitive therapy with behavior therapy by identifying faulty or maladaptive patterns of thinking, emotional response,",damroncounseling.com,both,,N,remove,DELETED 2026-08-18 - CBT practice
7473,Engage Behavioral Health,TALLAHASSEE,aba|speech-therapy|physical-therapy|occupational-therapy,True,"ams are comprehensive individually, but are transformative together. Learn More ABA Services Collaboration with teachers, school staff, and parents are central to ",engagebehavioralhealth.com,both,,Y,AUTO-Y: name contains ABA/behavior + crawler excerpt is a service claim. Tag confirmed; record data not audited.,
7152,The Arc of Florida,TALLAHASSEE,life-skills,True,"y , located in Clearwater, has an opening for a Registered Behavior Technician (RBT) to join their Behavior Team. To read the full description and to apply, click ",arcflorida.org,both,,N,charity / advocacy group - remove entirely?,DELETED 2026-08-18 - state advocacy body; local Arc chapters are separate entities
