id,name,city,canonical_city,address,phone,website,subcategory,verified
10285,"Pediatric Physical Therapy at Johns Hopkins All Children's Outpatient Care, Tampa - 12220 Bruce B Downs Blvd",Tampa,TAMPA,12220 BRUCE B DOWNS BLVD,(727) 767-7272,https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/physical-therapy,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10287,Pediatric Physical Therapy at Johns Hopkins All Children's Rehabilitation Center - 603 7th St S,St. Petersburg,ST. PETERSBURG,603 7TH ST S STE 601/100,(727) 767-7272,https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/physical-therapy,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10288,My Favorite Therapists - Deerfield Beach - 1239 E Newport Center Dr,Deerfield Beach,DEERFIELD BEACH,1239 E NEWPORT CENTER DR STE 101,(754) 444-3707,https://myfavoritetherapists.com/deerfield-beach-center/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10291,"Great Strides Pediatric Rehabilitation- Jax Beach, FL - 340 16th Ave N",Jacksonville Beach,JACKSONVILLE BEACH,340 16TH AVE N SUITE B,(904) 886-3228,https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/jacksonville-beach/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10292,Great Strides Pediatric Rehabilitation- Yulee - 463380 E State Rd 200,Yulee,YULEE,463380 E STATE RD 200 SUITE A,(904) 886-3228,https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10293,Great Strides Rehabilitation - 12276 San Jose Blvd,Jacksonville,JACKSONVILLE,12276 SAN JOSE BLVD STE 508,(904) 886-3228,https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10294,"Great Strides Rehabilitation- Callahan, FL - 450061 FL-200",Callahan,CALLAHAN,450061 FL-200,(904) 886-3228,https://h2health.com/locations/great-strides-pediatric-rehab-callahan-fl/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10295,"Great Strides Rehabilitation- Orange Park, FL - 430 College Dr",Middleburg,MIDDLEBURG,430 COLLEGE DR STE 107,(904) 886-3228,https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10305,Little Star Therapy Services - Miami,Miami,MIAMI,1125 NE 125TH ST,(786) 297-1880,https://www.littlestartherapy.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10310,Azul Therapy Services - West Kendall - 13500 Sw 88th St,Miami,MIAMI,13500 SW 88TH ST,(786) 409-2646,https://azultherapyservices.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10313,FYZICAL Therapy & Balance Centers - Tallahassee,Tallahassee,TALLAHASSEE,1660 N MONROE ST,(850) 656-3163,https://www.fyzical.com/tallahassee,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10314,First Kid's PPEC - Hollywood,Hollywood,HOLLYWOOD,6515 TAFT ST,(866) 635-7732,https://fkppec.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10353,"H2T PT, LLC - West Palm Beach",West Palm Beach,WEST PALM BEACH,1683 FORUM PL,(561) 867-8789,http://www.h2tpt.com/,Physical Therapy,false
10358,My Favorite Therapists - Royal Palm Beach,Royal Palm Beach,ROYAL PALM BEACH,2050 VISTA PKWY,(754) 444-3707,https://myfavoritetherapistswestpalmbeach.com/,"Occupational Therapy, Speech Therapy",false
10401,Early Steps - Jacksonville,Jacksonville,JACKSONVILLE,910 N JEFFERSON ST,(904) 427-7600,https://floridaearlysteps.com/,Therapy Services,false
