id,name,address1,address2,city,state,zip_code
8588,"Easterseals Florida, Treasure Coast Early Steps - Port Saint Lucie",2100 Se Hillmoor Dr,null,Port St. Lucie,FL,34952
8589,Dr. Tripp & Associates - Port Saint Lucie,540 Nw University Blvd,Suite,Port St. Lucie,FL,34986
8595,InBloom Autism Services | Bartram Jacksonville,12735 Gran Bay Pkwy,null,Jacksonville,FL,32258
8596,FIRST WORDS Project - Bldg. A,Edgewater Office Park,null,Bldg. A,FL,32309
8599,Kris Parker and Associates - Port Saint Lucie,1950 Se Port St Lucie Blvd,Suite,Port St. Lucie,FL,34952
8600,"Learning Steps Diagnostics and Educational Center, LLC - Port Saint Lucie",1860 Sw Fountainview Blvd,null,Port St. Lucie,FL,34986
8603,"Maximum Achievers, LLC - Palm Springs",1495 Forest Hill Blvd,null,Palm Springs,FL,33406
8604,EAST FROM WEST LLC,1080 Grandeur St Se,null,Palm Bay,FL,32909
8606,GREEN STEPHANIE A,4941 Gary Dr,null,Fort Myers,FL,33905
8611,ASA HOME CARE INC,8700 West Flagler St 110,null,Miami,FL,33174
8614,KNOBBE DESIGNS INC,825 Center St,Suite,Jupiter,FL,33458
8616,COMFORT ZONE AGENCY INC,426 E 3rd St,null,Jacksonville,FL,32206
8617,"REGIONS HEALTHCARE SERVICES, LLC",18425 Nw 2nd Ave,Suite,Miami,FL,33169
8618,ESSENTIAL WELLNESS OF SOUTH FLORIDA INC,7975 Nw 155th St,Suite,Miami Lakes,FL,33016
8619,CSI CATALANOS NURSES REGISTRY INC,10451 Nw 117th Ave,Suite,Medley,FL,33178
8620,"PEDIATRIC RESPIRATORY CARE OF SOUTH FLORIDA,INC.
JKARE",4101 Sw 73rd Ave,Suite,Miami,FL,33155
8621,"ADVANCED CARE MEDICAL SUPPLIES, INC
ADVANCE CARE MEDICAL SUPPLIES, INC",12821 Sw 134th Ct,Suite,Miami,FL,33186
8622,"ALLIANCE HOMECARE SYSTEMS, INC.",13280 Sw 131st St,Suite,Miami,FL,33186
8623,"TEBAR MEDICAL SUPPLIES & EQUIPMENT, INC",14341 Sw 120th St,Suite,Miami,FL,33186
8627,AMERICARE HOME HEALTHCARE SERVICES INC,20 Nw 181st St,null,Miami,FL,33169
8628,"BRIDGES BTC, INC",1694 Cedar St,null,Rockledge,FL,32955
8629,"DEVELOPMENTAL SERVICE TRAINERS,INC",3602 Ne 20th Pl,null,Ocala,FL,34470
8630,ADVANCES IN SUPPORT/ CAROL LOUIS,750 Ne 171st St,null,North Miami Beach,FL,33162
8631,A1 MEDICAL SUPPLIES INC,7356 Lake Worth Rd,null,Lake Worth,FL,33467
8632,ABLE LIFE CARE SERVICES,4728 Alora Isles Dr,Suite,West Palm Beach,FL,33417
8633,"THOMAS FAMILY CARE SERVICES
THOMAS FAMILY CARE SERVICES",13054 Sw 67th Ave,null,Ocala,FL,34473
8634,"BETTER LIVING CONCEPTS, INC",1650 N Tremain St,null,Mount Dora,FL,32757
8635,"SUNRISE ARC, INC.",35201 Radio Rd,null,Leesburg,FL,34788
8636,CHASE CAPITAL INVESTMENTS,28502 Tall Grass Dr,null,Wesley Chapel,FL,33543
8637,CECELIAS CARE LLC,3509 Sw 34th Ave Cir,null,Ocala,FL,34474
8638,GOLDEN SUN EXPRESS LLC,5255 Nw South Lovett Cir,null,Port St. Lucie,FL,34986
8639,"ULTIMATE CARE SUPPORT SERVICES LLC
ZELPHA POWELL",11129 66th St N,null,West Palm Beach,FL,33412
8640,"HOME OF STARS,LLC",1448 Sailboat Cir,null,Wellington,FL,33414
8641,"CWW LIMITED LLC
COASTAL LIVING OPTIONS",13052 Compton Rd,null,Loxahatchee,FL,33470
8643,PATIENTLY CARING,2642 39th Ave N,null,St. Petersburg,FL,33714
8648,DAINERYS GIL AGENCY LLC,8726 Mcadam Pl,null,Tampa,FL,33634
8649,WELL LIVING GROUP HOME LLC,1425 S C Ter,null,Lake Worth,FL,33460
8650,"EZY LIVING, LLC",14421 Swiss Bridge Dr,null,Lithia,FL,33547
8651,STARR SUSIE M,515 Plaza Seville Ct,Suite,Treasure Island,FL,33706
8652,GILLESPIE SERVICES,113 E Ave D,null,Melbourne,FL,32901
8653,DREAM KEEPERS LLC,7937 Se Kingsway St,null,Hobe Sound,FL,33455
8654,"KM HOME CARE, LLC
KM HOMECARE",2100 W 76th St,Suite,Hialeah,FL,33016
8655,FAMILY BEHAVIORAL SOLUTIONS LLC,10324 Sw 139th Pl,null,Miami,FL,33186
8656,JEWEL SUPPORT SERVICES,18821 Nw 23rd Ct,null,Miami Gardens,FL,33056
8658,"AN ANGELS VISION LLC
AN ANGELS VISION",2775 W Okeechobee Rd Lot 68,null,Hialeah,FL,33010
8659,"SUNSHINE PHARMACY & SUPPLIES, INC
SUNSHINE MEDICAL",8159 Nw 66th St,null,Miami,FL,33166
8660,ONE OF A KIND SUPPORT LLC,27490 Sw 167th Ave,null,Homestead,FL,33031
8661,"PROXICARE, INC",731 Nw 132nd Ct,null,Miami,FL,33182
8662,JOURNEY TO A NEW BEGINNING,1520 Mesa Dr,null,Jacksonville,FL,32221
8664,"A WORLD AHEAD, INC.",2300 W 5th Way,Suite,Hialeah,FL,33010
8665,WINGS OF AN ANGEL INC,3600 S State Rd 7,Suite,Miramar,FL,33023
8668,CONTINUED HEALTH SERVICES,8724 N Edison Ave,null,Tampa,FL,33604
8670,"BURROWES CURTIS
BURROWES HOME AND COMMUNITY BASED SERVICES, LLC",9300 N 16th St Fl 2,null,Tampa,FL,33612
8671,LOVE AND LOYALTY CARE SERVICE LLC,3501 E Frierson Ave,null,Tampa,FL,33610
8672,"ADAPT & TRANSFORM BEHAVIOR, LLC",4518 3rd Ave S,null,St. Petersburg,FL,33711
8673,"SUN STATE TRANSPORT & TOURS
SUN STATE TRANSPORT  & TOURS",13206 Prestwick Creek Dr,null,Riverview,FL,33579
8674,"CORVO ODALYS
ALONDRA CARE HOME INC.",8012 Greenshire Dr,null,Tampa,FL,33634
8675,"ONE QUEST LLC
ONE QUEST",Po Box 82183,null,Tampa,FL,33682
8677,"JOELE CARES, INC.",3808 Valley Tree Dr,null,Tampa,FL,33610
8678,"TORIAS SUPPORT CARE SERVICES, INC
TORIA'S ASSISTED LIVING FACILITY II",2073 Balfour Cir,null,Tampa,FL,33619
8679,ANGIE'S HOME LLC,11713 Mango Cross Ct,null,Seffner,FL,33584
8680,THE GOLDEN HORSE TRANSPORTATION LLC,2242 Bancroft Cir N,Suite,Palm Harbor,FL,34683
8682,CREATIVE GROWTH GROUP INC,3908 Winston Dr,null,New Port Richey,FL,34652
8683,"NEW HORIZON SUPPORT SERVICES INC
NEW HORIZON SUPPORT SERVICES",12709 Charity Hill Ct,null,Riverview,FL,33569
8684,HOME HEALTH HUB & TRANSPORT LLC,2221 Gordon St,null,Tampa,FL,33605
8686,MEDISUPPORT SERVICES LLC,5118 N 56th St,null,Tampa,FL,33610
8687,CARRIE'S CARE FAMILY HOME INC.,1106 E Richmere St,null,Tampa,FL,33612
8688,"CANNEDY, RAINA
RAIN OF LOVE LLC",5510 River Rd,Suite,New Port Richey,FL,34652
8689,MERCED CARE HOME LLC,4701 N Habana Ave,null,Tampa,FL,33614
8690,ADVANCED GROUP HOME INC,6704 Commodore Way,null,Tampa,FL,33615
8691,"DAMARIS CARE, INC.",Po Box 1444,null,Lutz,FL,33548
8693,RADIANT DEVELOPMENT CENTER,1702 Ne 3rd St,null,Okeechobee,FL,34972
8694,"BROCKINGTON SUZETTE L
SUZIE Q'S HOME CARE LLC.",7123 Glory Rd,null,Zephyrhills,FL,33540
8697,ELITE ASSITED CARE SERVICES CORP,2725 W Osborne Ave,null,Tampa,FL,33614
8698,A GUARDIANS HOPE INC,16306 Alladin Way,null,Tampa,FL,33624
8699,"BURKE MARTARSHIA
MARTARSHIA BURKE",3409 E Frierson Ave,null,Tampa,FL,33610
8700,BURKE CARLOS A,9300 N 16th St,Suite,Tampa,FL,33612
8701,"HITCHMAN KATRINA
TRUSTY TRANSPORTATION LLC",13406 Roslyn Pl,null,Tampa,FL,33626
8702,GLORY TO GLORY SUPPORT SERVICES,9978 E Broadway Ave,null,Tampa,FL,33619
8703,ANCHORED BEHAVIOR SOLUTIONS LLC,12205 Wildbrook Dr,null,Riverview,FL,33569
8704,HUNGER & ASSOCIATES INC,2815 Wallace Branch Rd,null,Plant City,FL,33565
8705,BRIGHTER DAYS CARING HANDS LLC,8151 Redfield Dr,null,Port Richey,FL,34668
8706,"MAXM SERVICES, INC.
COMFORT ZONE SERVICES",307 W Ross Ave,null,Tampa,FL,33602
8707,LITE HOME SOLUTIONS LLC,10810 Boyette Rd,Suite,Riverview,FL,33569
8708,"ANNILETY CARE HOME, INC.",3906 Spence Ave,null,Tampa,FL,33614
8709,ADVANCED LIVING LLC,10009 N 27th St,null,Tampa,FL,33612
8710,"BETTER LIVING SUPPORT SOLUTIONS, INC.",2328 Pleasure Run Dr,null,Ruskin,FL,33570
8711,"DIRECT QUALITY CARE LLC
DIRECT QUALITY CARE",3707 E Hanna Ave,null,Tampa,FL,33610
8712,HAWKESWORTH POINT,2336 Shirecrest Cove Way,null,Lutz,FL,33558
8713,DONATO CHRISTOPHER,2509 W Crest Ave,null,Tampa,FL,33614
8714,"A & J COMPASSIONATE CARE, LLC",8319 42nd Ave N,null,St. Petersburg,FL,33709
8715,ALL NURSES ALF LLC,8701 N 34th St,null,Tampa,FL,33604
8716,ABOUT YOU CARE HOME INC,2903 W Burke St,null,Tampa,FL,33614
8718,DILIGENT TRANSPORTATION LLC,1719 W Saint Joseph St,null,Tampa,FL,33607
8719,"ANGELS UNAWARE, INC.",4918 W. Linebaugh Ave,null,Tampa,FL,33688
8720,"PEGGY JOYCE HARGROVE
JOYCE LOVE & CARE HOME",3304 San Moise Pl,null,Plant City,FL,33567
8721,"DELE, INC
WESLEY HOUSE",1500 Maximilian Dr 1500 Maximilian Dr,null,Wesley Chapel,FL,33543
8724,SOLUTION CARE LYNN LLC,6226 Carthage Cir N,null,Lake Worth,FL,33463
8726,GULF CTY ARC INC.,122 Water Plant Rd,null,Port St Joe,FL,32456
8727,BJK PROVIDER LLC,1007 W Wright St,null,Pensacola,FL,32501
8728,TERRIS LOVING CARE,222 Bayou Blvd,null,Pensacola,FL,32503
8729,"CAPSTONE ADAPTIVE LEARNING AND THERAPY CENTERS, IN","2912 North ""E"" St",null,Pensacola,FL,32501
8730,"JACKSON COUNTY TRANSPORTATION, INC",3988 Old Cottondale Rd,null,Marianna,FL,32448
8731,"MATHEWS MARY
GENEIS GROUP HOME",182 Sparkleberry Blvd S,null,Quincy,FL,32351
8732,"BIG BEND TRANSIT, INC",2201 Eisenhower St,null,Tallahassee,FL,32310
8733,KNIGHT ANNIE L,2485 Havana Hwy,null,Quincy,FL,32352
8734,"FIRST TRANSIT INC
BAYWAY TRANSIT",919 Massalina Dr,null,Panama City,FL,32401
8735,"KEEN MAXINE L
KEEN GROUP HOME",4301 Shad Dr,null,Sebring,FL,33870
8736,"DIGNIFYING SOLUTIONS LLC, DEAISA BOMORT Z",5271 Ariva Dr,Suite,Lakeland,FL,33812
8737,BEE LOVED HOMES LLC,4520 Magnolia Preserve Ln,null,Winter Haven,FL,33880
8739,"EDUCATION & EMPOWERMENT, INC.",2001 Bartow Rd,null,Lakeland,FL,33801
8740,A HEATH'S HAVEN INC.,8018 Leafcrest Dr,null,Jacksonville,FL,32244
8741,ELITE HEALTHCARE AGENCY,785 Oakleaf Plantation Pkwy,Suite,Orange Park,FL,32065
8742,GRACEFUL HANDS TRANSPORTATION LLC,736 Arran Ct,null,Orange Park,FL,32073
8743,EVANS QUALITY PROVIDER CARE SERVICES,1251 Woods St,null,Jacksonville,FL,32209
8744,"BELL SUPPORT SERVICES LLC
BELL SUPPORT SERVICE",5915 Cedar Hills Blvd,null,Jacksonville,FL,32210
8745,"ANCIENT CITY GROUP HOME 1,LLC
ANCIENT CITY GROUP HOME 1, LLC",281 Mystic Castle Dr,null,St. Augustine,FL,32086
8746,CARE OPTIONS SUPPORT SERVICES LLC,7242 Merrill Rd,null,Jacksonville,FL,32277
8747,JEFFERSON CASANDRA D,3452 Inwood Cir W,null,Jacksonville,FL,32207
8748,LASHAWNS LOVING CARE LLC,12001 Alexandra Dr,null,Jacksonville,FL,32218
8749,"AGAPE HOMECARE PLUS, INC",2142 Figaro Ln,null,Jacksonville,FL,32210
8750,"BASCA, INC",352 Stowe Ave,null,Orange Park,FL,32073
8751,A HEAVENLY TOUCH LLC,1643 W 19th St,null,Jacksonville,FL,32209
8752,"BLOUNT SUPPORT SERVICES, INC",1728 Kingsley Ave,Suite,Orange Park,FL,32073
8754,"L'ARCHE JACKSONVILLE, INC.",700 Arlington Rd North,null,Jacksonville,FL,32211
8755,ASTAR CARE,9671 Kendall Pointe Dr,Suite,Jacksonville,FL,32225
8756,ADAMS ACRES INC,1735 State Rd 16,Suite,St. Augustine,FL,32084
8757,COMMUNITY HEALTHCARE ALLIANCE INC,3108 Litchfield Dr,null,Orange Park,FL,32065
8758,ASHLEY PRECIOUS HANDS,11066 Traci Lynn Dr,null,Jacksonville,FL,32218
8759,"DIVINE PURPOSE SUPPORT SERVICES
DIVINE PURPOSES SUPPORT SERVICES",127 Tallulah Ave,null,Jacksonville,FL,32208
8760,"ECO HOME & HEALTH SERVICES, LLC
SHERMAN CARTER SDE MBR",2391 Anacostia Ave,null,Ocoee,FL,34761
8762,"BRIGHTER LIVING GROUP HOME, INC
GROUP HOME PROVIDER",23488 Avacado Ave,null,Port Charlotte,FL,33980
8763,HILL FOSTER HOME LLC,4282 Cynthia Ter,null,North Port,FL,34286
8764,"POWER OF LOVE FAMILY SERVICES, INC.",312 12th St W,null,Palmetto,FL,34221
8765,HAPPY DAY NON MEDICAL TRANSPORTATION SWF CORP,7111 48th Ave E,null,Palmetto,FL,34221
8766,JANET JONES GROUP HOME INC,1391 Capricorn Blvd,null,Punta Gorda,FL,33983
8767,MANATEE CTY BCC,2411 Tallevast Rd,null,Sarasota,FL,34243
8769,A SUCCESSFUL JOURNEY,3800 Inverrary Blvd,Suite,Lauderhill,FL,33319
8773,"ALL IN 1 HANDS, INC.",2420 Bermuda Dr,null,Miramar,FL,33023
8775,CARAMI HEALTHCARE LLC,20414 Nw 19th Ave,null,Miami Gardens,FL,33056
8776,"A Y M CARE SERVICES INC
A.Y.M. CARE SERVICES",805 Nw 198th St,null,Miami Gardens,FL,33169
8777,"CONSTANT CARE INC
CONSTANT CARE INC",3800 Inverrary Blvd,Suite,Lauderhill,FL,33319
8778,"MOORE SERVICES 4 U, INC.",1430 Nw 33rd Ter,null,Lauderhill,FL,33311
8779,PARAMOUNT PREFERRED SERVICES LLC,2904 Nw 60th Ter,Suite,Sunrise,FL,33313
8781,"E&C PRECIOUS NEEDS, LLC",2712 Nw 3rd St,null,Pompano Beach,FL,33069
8785,"JG SUPPORT, INC.",6320 Grant Ct,null,Hollywood,FL,33024
8787,"CMA HEALTHCARE, INC",2645 Executive Park Dr,null,Weston,FL,33331
8788,KDMS SERVICES INC,6412 N University Dr,Suite,Tamarac,FL,33321
8790,EVERY STEP INC,1620 Orion Ln,null,Weston,FL,33327
8792,SUPERIOR STORES DISCOUNT DISTRIBUTO,1751 Nw 68th Ave,null,Hollywood,FL,33024
8819,"ABA Kids Connection, Inc - Tampa - 4236 W Linebaugh Ave",4236 W Linebaugh Ave,null,Tampa,FL,33624
8820,"TOWE ERS OF LOVE
ANGELA TOWE",8070 Allamanda Ct,null,Lehigh Acres,FL,33972
8834,"MONEF HEALTH SERVICES, INC.",300 Nw 183rd St,Suite,Miami Gardens,FL,33169
8840,BRIDGE TO HOPE HOME SERVICES LLC.,631 Nw 56th Ct,null,Ocala,FL,34482
8842,"GAIN SERVICES, INC.",5399 Nw 56th Ter,null,Ocala,FL,34482
8843,ONENESS 1 LLC,7501 Cypress Knee Dr,null,Hudson,FL,34667
8847,MVP GROUP HOME 1,266 N Twin Maple Rd,null,St. Augustine,FL,32084
8848,In Motion ABA,13 E Melbourne Ave,Suite,Melbourne,FL,32901
8849,"MEDICAL DECISION, LLC",2890 Marina Mile Blvd,null,Ste102,FL,33312
8850,"TRINITY HEALTH CARE SERVICES
TRINITY HLTH CARE SVCS",6151 Miramar Pkwy,null,Miramar,FL,33023
8858,PRO NURSING SOLUTIONS INC,110 Sw 12th St,Suite,Miami,FL,33130
8860,SUNRISE COMMUNITY OF POLK CO. INC,5115 Wallace Ct,null,Lakeland,FL,33812
8884,OLIVIER ROSAIRE,540 Nw 165th St Rd,Suite,North Miami Beach,FL,33169
8890,"PURE HEARTS AND HANDS, INC.",12621 Green Meadow Dr,null,Jacksonville,FL,32218
8895,"LR AGENCY 88, INC",4524 30th Pl Sw,null,Naples,FL,34116
8896,KENZIE KARE GROUP HOME I & II LLC.,919 5th Ave,null,Lehigh Acres,FL,33972
8897,"GILES KHADIJAH A
LOVED ONES",4333 Bellaria Way,Suite,Fort Myers,FL,33916
8899,"DAGNAN BEHAVIORAL CONSULTANTS, INC",13332 Queen Palm Run,null,North Fort Myers,FL,33903
8903,"PETERSON FAMILY CARE, LLC",3507 Lee Blvd,Suite,Lehigh Acres,FL,33971
8909,FAMILY LIFE CARE SERVICES,17680 Nw 78th Ave,Suite,Hialeah,FL,33015
8910,"EP MEDCIAL EQUIPMENT, INC",6440 Sw 117th Ave,null,Miami,FL,33183
8911,"ONE MEDICAL SUPPLIES INC.
#1 MEDICAL SUPPLIES",4270 Sw 71st Ave,null,Miami,FL,33155
8913,DOCTOR'S CHOICE MEDICAL RENTAL & SUPPLIES,7440 Sw 50th Ter,Suite,Miami,FL,33155
8914,AMERICARE HOME & COMMUNITY SVCS,20805 Ne 30th Pl,null,Miami,FL,33180
8915,MIA GLOBAL SOLUTIONS CORP,4925 Sw 75th Ave,null,Miami,FL,33155
8916,TABRAUE ORTHOPEDIC & MEDICAL SUPPLY,106 Sw 16th Ave,null,Miami,FL,33135
8917,PRIMARY MEDICAL STAFFING INC,14125 Nw 80th Ave,Suite,Miami Lakes,FL,33016
8918,"DONMACAN, INC
PROGRESS HOUSE",1097 Sandy Ln Ne 1097 Sandy Ln Ne,null,Palm Bay,FL,32905
8920,NEW HOPE HOUSING LLC,1317 Edgewater Dr,Suite,Orlando,FL,32804
8921,"SUNSHINE CARE SUPPORT SERVICES, INC",3669 Pelock Dr,null,Apopka,FL,32703
8922,"INGRAM GREGORY O
TRUVINE COMPANION AND HOMEMAKERS",432 Lincoln Ave,null,Titusville,FL,32796
8925,EAGLES NEST FACILITY,3333 Fiddle Leaf Way,null,Lakeland,FL,33811
8926,"GRINER MARKEISHA K
GROWTH AND INDEPENDENCE",233 Gardenia Rd,null,Kissimmee,FL,34743
8927,"MILLICENT PLACE, INC",2130 Columbus St Ne,null,Palm Bay,FL,32907
8930,"GUIONS PROFESSIONAL SERVICES, LLC",721 Balmoral Cir,null,Leesburg,FL,34748
8931,"2ND MILE MANOR
QUALITY SERVICE INC",4354 19th St N,null,St. Petersburg,FL,33714
8932,"ADA K DIXON
TRINITI COMMUNITY CARE SERVICES",3434 Market St,null,Pensacola,FL,32505
8935,BUILDING BLOCKS MINISTRIES INC,644 Gadson St,null,Groveland,FL,34736
8942,M&M LOVING CARE SERVICES LLC,2905 Jefferson St W,null,Inverness,FL,34453
8944,HOUSE OF HEARTS SUPPORT SERVICES LLC,7941 Sw 103rd Loop,null,Ocala,FL,34476
8949,JAXSON'S HOUSE OF CARE,8112 Centralia Ct,Suite,Leesburg,FL,34788
8956,Aba Star Therapy - Miramar,4400 W Hallandale Beach Blvd,null,Miramar,FL,33023
8957,"RIDE SOLUTION, INC.",220 N 11th St,null,Palatka,FL,32177
8958,"HOME AWAY FROM HOME OF PUTNAM CO INC
TERESA JACKSON",3108 Saint Johns Ave,null,Palatka,FL,32177
8961,Aba Therapy of Palm Beach - Palm Springs,1850 Forest Hill Blvd,null,Palm Springs,FL,33406
8964,Advanced Behavioral Dimensions - ABA Therapy Company,1428 Nw 1st Ave,null,Lauderhill,FL,33311
8965,Bless My Mind ABA Therapy - Hialeah,7900 Nw 155th St,null,Hialeah,FL,33016
8968,Full Spectrum ABA - Melbourne,3790 Dairy Rd,null,Melbourne,FL,32904
8977,B AND C CARE GIVERS LLC,712 Oak Ln,null,Groveland,FL,34736
8979,ELQUANAH GROUP HOMES INC,10410 Westley Way,null,Orlando,FL,32825
8981,HEALTH INSPIRATION INC,5015 Home,Suite,Orlando,FL,32808
8983,PACHOT GROUP HOME INC,3905 Timber Trl,null,Orlando,FL,32808
8985,"THE GOLDEN TOUCH OF CENTRAL FLORIDA, INC.",1083 Bluegrass Dr,null,Groveland,FL,34736
8986,"SILC EXPRESS LLC
OSCAR SILVA",520 Christina Dr,Suite,Royal Palm Beach,FL,33414
8988,MVP SUPPORT SERVICES LLC,701 San Jose Rd,null,St. Augustine,FL,32086
8989,PWT NURSE CONSULTANTS & HOME SERVICES INC,1746 E Silver Star Rd,Suite,Ocoee,FL,34761
9004,CRYSTAL LAKE SUPPORTIVE ENVIRONMENT,2710 Staten,Suite,Orlando,FL,32804
