id,created_at,updated_at,name,category,subcategory,description,slug,accommodations,age_groups,programs,address,city,county,state,zip_code,latitude,longitude,phone,normalized_phone,email,website,hours,denomination,sensory_room,alternative_service,children_program,adult_program,accommodation_snippet,accommodation_tags,service_type,rating,user_ratings_total,google_place_id,links,image_url,verified,last_verified_date,featured,accessibility_info,source,search_vector,services,insurances,scholarships,address1,address2,address_original,needs_review,review_reason,address2_needs_manual_review,resource_type,pet_therapy,facebook_url,instagram_url,twitter_url,youtube_url,linkedin_url
7011,2025-11-03 21:44:02.908+00,2025-12-20 06:54:57.883795+00,Agency-Persons With Disability,healthcare,ABA Therapy,null,agency-persons-with-disability-orlando-fl-7011,[],[],[],400 W Robinson St,Orlando,null,FL,32801,28.54479,-81.384963,(407) 245-0440,null,null,null,null,null,null,null,null,null,null,null,null,3.3,24,ChIJzf4bqfh654gRQ0uD_ZWw8eQ,[],null,false,2025-10-17,false,null,legacy_migration,'agenc':2 'agency-person':1 'disabl':5 'orlando':6 'person':3,[],[],[],400 W Robinson St,null,400 W Robinson St,false,null,null,provider,false,null,null,null,null,null
10248,2025-11-03 21:44:06.955+00,2025-12-20 06:54:57.883795+00,AKL Pediatric Therapy - Longwood,healthcare,"Physical Therapy, Occupational Therapy, Speech Therapy",null,akl-pediatric-therapy-longwood-longwood-fl-10248,[],[],[],1712 N RONALD REAGAN BLVD,Longwood,null,FL,32750,28.718230616195,-81.33915003133,(407) 272-8813,null,null,http://www.akltherapy.com/,null,null,null,null,null,null,null,null,null,4.9,23,ChIJl3vb0fdz54gRDabasaELM3M,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),"'akl':1 'longwood':4,5 'pediatr':2 'therapi':3",null,null,null,1712 N Ronald Reagan Blvd,null,1712 N RONALD REAGAN BLVD,false,null,null,provider,false,null,null,null,null,null
6840,2025-11-03 21:44:02.65+00,2025-12-20 06:54:57.883795+00,AKL Pediatric Therapy - Miami Springs,healthcare,ABA Therapy,null,akl-pediatric-therapy-miami-springs-miami-springs-fl-6840,[],[],[],103 Westward Dr,Miami Springs,null,FL,33166,25.82137,-80.283448,(305) 290-0622,null,null,https://www.akltherapy.com/,null,null,null,null,null,null,null,null,null,5,11,ChIJU_Xei6G32YgRqPk3Ig2Yv9c,[],null,true,2025-10-17,false,null,legacy_migration,"'akl':1 'miami':4,6 'pediatr':2 'spring':5,7 'therapi':3",null,null,null,103 Westward Dr,null,103 Westward Dr,false,null,null,provider,false,null,null,null,null,null
7123,2025-11-03 21:44:03.033+00,2025-12-20 06:54:57.883795+00,Alachua Adult Child & Family,healthcare,ABA Therapy,null,alachua-adult-child-family-gainesville-fl-7123,[],[],[],2831 NW 41 St,Gainesville,null,FL,32606,29.678843,-82.386037,(352) 338-0164,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ChIJo4PmOrOk6IgR8Uh6i4flyQY,[],null,false,2025-10-17,false,null,legacy_migration,'adult':2 'alachua':1 'child':3 'famili':4 'gainesvill':5,[],[],[],2831 Nw 41 St,null,2831 NW 41 St,false,null,null,provider,false,null,null,null,null,null
7508,2025-11-03 21:44:03.513+00,2025-12-20 06:54:57.883795+00,"Alice A. Hylton, OTR",healthcare,ABA Therapy,null,alice-a-hylton-otr-lakeland-fl-7508,[],[],[],4240 Lakeland Highlands Rd,Lakeland,null,FL,33813,27.988098,-81.922301,(863) 607-5940,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ChIJb3zq_iY83YgRSOHvvqd-c0A,[],null,false,2025-10-17,false,null,legacy_migration,'alic':1 'hylton':3 'lakeland':5 'otr':4,[],[],[],4240 Lakeland Highlands Rd,null,4240 Lakeland Highlands Rd,false,null,null,provider,false,null,null,null,null,null
8570,2025-11-03 21:44:04.931+00,2025-12-20 06:54:57.883795+00,"Alicia M. Pfahler, MA",healthcare,Therapy Services,null,alicia-m-pfahler-ma-gainesville-fl-8570,[],[],[],SUITES 1&2,Gainesville,null,FL,32606,null,null,(352) 380-0209,null,null,https://www.aliciapfahlercounseling.com/,null,null,null,null,null,null,null,null,null,5,38,ChIJdZzGWlKj6IgRut3wWIIDB_w,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),'alicia':1 'gainesvill':5 'm':2 'ma':4 'pfahler':3,[],[],[],null,Suite,SUITES 1&2,true,Missing street address,null,provider,false,null,null,null,null,null
7622,2025-11-03 21:44:03.633+00,2025-12-20 06:54:57.883795+00,Alignment Physical Therapy,healthcare,Therapy Services,null,alignment-physical-therapy-hallandale-beach-fl-7622,[],[],[],1920 E HALLANDALE BEACH BLVD # 700,Hallandale Beach,null,FL,33009,25.985919514973,-80.12804158406,(954) 455-3883,null,null,http://www.alignmentpt.com/,null,null,null,null,null,null,null,null,null,5,17,ChIJ-Qoyg52s2YgRmu6XfSsvTuA,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),'align':1 'beach':5 'hallandal':4 'physic':2 'therapi':3,[],[],[],1920 E Hallandale Beach Blvd,Suite,1920 E HALLANDALE BEACH BLVD # 700,false,null,null,provider,false,null,null,null,null,null
7127,2025-11-03 21:44:03.033+00,2025-12-20 06:54:57.883795+00,Alliance For Independence,healthcare,ABA Therapy,null,alliance-for-independence-lakeland-fl-7127,[],[],[],2710 W Memorial Blvd,Lakeland,null,FL,33815,28.053938,-82.000766,(863) 665-3846,null,null,http://afi-fl.org/,null,null,null,null,null,null,null,null,null,4.3,10,ChIJv0hGGaQ_3YgR68G2PnUeVXs,[],null,false,2025-10-17,false,null,legacy_migration,'allianc':1 'independ':3 'lakeland':4,[],"[""florida-medicaid""]",[],2710 W Memorial Blvd,null,2710 W Memorial Blvd,false,null,null,provider,false,null,null,null,null,null
9756,2025-11-03 21:44:06.339+00,2025-12-20 06:54:57.883795+00,Allied Physical Therapy Wellness Community - 1469 Sw 4th Ter,healthcare,Physical Therapy,null,allied-physical-therapy-wellness-community-1469-sw-4th-ter-cape-coral-fl-9756,[],[],[],1469 SW 4TH TERRACE,Cape Coral,null,FL,33991,26.641972637446,-82.00489512842,(239) 242-0070,null,null,http://alliedpt.com/,null,null,null,null,null,null,null,null,null,4.9,226,ChIJHT68njdB24gRloQDoYO_Yck,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),'1469':6 '4th':8 'alli':1 'cape':10 'communiti':5 'coral':11 'physic':2 'sw':7 'ter':9 'therapi':3 'well':4,null,null,null,1469 Sw 4th Ter,null,1469 SW 4TH TERRACE,false,null,null,provider,false,null,null,null,null,null
9408,2025-11-03 21:44:05.974+00,2025-12-20 06:54:57.883795+00,Always Keep Progressing - North Miami Beach - 16800 Nw 2nd Ave,healthcare,"Occupational Therapy, Speech Therapy",null,always-keep-progressing-north-miami-beach-16800-nw-2nd-ave-miami-gardens-fl-9408,[],[],[],16800 NW 2ND AVE,Miami Gardens,null,FL,33169,null,null,(786) 206-4151,null,null,https://alwayskeepprogressing.com/,null,null,null,null,null,null,null,null,null,4.4,28,ChIJX-RRohev2YgRYD94LwLWWrM,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),"'16800':7 '2nd':9 'alway':1 'ave':10 'beach':6 'garden':12 'keep':2 'miami':5,11 'north':4 'nw':8 'progress':3",null,null,null,16800 Nw 2nd Ave,null,16800 NW 2ND AVE,false,null,null,provider,false,null,null,null,null,null
7199,2025-11-03 21:44:03.147+00,2025-12-20 06:54:57.883795+00,Ambrosia Treatment Center,healthcare,Therapy Services,null,ambrosia-treatment-center-port-st-lucie-fl-7199,[],[],[],546 NW UNIVERSITY BLVD,Port St. Lucie,null,FL,34986,27.321873500243,-80.401916226696,(561) 621-5128,null,null,https://www.ambrosiatc.com/locations/port-st-lucie/?utm_source=google&utm_medium=organic&utm_campaign=gbp,null,null,null,null,null,null,null,null,null,4.5,117,ChIJ8wRAhnbs3ogRmu031luhaMw,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),'ambrosia':1 'center':3 'luci':6 'port':4 'st':5 'treatment':2,[],"[""aetna"",""cigna"",""humana"",""florida-blue""]",[],546 Nw University Blvd,null,546 NW UNIVERSITY BLVD,false,null,null,provider,false,null,null,null,null,null
9121,2025-11-03 21:44:05.609+00,2025-12-20 06:54:57.883795+00,American Autism Association,healthcare,ABA Therapy,null,american-autism-association-miami-fl-9121,[],[],[],7699 Biscayne Blvd B,Miami,null,FL,33137,25.84564,-80.18416,(877) 654-4483,null,null,https://www.myautism.org/,null,null,null,null,null,null,null,null,null,null,null,ChIJ-RhKfdez2YgR32i-Ns4bRwI,[],null,false,2025-10-17,false,null,legacy_migration,'american':1 'associ':3 'autism':2 'miami':4,[],[],[],7699 Biscayne Blvd B,null,7699 Biscayne Blvd B,false,null,null,provider,false,null,null,null,null,null
7964,2025-11-03 21:44:04.142+00,2025-12-20 06:54:57.883795+00,"American Pro-Health Rehabilitation Center, Inc",healthcare,Therapy Services,null,american-pro-health-rehabilitation-center-inc-miami-fl-7964,[],[],[],1890 SW 57TH AVE,Miami,null,FL,33155,null,null,(305) 262-1987,null,null,https://www.facebook.com/AmericanProHealthRehab/,null,null,null,null,null,null,null,null,null,5,51,ChIJrw4J1y-42YgRUFeLH7ekgoY,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),'american':1 'center':6 'health':4 'inc':7 'miami':8 'pro':3 'pro-health':2 'rehabilit':5,[],[],[],1890 Sw 57th Ave,null,1890 SW 57TH AVE,false,null,null,provider,false,null,null,null,null,null
7532,2025-11-03 21:44:03.513+00,2025-12-20 06:54:57.883795+00,Amethyst Recovery Center,healthcare,Therapy Services,null,amethyst-recovery-center-port-st-lucie-fl-7532,[],[],[],2749 SW PORT ST LUCIE BLVD,Port St. Lucie,null,FL,34953,27.26127624889,-80.373591006919,(888) 447-7724,null,null,https://www.amethystrecovery.org/?utm_source=google&utm_medium=organic&utm_campaign=gmb,null,null,null,null,null,null,null,null,null,4.8,484,ChIJoWzRXyzq3ogRBZygrhcbzGw,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),'amethyst':1 'center':3 'luci':6 'port':4 'recoveri':2 'st':5,[],"[""florida-medicaid""]",[],2749 Sw Port St Lucie Blvd,null,2749 SW PORT ST LUCIE BLVD,false,null,null,provider,false,null,null,null,null,null
9130,2025-11-03 21:44:05.609+00,2025-12-20 06:54:57.883795+00,Amor Therapy Services,healthcare,ABA Therapy,null,amor-therapy-services-orlando-fl-9130,[],[],[],6900 S Orange Blossom Trl,Orlando,null,FL,32809,28.46462,-81.397546,(407) 602-7442,null,null,https://amortherapyservices.com/about-us/,null,null,null,null,null,null,null,null,null,5,3,ChIJhT8Xg0R854gRuoDT2f3zyu0,[],null,false,2025-10-17,false,null,legacy_migration,'amor':1 'orlando':4 'servic':3 'therapi':2,[],[],[],6900 S Orange Blossom Trl,null,6900 S Orange Blossom Trl,false,null,null,provider,false,null,null,null,null,null
8869,2025-11-03 21:44:05.364+00,2025-12-20 06:54:57.883795+00,Amplify Therapeutic Services - 2309 Park St,healthcare,ABA Therapy,null,amplify-therapeutic-services-2309-park-st-jacksonville-fl-8869,[],[],[],2309 Park St,Jacksonville,null,FL,32204,30.312808,-81.687114,(904) 257-6834,null,null,http://www.amplifytherapeuticservices.com/,null,null,null,null,null,null,null,null,null,5,1,ChIJxTIsJHK35YgR-D_1zhFcoLY,[],null,false,2025-10-17,false,null,legacy_migration,'2309':4 'amplifi':1 'jacksonvill':7 'park':5 'servic':3 'st':6 'therapeut':2,null,null,null,2309 Park St,null,2309 Park St,false,null,null,provider,false,null,null,null,null,null
9134,2025-11-03 21:44:05.609+00,2025-12-20 06:54:57.883795+00,"Amy Stenz, Ot",healthcare,ABA Therapy,null,amy-stenz-ot-fort-myers-fl-9134,[],[],[],1650 Medical Ln,Fort Myers,null,FL,33907,26.595394,-81.878304,(239) 277-9818,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ChIJlyIZQjtA24gRX-HOc6wEbA0,[],null,false,2025-10-17,false,null,legacy_migration,'ami':1 'fort':4 'myer':5 'ot':3 'stenz':2,[],[],[],1650 Medical Ln,null,1650 Medical Ln,false,null,null,provider,false,null,null,null,null,null
7471,2025-11-03 21:44:03.513+00,2025-12-20 06:54:57.883795+00,An Awakened Heart,healthcare,ABA Therapy,null,an-awakened-heart-tampa-fl-7471,[],[],[],5005 W Laurel St,Tampa,null,FL,33607,27.956437,-82.528769,(727) 692-7364,null,null,http://www.therapiststampa.com/,null,null,null,null,null,null,null,null,null,5,16,ChIJid_dsQTDwogR9EJ5gbGaExs,[],null,false,2025-10-17,false,null,legacy_migration,'awaken':2 'heart':3 'tampa':4,[],[],[],5005 W Laurel St,null,5005 W Laurel St,false,null,null,provider,false,null,null,null,null,null
7160,2025-11-03 21:44:03.147+00,2025-12-20 06:54:57.883795+00,Anew Life Counseling and Consulting Group,healthcare,ABA Therapy,null,anew-life-counseling-and-consulting-group-tallahassee-fl-7160,[],[],[],1266 Cedar Center Dr,Tallahassee,null,FL,32301,30.42843,-84.24421,(850) 508-4624,null,null,http://anewlifeccgroup.com/,null,null,null,null,null,null,null,null,null,5,5,ChIJLQ2uZ4P17IgRz8Dxf4aPz2M,[],null,false,2025-10-17,false,null,legacy_migration,'anew':1 'consult':5 'counsel':3 'group':6 'life':2 'tallahasse':7,[],[],[],1266 Cedar Center Dr,null,1266 Cedar Center Dr,false,null,null,provider,false,null,null,null,null,null
6846,2025-11-03 21:44:02.65+00,2025-12-20 06:54:57.883795+00,Angel Speech & Therapy Services.inc,healthcare,Therapy Services,null,angel-speech-therapy-servicesinc-hialeah-fl-6846,[],[],[],5470 W 16TH AVE,Hialeah,null,FL,33012,25.872127994801,-80.315125384877,(305) 456-2646,null,null,http://angeltherapyinc.com/,null,null,null,null,null,null,null,null,null,4.9,177,ChIJDVXUm-S62YgRwtptm1GP__4,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),'angel':1 'hialeah':5 'services.inc':4 'speech':2 'therapi':3,[],[],[],5470 W 16th Ave,null,5470 W 16TH AVE,false,null,null,provider,false,null,null,null,null,null
6571,2025-11-03 21:44:02.355+00,2025-12-20 06:54:57.883795+00,"Ann Storck Center, Inc - Fort Lauderdale",healthcare,ABA Therapy,null,ann-storck-center-inc-fort-lauderdale-fort-lauderdale-fl-6571,[],[],[],1790 SW 43rd Way,Fort Lauderdale,null,FL,33317,26.101145,-80.206741,(954) 584-8000,null,null,http://annstorckcenter.org/,null,null,null,null,null,null,null,null,null,3.9,53,ChIJ2eOSskMH2YgR7UP8e4MOqII,[],null,false,2025-10-17,false,null,legacy_migration,"'ann':1 'center':3 'fort':5,7 'inc':4 'lauderdal':6,8 'storck':2",null,null,null,1790 Sw 43rd Way,null,1790 SW 43rd Way,false,null,null,provider,false,null,null,null,null,null
8571,2025-11-03 21:44:04.931+00,2025-12-20 06:54:57.883795+00,"Ann Storck Center, Inc - Ft Lauderdale - 1790 Sw 43rd Way",healthcare,Therapy Services,null,ann-storck-center-inc-ft-lauderdale-1790-sw-43rd-way-fort-lauderdale-fl-8571,[],[],[],1790 SW 43RD WAY,Fort Lauderdale,null,FL,33317,26.100262754498,-80.206240808376,(954) 584-8000,null,null,http://annstorckcenter.org/,null,null,null,null,null,null,null,null,null,3.9,53,ChIJ2eOSskMH2YgR7UP8e4MOqII,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),"'1790':7 '43rd':9 'ann':1 'center':3 'fort':11 'ft':5 'inc':4 'lauderdal':6,12 'storck':2 'sw':8 'way':10",null,null,null,1790 Sw 43rd Way,null,1790 SW 43RD WAY,false,null,null,provider,false,null,null,null,null,null
8717,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,"Anne O. Tierney, LCSW",healthcare,ABA Therapy,null,anne-o-tierney-lcsw-tallahassee-fl-8717,[],[],[],2065 Delta Way,Tallahassee,null,FL,32303,30.473351,-84.281641,(850) 656-1822,null,null,http://annetierneylcsw.com,null,null,null,null,null,null,null,null,null,5,1,ChIJw0sG_xZf7IgRIvpT92GAqdc,[],null,false,2025-10-17,false,null,legacy_migration,'ann':1 'lcsw':4 'o':2 'tallahasse':5 'tierney':3,[],[],[],2065 Delta Way,null,2065 Delta Way,false,null,null,provider,false,null,null,null,null,null
7177,2025-11-03 21:44:03.147+00,2025-12-20 06:54:57.883795+00,AnneRose Therapy & Health Services LLC,healthcare,Therapy Services,null,annerose-therapy-health-services-llc-boca-raton-fl-7177,[],[],[],7000 W PALMETTO PARK RD,Boca Raton,null,FL,33433,26.350263871398,-80.153926254744,(561) 409-4490,null,null,http://www.annerose-otcare.com/,null,null,null,null,null,null,null,null,null,5,18,ChIJ32FgEace2YgRt_TLwpxDd5Y,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),'anneros':1 'boca':6 'health':3 'llc':5 'raton':7 'servic':4 'therapi':2,[],[],[],7000 W Palmetto Park Rd,null,7000 W PALMETTO PARK RD,false,null,null,provider,false,null,null,null,null,null
7195,2025-11-03 21:44:03.147+00,2025-12-20 06:54:57.883795+00,Apalachee Center,healthcare,ABA Therapy,null,apalachee-center-tallahassee-fl-7195,[],[],[],2634 Capital Cir NE,Tallahassee,null,FL,32308,30.487166,-84.240351,(850) 523-3333,null,null,https://apalacheecenter.org/,null,null,null,null,null,null,null,null,null,2.3,43,ChIJ_3etOXn17IgRIX61pyHr54o,[],null,false,2025-10-17,false,null,legacy_migration,'apalache':1 'center':2 'tallahasse':3,[],[],[],2634 Capital Cir Ne,null,2634 Capital Cir NE,false,null,null,provider,false,null,null,null,null,null
7522,2025-11-03 21:44:03.513+00,2025-12-20 06:54:57.883795+00,Apex Health and Wellness,healthcare,Therapy Services,null,apex-health-and-wellness-lakeland-fl-7522,[],[],[],5110 FLORIDA AVE S,Lakeland,null,FL,33813,null,null,(863) 816-5864,null,null,http://www.apexhws.com/,null,null,null,null,null,null,null,null,null,5,20,ChIJyaoT9FY53YgRt1lg0afiwbY,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),'apex':1 'health':2 'lakeland':5 'well':4,[],"[""medicare"",""cigna"",""unitedhealthcare""]",[],5110 Florida Ave S,null,5110 FLORIDA AVE S,false,null,null,provider,false,null,null,null,null,null
9445,2025-11-03 21:44:05.974+00,2025-12-20 06:54:57.883795+00,Apex Physical Therapy - Cape Coral,healthcare,Physical Therapy,null,apex-physical-therapy-cape-coral-cape-coral-fl-9445,[],[],[],900 SW PINE ISLAND RD,Cape Coral,null,FL,33991,26.642205447834,-81.996917733825,(239) 573-8658,null,null,https://apexptflorida.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing,null,null,null,null,null,null,null,null,null,4.9,454,ChIJgfzVIF5G24gRCF5n8_-iOGc,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),"'apex':1 'cape':4,6 'coral':5,7 'physic':2 'therapi':3",null,null,null,900 Sw Pine Island Rd,null,900 SW PINE ISLAND RD,false,null,null,provider,false,null,null,null,null,null
9784,2025-11-03 21:44:06.469+00,2025-12-20 06:54:57.883795+00,Apex Physical Therapy - Fort Myers,healthcare,Physical Therapy,null,apex-physical-therapy-fort-myers-fort-myers-fl-9784,[],[],[],15751 SAN CARLOS BLVD # 4,Fort Myers,null,FL,33908,26.510529463826,-81.943560418199,(239) 337-2739,null,null,https://apexptflorida.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing,null,null,null,null,null,null,null,null,null,4.9,620,ChIJNdrfctA-24gRPV8BqWhzbtc,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),"'apex':1 'fort':4,6 'myer':5,7 'physic':2 'therapi':3",null,null,null,15751 San Carlos Blvd,Suite,15751 SAN CARLOS BLVD # 4,false,null,null,provider,false,null,null,null,null,null
8797,2025-11-03 21:44:05.183+00,2025-12-20 06:54:57.883795+00,APG Healthcare,healthcare,ABA Therapy,null,apg-healthcare-orlando-fl-8797,[],[],[],736 N Magnolia Ave,Orlando,null,FL,32803,28.554542,-81.377187,(407) 423-7149,null,null,http://www.apghealth.com/,null,null,null,null,null,null,null,null,null,4.6,707,ChIJB3C3PvF654gROymT0JoVkAM,[],null,false,2025-10-17,false,null,legacy_migration,'apg':1 'healthcar':2 'orlando':3,[],[],[],736 N Magnolia Ave,null,736 N Magnolia Ave,false,null,null,provider,false,null,null,null,null,null
7657,2025-11-03 21:44:03.633+00,2025-12-20 06:54:57.883795+00,Apolo Wellness Center,healthcare,Therapy Services,null,apolo-wellness-center-miramar-fl-7657,[],[],[],12064 MIRAMAR PKWY,Miramar,null,FL,33025,25.978527968512,-80.306228501859,(954) 699-3511,null,null,https://apolowellnesscenter.com/,null,null,null,null,null,null,null,null,null,5,106,ChIJK7kvGMel2YgRpONtvnZMGZw,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),'apolo':1 'center':3 'miramar':4 'well':2,[],[],[],12064 Miramar Pkwy,null,12064 MIRAMAR PKWY,false,null,null,provider,false,null,null,null,null,null
8845,2025-11-03 21:44:05.183+00,2025-12-20 06:54:57.883795+00,Arc Broward,healthcare,ABA Therapy,null,arc-broward-sunrise-fl-8845,[],[],[],10250 NW 53rd St,Sunrise,null,FL,33351,26.188257,-80.286502,(954) 746-9400,null,null,http://www.arcbroward.com/,null,null,null,null,null,null,null,null,null,4.5,42,ChIJCxSw2lEP2YgRAAda6Wni_-g,[],null,false,2025-10-17,false,null,legacy_migration,'arc':1 'broward':2 'sunris':3,[],"[""florida-medicaid""]",[],10250 Nw 53rd St,null,10250 NW 53rd St,false,null,null,provider,false,null,null,null,null,null
7231,2025-11-03 21:44:03.147+00,2025-12-20 06:54:57.883795+00,Area Stage,healthcare,ABA Therapy,null,area-stage-south-miami-fl-7231,[],[],[],5701 Sunset Dr,South Miami,null,FL,33143,25.704898,-80.286095,(305) 666-2078,null,null,https://www.areastage.org/,null,null,null,null,null,null,null,null,null,4.9,78,ChIJG2IgpfvH2YgR0pJUEJfS9Ng,[],null,false,2025-10-17,false,null,legacy_migration,'area':1 'miami':4 'south':3 'stage':2,[],[],[],5701 Sunset Dr,null,5701 Sunset Dr,false,null,null,provider,false,null,null,null,null,null
7587,2025-11-03 21:44:03.633+00,2025-12-20 06:54:57.883795+00,Aries Physical Therapy - Fort Lauderdale - 1115 E Sunrise Blvd,healthcare,Therapy Services,null,aries-physical-therapy-fort-lauderdale-1115-e-sunrise-blvd-fort-lauderdale-fl-7587,[],[],[],1115 E SUNRISE BLVD,Fort Lauderdale,null,FL,33304,26.137290640105,-80.132326141028,(954) 247-4929,null,null,http://ariesphysicaltherapy.com/,null,null,null,null,null,null,null,null,null,5,297,ChIJTbkca8e32YgRjvYM8y5BpSA,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),"'1115':6 'ari':1 'blvd':9 'e':7 'fort':4,10 'lauderdal':5,11 'physic':2 'sunris':8 'therapi':3",null,null,null,1115 E Sunrise Blvd,null,1115 E SUNRISE BLVD,false,null,null,provider,false,null,null,null,null,null
7596,2025-11-03 21:44:03.633+00,2025-12-20 06:54:57.883795+00,Aries Physical Therapy - Fort Lauderdale - 6290 N Federal Hwy,healthcare,Therapy Services,null,aries-physical-therapy-fort-lauderdale-6290-n-federal-hwy-fort-lauderdale-fl-7596,[],[],[],6290 N FEDERAL HWY,Fort Lauderdale,null,FL,33308,26.205262977562,-80.108235159963,(954) 302-8746,null,null,http://ariesphysicaltherapy.com/,null,null,null,null,null,null,null,null,null,5,83,ChIJK6GTl-kD2YgRfq1fjk0RAiY,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),"'6290':6 'ari':1 'feder':8 'fort':4,10 'hwi':9 'lauderdal':5,11 'n':7 'physic':2 'therapi':3",null,null,null,6290 N Federal Hwy,null,6290 N FEDERAL HWY,false,null,null,provider,false,null,null,null,null,null
8432,2025-11-03 21:44:04.68+00,2025-12-20 06:54:57.883795+00,Aries Physical Therapy - Hollywood,healthcare,Therapy Services,null,aries-physical-therapy-hollywood-hollywood-fl-8432,[],[],[],3313 SHERIDAN ST,Hollywood,null,FL,33021,26.033139587757,-80.176134862788,(754) 202-3457,null,null,http://ariesphysicaltherapy.com/,null,null,null,null,null,null,null,null,null,4.9,171,ChIJGeMsF2Kr2YgRyVFxOLVrAUY,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),"'ari':1 'hollywood':4,5 'physic':2 'therapi':3",null,null,null,3313 Sheridan St,null,3313 SHERIDAN ST,false,null,null,provider,false,null,null,null,null,null
5764,2025-11-03 21:44:00.746+00,2025-12-20 06:54:57.883795+00,Aries Physical Therapy - Weston,healthcare,Therapy Services,null,aries-physical-therapy-weston-weston-fl-5764,[],[],[],4543 WESTON RD,Weston,null,FL,33331,null,null,(954) 233-0745,null,null,http://ariesphysicaltherapy.com/,null,null,null,null,null,null,null,null,null,5,159,ChIJVcTqtNyn2YgRCOlDNbsfMSM,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),"'ari':1 'physic':2 'therapi':3 'weston':4,5",null,null,null,4543 Weston Rd,null,4543 WESTON RD,false,null,null,provider,false,null,null,null,null,null
7423,2025-11-03 21:44:03.389+00,2025-12-20 06:54:57.883795+00,Ascend Behavioral Health,healthcare,ABA Therapy,null,ascend-behavioral-health-fort-myers-fl-7423,[],[],[],6360 Presidential Ct #1,Fort Myers,null,FL,33919,26.557561,-81.886633,(786) 373-3027,null,null,https://www.ascendbhs.org/,null,null,null,null,null,null,null,null,null,4.3,36,ChIJTZoJ1_w_24gR4WYSUR_qaUs,[],null,false,2025-10-17,false,null,legacy_migration,'ascend':1 'behavior':2 'fort':4 'health':3 'myer':5,[],[],[],6360 Presidential Ct,Suite,6360 Presidential Ct #1,false,null,null,provider,false,null,null,null,null,null
7358,2025-11-03 21:44:03.271+00,2025-12-20 06:54:57.883795+00,Ascend Mind and Body,healthcare,ABA Therapy,null,ascend-mind-and-body-lakeland-fl-7358,[],[],[],"832 , Second Floor",Lakeland,null,FL,33801,28.033784,-81.956864,(863) 510-2624,null,null,https://ascendfl.com/,null,null,null,null,null,null,null,null,null,null,null,ChIJ6WfJ5f053YgRSlhTpEqNstw,[],null,false,2025-10-17,false,null,legacy_migration,'ascend':1 'bodi':4 'lakeland':5 'mind':2,[],[],[],"832 , Second",Fl,"832 , Second Floor",false,null,null,provider,false,null,null,null,null,null
8923,2025-11-03 21:44:05.365+00,2025-12-20 06:54:57.883795+00,Atala Counseling,healthcare,ABA Therapy,null,atala-counseling-lakeland-fl-8923,[],[],[],905 S Missouri Ave,Lakeland,null,FL,33803,28.032992,-81.958357,(863) 450-3626,null,null,https://atalacounseling.com/,null,null,null,null,null,null,null,null,null,4.4,32,ChIJFYPYOrU_3YgRyYKM8613iBM,[],null,false,2025-10-17,false,null,legacy_migration,'atala':1 'counsel':2 'lakeland':3,[],[],[],905 S Missouri Ave,null,905 S Missouri Ave,false,null,null,provider,false,null,null,null,null,null
8575,2025-11-03 21:44:04.931+00,2025-12-20 06:54:57.883795+00,Athletic Recovery Services,healthcare,Therapy Services,null,athletic-recovery-services-cape-coral-fl-8575,[],[],[],307 SW 7TH PL,Cape Coral,null,FL,33991,26.643869943662,-81.991107295336,(239) 424-5111,null,null,https://www.athleticrecoveryservices.com/,null,null,null,null,null,null,null,null,null,5,46,ChIJk4nTkDNB24gRBHfGXBIJLlI,[],null,false,2025-10-12,false,null,Google Places (PT/OT/ST),'athlet':1 'cape':4 'coral':5 'recoveri':2 'servic':3,[],[],[],307 Sw 7th Pl,null,307 SW 7TH PL,false,null,null,provider,false,null,null,null,null,null
