provider_name,website,phone,address1,city,county
Coconut Creek Therapy,http://www.coconutcreektherapy.com/,(954) 972-1200,"1315 Lyons Rd, Coconut Creek, FL 33063, USA",Coconut Creek,null
Coconut Grove Animal Clinic,http://www.coconutgroveanimalclinic.com/,(305) 448-2123,"3200 Grand Ave, Miami, FL 33133, USA",Miami,null
Collette Zimmer Dressage,https://www.cz-dressage.com/,(850) 247-9342,"6501 Fiddle De Dee Ln, Odessa, FL 33556, USA",Odessa,null
Come Sit Stay Dog Training,http://www.comesitstayusa.com/,(904) 233-0608,"1030 Cypress Landing Ct, Jacksonville, FL 32233, USA",Jacksonville,null
"Comfortable Companions, Inc Pet Massage Therapy and Wellness",null,(516) 448-8357,"440 Jefferson Dr, Deerfield Beach, FL 33442, USA",Deerfield Beach,null
Community Care Center,http://communitycarehealthandrehab.com/,(813) 754-3761,"2202 W Oak Ave, Plant City, FL 33563, USA",Plant City,null
Companion Animal Rescue Endeavor,http://www.careintallahassee.org/about-us/,(850) 385-8181,"1881-B N Martin Luther King Jr Blvd., Tallahassee, FL 32303, USA",Tallahassee,null
Companion Care Pet Hospital - Winter Park,https://ccpetvet.com/,(407) 604-0257,"2069 Aloma Ave, Winter Park, FL 32792, USA",Winter Park,null
Comprehensive Canine Training,http://www.comprehensivecaninetraining.com/,(904) 236-3780,"4623 Ribault Park St, Jacksonville, FL 32233, USA",Jacksonville,null
Condee Farm,https://www.condeefarm.com/,(954) 434-4137,"5200 SW 145th Ave, Southwest Ranches, FL 33330, USA",Southwest Ranches,null
Control Canine,http://controlcanine.com/,(305) 564-1500,"121 NE 45th St, Miami, FL 33137, USA",Miami,null
Conway Lakes Health & Rehabilitation,http://conwaylakesrehab.com/,(407) 384-8838,"5201 Curry Ford Rd, Orlando, FL 32812, USA",Orlando,null
Coral Reef Subacute Care Center,https://coralreefsubacute.com/,(305) 255-3220,"9869 SW 152nd St, Miami, FL 33157, USA",Miami,null
Coral Way Animal Clinic,https://www.coralwayanimalclinic.us/,(305) 381-0561,"1801 SW 27th Ave, Miami, FL 33145, USA",Miami,null
Coriander Farm,http://www.corianderfarm.com/,(904) 292-0294,"4798 Joda Ln S, Jacksonville, FL 32258, USA",Jacksonville,null
Counseling Center of New Smyrna Beach,http://www.counselingcenternewsmyrnabeach.com/,(386) 423-9161,"136 Julia St, New Smyrna Beach, FL 32168, USA",New Smyrna Beach,null
"Counseling Centre of Stuart, LLC Kevin Braley, LMHC",http://www.kevinbraleycounseling.com/,(772) 286-4613,"828 SW Palm City Rd, Stuart, FL 34994, USA",Stuart,null
Country Pet Ranch,https://www.countrypetranch.com/,(239) 494-3322,"11860 Red Hibiscus Dr, Bonita Springs, FL 34135, USA",Bonita Springs,null
Countryside at the Park Animal Clinic,http://countrysideanimalhospitaldeland.com/,(386) 337-7575,"1431 Orange Camp Rd #101, DeLand, FL 32724, USA",DeLand,null
Crazy 8 Ranch,http://www.crazyeightranch.com/,(850) 524-3484,"812 Sir Richard Rd, Tallahassee, FL 32310, USA",Tallahassee,null
Critter Creek Farm Sanctuary,https://crittercreekfarmsanctuary.org/,null,"12626 NW Co Rd 231, Gainesville, FL 32609, USA",Gainesville,null
Cumberland Animal Clinic,https://www.cumberlandpet.com/,(850) 616-7213,"6548 Shady Rest Rd, Havana, FL 32333, USA",Havana,null
Cutler Bay Animal Clinic,https://cutlerbayanimalclinic.com/,(305) 251-4244,"18966 S Dixie Hwy, Cutler Bay, FL 33157, USA",Cutler Bay,null
CVS Pharmacy,https://www.cvs.com/store-locator/tallahassee-fl-pharmacies/5670-n-monroe-st-tallahassee-fl-32303/storeid=4639?WT.mc_id=LS_GOOGLE_RX_4639,(850) 562-9348,"5670 N Monroe St, Tallahassee, FL 32303, USA",Tallahassee,null
CVS Pharmacy,https://www.cvs.com/store-locator/tallahassee-fl-pharmacies/5466-thomasville-rd-n-corner-of-kerry-forest-parkway-tallahassee-fl-32312/storeid=4024?WT.mc_id=LS_GOOGLE_RX_4024,(850) 893-8116,"5466 Thomasville Rd, Tallahassee, FL 32312, USA",Tallahassee,null
CVS Pharmacy,https://www.cvs.com/store-locator/tallahassee-fl-pharmacies/1708-n-monroe-st-tallahassee-fl-32303/storeid=710?WT.mc_id=LS_GOOGLE_RX_710,(850) 385-6136,"1708 N Monroe St, Tallahassee, FL 32303, USA",Tallahassee,null
CVS Pharmacy,https://www.cvs.com/store-locator/tallahassee-fl-pharmacies/3700-bradfordville-rd-tallahassee-fl-32309/storeid=17089?WT.mc_id=LS_GOOGLE_RX_17089,(850) 894-3239,"3700 Bradfordville Rd, Tallahassee, FL 32309, USA",Tallahassee,null
Cypress Village,https://cypressvillageretirement.com/?utm_source=google&utm_medium=organic&utm_campaign=gdseo_gmb_aug2020,(904) 507-4962,"4600 Middleton Park Cir E, Jacksonville, FL 32224, USA",Jacksonville,null
Cytowave,http://www.cytowave.com/,(844) 298-9283,"1201 Jupiter Park Dr, Jupiter, FL 33458, USA",Jupiter,null
D.O.G. of Jax,https://dogofjax.com/,(904) 473-0202,"4555 Wesconnett Blvd, Jacksonville, FL 32210, USA",Jacksonville,null
Dachshunds R Us!,null,(850) 778-5732,"3224 Emerson Ln, Tallahassee, FL 32317, USA",Tallahassee,null
Daft Cow Brewery,https://www.daftcowbrewery.com/,(352) 389-9787,"13800 Tech City Cir Suite 100, Alachua, FL 32615, USA",Alachua,null
Damron Counseling,https://www.damroncounseling.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2555425203947103637,(850) 290-2211,"738 E Park Ave, Tallahassee, FL 32301, USA",Tallahassee,null
Daniel De La Rosa - Dogs,http://www.danieldelarosadogs.com/,(954) 243-7189,"308 SW 16th St, Fort Lauderdale, FL 33315, USA",Fort Lauderdale,null
Danielle Dog Trainers,https://danielle-dog-trainers-llc.square.site/,(786) 727-7007,"18501 Pines Blvd Suite 301, Pembroke Pines, FL 33029, USA",Pembroke Pines,null
Davie Ranch,http://www.davieranch.com/,(954) 489-8835,"5780 SW 61st Ave, Davie, FL 33314, USA",Davie,null
Day & Evening Pet Hospital & Surgical Center,https://www.thrivepetcare.com/locations/florida/palm-harbor/day-and-evening-pet-hospital-surgical-center?utm_source=google&utm_medium=gmb,(727) 785-7200,"511 Magnolia Ave, Palm Harbor, FL 34683, USA",Palm Harbor,null
Daytona Beach Health and Rehabilitation Center,http://daytonabeachhealthandrehab.com/,(386) 252-3686,"1055 3rd St, Daytona Beach, FL 32117, USA",Daytona Beach,null
Debbie's Dog Training,http://www.debbiesdogtraining.com/,(561) 440-4252,"2955 Banyan Ln, Lake Park, FL 33403, USA",Lake Park,null
Deerwood Animal Clinic,http://www.deerwoodanimalclinic.com/,(904) 641-8685,"9968 Baymeadows Rd, Jacksonville, FL 32256, USA",Jacksonville,null
Deerwood Animal Clinic: Mc Millian Grant DVM,https://deerwoodanimalclinic.com/,(904) 641-8685,"9968 Old Baymeadows Rd, Jacksonville, FL 32256, USA",Jacksonville,null
Deerwood Animal Clinic: William Rebecca DVM,https://deerwoodanimalclinic.com/,(904) 641-8685,"9968 Old Baymeadows Rd, Jacksonville, FL 32256, USA",Jacksonville,null
"Delta Family Counseling, LLC",http://www.deltafamilycounseling.com/,(239) 540-1155,"2029 Clifford St, Fort Myers, FL 33901, USA",Fort Myers,null
Destiny For Dogs,http://www.destinyfordogs.com/,(561) 313-2005,"Mailing Address Only - Not a Shelter A Foster Based Rescue, 326 Macy St, West Palm Beach, FL 33405, USA",West Palm Beach,null
Dog Obedience Club of Lee County,https://www.doclc.com/,(239) 995-7110,"6351 Bayshore Rd, North Fort Myers, FL 33917, USA",North Fort Myers,null
Dog Training Club of St Pete,http://dtcsp.org/,(727) 527-5568,"4400 34th St N # B, St. Petersburg, FL 33714, USA",St. Petersburg,null
"Dog Training Club of Tampa, Inc",http://www.dtct.org/,(813) 931-7387,"6620 Garsh Lp, Tampa, FL 33614, USA",Tampa,null
DOG TRAINING ELITE BROWARD,https://dogtrainingelite.com/fort-lauderdale,(305) 407-3438,"1640 Town Center Cir #218, Weston, FL 33326, USA",Weston,null
Dog Training Elite Orlando,https://dogtrainingelite.com/orlando?location=orlando-fl,(407) 375-2079,"622 Virginia Dr, Orlando, FL 32803, USA",Orlando,null
Dog Training Elite Palm Beach County,https://dogtrainingelite.com/palm-beach-county,(561) 858-3647,"6742 Forest Hill Blvd #200, West Palm Beach, FL 33413, USA",West Palm Beach,null
Dog Training Elite Suncoast Facility,https://dogtrainingelite.com/suncoast,(727) 271-3733,"28921 US Hwy 19 N, Clearwater, FL 33761, USA",Clearwater,null
Dog Training Elite Treasure Coast Facility,https://dogtrainingelite.com/port-st-lucie,(772) 242-5060,"4104 Okeechobee Rd, Fort Pierce, FL 34947, USA",Fort Pierce,null
"Dog Training of Tampa Bay, Inc.",https://dogtrainingoftampabay.com/,(813) 707-1293,"3206 Bruton Rd, Plant City, FL 33565, USA",Plant City,null
Dog's Best Friend,https://www.dogtrainerorlando.com/,(321) 689-6725,"141 S Central Ave, Apopka, FL 32703, USA",Apopka,null
Dog2Doc,http://dog2doc.com/contact-us.html,(352) 371-8111,"4401 Newberry Rd, Gainesville, FL 32607, USA",Gainesville,null
Doggie Dayz Daycare Facility,http://doggiedayz.net/,(850) 297-2275,"3015 Powell Rd, Tallahassee, FL 32308, USA",Tallahassee,null
DoggyAirBNB,null,(904) 776-4851,"500 Clermont Ave S, Orange Park, FL 32073, USA",Orange Park,null
Dogifi Dog Training,https://www.dogi-fi.com/,(954) 865-5390,"2401 NE 10th Terrace, Pompano Beach, FL 33064, USA",Pompano Beach,null
Doglando,https://doglando.com/,(407) 574-3160,"12276 E Colonial Dr, Orlando, FL 32826, USA",Orlando,null
"Dogs In Bloom - Dog Training, LLC",https://www.dogsinbloomtraining.com/services,(772) 872-1582,"2852 SE Bakersfield St, Port St. Lucie, FL 34952, USA",Port St. Lucie,null
"Dogsense Obedience, Inc.",http://www.dogsenseobedience.com/,(863) 647-4557,"2910 Drane Field Rd, Lakeland, FL 33811, USA",Lakeland,null
DogSpeak,https://www.dogspeakcoach.com/,(850) 688-6239,"6776 Quail Valley Rd, Tallahassee, FL 32309, USA",Tallahassee,null
Dogtopia of Downtown Orlando,https://www.dogtopia.com/downtown-orlando/,(407) 801-6008,"1452 Alden Rd, Orlando, FL 32803, USA",Orlando,null
Double H Animal Massage Therapy and Rehabilitation,null,(863) 224-5452,"541 Old Bartow Lake Wales Rd, Bartow, FL 33830, USA",Bartow,null
DOWN RIGHT DOG TRAINING,http://www.downrightdogtraining.com/,(561) 666-8132,"622 El Vedado #1, West Palm Beach, FL 33405, USA",West Palm Beach,null
Downward Goat,https://www.downwardgoat.com/,(800) 435-7352,"6120 SW 173rd Way, Southwest Ranches, FL 33331, USA",Southwest Ranches,null
Dr. Christiana Marron - Physical Therapy Fort Lauderdale,https://physicaltherapyfortlauderdale.com/,(954) 902-7660,"800 E Broward Blvd #102, Fort Lauderdale, FL 33301, USA",Fort Lauderdale,null
"Dr. Farid Saleh, V.M.D.",http://www.ehrlichanimalhospital.com/about-us/veterinarians/,(813) 920-0566,"8009 Gunn Hwy, Tampa, FL 33626, USA",Tampa,null
"Dr. Giselle Faubel, PsyD",http://equulibrium.com/,(954) 661-8586,"18130 Spring Rd, Southwest Ranches, FL 33331, USA",Southwest Ranches,null
Dr. Lynn Sattesahn,http://www.brentwoodanimalclinic.com/,(904) 354-0547,"4605 Brentwood Ave, Jacksonville, FL 32206, USA",Jacksonville,null
Dr. TMS Therapy Griffith Psychiatry,https://drtmstherapy.com/?utm_campaign=gmb,(727) 334-1183,"5565 Dr M.L.K. Jr St N, St. Petersburg, FL 33703, USA",St. Petersburg,null
Dr.Stenzel Clearwater Animal Clinic,https://www.clearwateranimalclinic.com/,(727) 584-1151,"1639 S Missouri Ave, Clearwater, FL 33756, USA",Clearwater,null
Draxen Farms,http://draxenfarms.net/,(772) 342-6125,"1502 Trowbridge Rd, Fort Pierce, FL 34945, USA",Fort Pierce,null
Dyer Buggy Works,http://dyerbuggyworks.com/,(321) 480-4216,"24478 Evaline St, Brooksville, FL 34601, USA",Brooksville,null
Dynamite Dog Training,https://www.dynamitedogtraining.com/,(954) 515-6411,"5180 W Atlantic Ave #101-102, Delray Beach, FL 33484, USA",Delray Beach,null
Dynamite Dog Training,http://www.dynamitedogtraining.com/,(954) 909-0172,"859 E Oakland Park Blvd, Oakland Park, FL 33334, USA",Oakland Park,null
Dynamite Dog Training,http://www.dynamitedogtraining.com/,(954) 515-6411,"1809 Powerline Rd STE 106, Deerfield Beach, FL 33442, USA",Deerfield Beach,null
East Bay Rehabilitation Center,http://eastbayrehab.com/,(727) 530-7100,"4470 E Bay Dr, Clearwater, FL 33764, USA",Clearwater,null
Eastside Acres Ranch,https://www.eastsideacres.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12944360006495327527,(772) 405-7165,"6740 Ideal Holding Rd, Port St. Lucie, FL 34987, USA",Port St. Lucie,null
Eclipse Sporthorses LLC,http://www.eclipsesporthorses.com/,(352) 283-3722,"14910 SW County Rd 346, Archer, FL 32618, USA",Archer,null
Edgewood Animal Clinic,https://edgewoodanimalclinic.net/,(863) 688-8301,"1708 E Edgewood Dr, Lakeland, FL 33803, USA",Lakeland,null
Edgewood Children's Ranch,https://edgewoodranch.com/,(407) 295-2464,"1451 Edgewood Ranch Rd, Orlando, FL 32835, USA",Orlando,null
El secreto EHTC,https://api.whatsapp.com/send?phone=17864616883&fbclid=PAQ0xDSwMYFNtleHRuA2FlbQIxMQABp4T6iCMK62JQo5s5gcQbwf7TNLCJoh5kCnzgGogW18QpQtUh_f-vD6SU44y-_aem_MyH-vG50MQHglDUkiZXIwQ,(786) 461-6883,"6155 SW 120th Ave, Miami, FL 33183, USA",Miami,null
Elite DNA Behavioral Health Therapy & Psychiatry Clinic - Orange Park,https://elitedna.com/locations/orange-park/?utm_source=gmb&utm_medium=organic&utm_campaign=orange-park-1&utm_content=main-link,(904) 458-7780,"1542 Kingsley Ave 136 137, Orange Park, FL 32073, USA",Orange Park,null
Elite DNA Behavioral Health Therapy & Psychiatry Clinic - Stuart,https://elitedna.com/locations/stuart/?utm_source=gmb&utm_medium=organic&utm_campaign=stuart&utm_content=main-link,(772) 210-7554,"1111 SE Federal Hwy Ste #334, Stuart, FL 34994, USA",Stuart,null
Elite Professional Dog Training,https://eliteprodogtraining.com/,(844) 404-0732,"5001 N Ronald Reagan Blvd, Sanford, FL 32773, USA",Sanford,null
Elite Professional Dog Training,https://eliteprodogtraining.com/,(407) 732-4437,"5323 Lanyard Ct, Winter Park, FL 32792, USA",Winter Park,null
Ellie Mental Health,https://elliementalhealth.com/locations/estero-fl/,(239) 494-3951,"22904 Lyden Dr Suite 104, Estero, FL 33928, USA",Estero,null
Elysian Stables Miami,null,(786) 287-0771,"5895 SW 125th Ave, Miami, FL 33183, USA",Miami,null
Empowering Minds Therapy,http://care.headway.co/providers/gissele-ponce,(786) 264-2385,"11200 SW 8th St, Miami, FL 33199, USA",Miami,null
Encompass Health Rehabilitation Hospital of Cape Coral,https://www.encompasshealth.com/locations/cape-coral-rehab?utm_source=google&utm_medium=organic&utm_campaign=gbp,null,"1730 NE Pine Island Rd, Cape Coral, FL 33909, USA",Cape Coral,null
Encompass Health Rehabilitation Hospital of Jacksonville,https://www.encompasshealth.com/locations/jacksonville-rehab?utm_source=google&utm_medium=organic&utm_campaign=gbp,(904) 596-5000,"11595 Burnt Mill Rd, Jacksonville, FL 32256, USA",Jacksonville,null
Encompass Health Rehabilitation Hospital of Kissimmee,https://www.encompasshealth.com/locations/kissimmee-rehab?utm_source=google&utm_medium=organic&utm_campaign=gbp,(321) 286-3300,"4950 Calypso Cay Way, Kissimmee, FL 34746, USA",Kissimmee,null
Engedi Farm,https://engedifarm.com/,(904) 534-4043,"10263 Plummer Rd, Jacksonville, FL 32219, USA",Jacksonville,null
Envision Mindcare,https://envisionmcare.com/,(786) 220-1969,"3000 Biscayne Blvd Suite 216, Miami, FL 33137, USA",Miami,null
Envision Mindcare,https://envisionmcare.com/,(786) 220-1969,"12 SE 7th St #705, Fort Lauderdale, FL 33301, USA",Fort Lauderdale,null
Equestrian Aid Foundation,http://www.equestrianaidfoundation.org/,(800) 792-6068,"11924 W. Forest Hill Blvd., Suite 10A-377, Wellington, FL 33414, USA",Wellington,null
Equestrian Inc.,https://www.equestrianinc.org/,(813) 410-9982,"2214 Fairfield Ave, Brandon, FL 33510, USA",Brandon,null
EquiKneads,http://www.equikneads.com/,(561) 345-0956,"13700 U.S. Rte 1 STE 202A, Juno Beach, FL 33408, USA",Juno Beach,null
Equilux Show Stables,null,(954) 257-0470,"15721 SW 51st Manor, Southwest Ranches, FL 33331, USA",Southwest Ranches,null
Equine Angels Foundation,https://www.equineangelsfoundation.org/,null,"7167 Foster Ln, Orlando, FL 32818, USA",Orlando,null
Equine Elixirs,https://www.equineelixirs.com/,(561) 818-4222,"3133 Fortune Way #16, Wellington, FL 33414, USA",Wellington,null
Equine Hyperbaric Center of South Florida,http://equinehyperbariccenter.com/,(561) 890-4889,"1630 F Rd, Loxahatchee, FL 33470, USA",Loxahatchee,null
Equine Interactions of Palm Beach County,null,(561) 294-5225,"5513 Courtney Cir, Boynton Beach, FL 33472, USA",Boynton Beach,null
Equine Rescue & Adoption Foundation,http://www.eraf.org/,(772) 220-0150,"6400 SW Martin Hwy, Palm City, FL 34990, USA",Palm City,null
Equine Ultrasound Therapy,http://equltrasound.com/,(386) 868-0618,"1368 U.S. Rte 1 Suite 402, Ormond Beach, FL 32174, USA",Ormond Beach,null
"Equines & Equestrians, Inc.",http://www.eandehorses.com/,(954) 650-4324,"16528 Winners Cir # 6, Delray Beach, FL 33446, USA",Delray Beach,null
Esperanza Equine Connections,null,(786) 449-6298,"12600 SW 45th St, Miami, FL 33175, USA",Miami,null
European Sport Horses,null,(305) 778-9219,"4990 Volunteer Rd, Southwest Ranches, FL 33330, USA",Southwest Ranches,null
Eve's Loving Care LLC,http://eveslovingcarellc.com/,(904) 480-9497,"9770 Baymeadows Rd Suite 127, Jacksonville, FL 32256, USA",Jacksonville,null
Evolutionary Dog Training,http://evolutionarydogtraining.com/,(954) 507-7524,"Inside Auggieâ€™s Pet Supply and Spa, 1918 S Andrews Ave, Fort Lauderdale, FL 33316, USA",Fort Lauderdale,null
Evolutions Treatment Center,https://evolutionstreatment.com/,(800) 795-8527,"2901 W Cypress Creek Rd #123, Fort Lauderdale, FL 33309, USA",Fort Lauderdale,null
Eye Care for Animals - Tampa,https://www.thrivepetcare.com/locations/florida/tampa/eye-care-for-animals-tampa?utm_source=gmb&utm_medium=web,(813) 881-9799,"5406 Hoover Blvd STE 20, Tampa, FL 33634, USA",Tampa,null
F.R.I.E.N.D.S. Horse Rescue and Sanctuary FLORIDA RESEARCH INSTITUTE for EQUINE NURTURING DEVELOPMENT & SAFETY,https://www.eiahorses.org/,(954) 609-5943,"Mailing Address: 1840 NE 65 Court, Ft. Lauderdale, FL 33308 ~~~> SITE:, 19801 Sheridan St, Southwest Ranches, FL 33332, USA",Southwest Ranches,null
Faith Farm Christian Residential Treatment Center,https://www.faithfarm.org/,(844) 946-8253,"1980 NW 9th Ave, Fort Lauderdale, FL 33311, USA",Fort Lauderdale,null
Faith Farm Christian Residential Treatment Center,http://www.faithfarm.org/,(844) 946-8253,"9538 US-441, Boynton Beach, FL 33472, USA",Boynton Beach,null
Faith in Recovery,https://faith.banyantreatmentcenter.com//?utm_source=GMBlisting&utm_medium=organic,(954) 866-5243,"950 N Federal Hwy #201, Pompano Beach, FL 33062, USA",Pompano Beach,null
Faithful Friends Pet Cremation,http://www.faithfulfriendscremation.com/,(813) 788-3065,"5221 8th St, Zephyrhills, FL 33542, USA",Zephyrhills,null
Fallen Oak Equestrian,null,null,"1115 Popolee Rd, Jacksonville, FL 32259, USA",Jacksonville,null
Family Horse Academy,https://familyhorseacademy.com/,(786) 413-6586,"17911 SW 63rd Manor, Southwest Ranches, FL 33331, USA",Southwest Ranches,null
Farasi Farm LLC,http://www.farasifarmllc.com/,(239) 410-0692,"6341 Staley Farms Rd, Fort Myers, FL 33905, USA",Fort Myers,null
FireAnt Farm Equestrian Center,http://www.fireantfarm.com/,(727) 741-1262,"2690 Keystone Rd, Tarpon Springs, FL 34688, USA",Tarpon Springs,null
Fireline Farms,http://www.firelinefarms.com/,(305) 615-3031,"6310 SW 185th Way, Southwest Ranches, FL 33332, USA",Southwest Ranches,null
First Option Canine,https://firstoptionk9.com/,(954) 304-1459,"4455 Sol Press Blvd, Coconut Creek, FL 33073, USA",Coconut Creek,null
"Florida Autism Center Clearwater, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-clearwater/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(727) 351-4191,"29228 US Hwy 19 N, Clearwater, FL 33761, USA",Clearwater,null
"Florida Autism Center Daytona Beach, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-daytona-beach/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(386) 267-3161,"500 Health Blvd Suite 100, Daytona Beach, FL 32114, USA",Daytona Beach,null
"Florida Autism Center Fort Myers, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-fort-myers/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(239) 677-3767,"4085 Hancock Bridge Pkwy STE 101, North Fort Myers, FL 33903, USA",North Fort Myers,null
"Florida Autism Center Jacksonville, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-jacksonville-northwest/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(904) 420-2304,"45 Alabama Ave, Jacksonville, FL 32218, USA",Jacksonville,null
"Florida Autism Center Lehigh Acres, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-lehigh-acres/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(239) 932-2220,"5220 Lee Blvd, Lehigh Acres, FL 33971, USA",Lehigh Acres,null
"Florida Autism Center Melbourne, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-melbourne/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(321) 235-6199,"1535 W NASA Blvd Unit C-1, Melbourne, FL 32901, USA",Melbourne,null
"Florida Autism Center New Port Richey, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-new-port-richey/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(727) 364-2212,"7326 Little Rd, New Port Richey, FL 34654, USA",New Port Richey,null
"Florida Autism Center Orange Park, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-orange-park/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(904) 602-9740,"1567 Kingsley Ave, Orange Park, FL 32073, USA",Orange Park,null
"Florida Autism Center Palm Beach Gardens, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-palm-beach-gardens/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(561) 260-5900,"2979 PGA Blvd #200, Palm Beach Gardens, FL 33410, USA",Palm Beach Gardens,null
"Florida Autism Center Port St. Lucie, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-port-st-lucie/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(772) 207-1356,"247 SW Port St Lucie Blvd, Port St. Lucie, FL 34984, USA",Port St. Lucie,null
"Florida Autism Center Spring Hill, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-spring-hill/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(352) 505-9428,"4235 Rachel Blvd, Spring Hill, FL 34607, USA",Spring Hill,null
"Florida Autism Center Tallahassee, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-tallahassee/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(850) 391-6060,"2868 Mahan Dr Unit 25,26,27, Tallahassee, FL 32308, USA",Tallahassee,null
"Florida Autism Center Westchase, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-westchase/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(813) 467-7190,"12725 Race Track Rd, Westchase, FL 33626, USA",Westchase,null
Florida Cancer Specialists & Research Institute,https://flcancer.com/location/tallahassee-cancer-center/,(850) 877-8166,"2351 Phillips Rd, Tallahassee, FL 32308, USA",Tallahassee,null
Florida Coast Canine,https://www.floridacoastcanine.com/,(813) 924-2784,"4111 E Knights Griffin Rd, Plant City, FL 33565, USA",Plant City,null
Florida Dog Academy,http://floridadogacademy.net/,(772) 285-4384,"7551 Citrus Blvd, Palm City, FL 34990, USA",Palm City,null
Florida Oasis Residential Mental Health,https://thefloridaoasis.org/?utm_source=omg-listings&utm_medium=webclick,(561) 249-1174,"143 Silver Beach Rd, Lake Park, FL 33403, USA",Lake Park,null
Florida Ranch Sorting Arena,http://floridaranchsorting.com/,null,"2423 Welcome Rd, Lithia, FL 33547, USA",Lithia,null
"Florida Wildlife Hospital, Inc",http://www.floridawildlifehospital.org/,(321) 254-8843,"4560 U.S. Rte 1, Melbourne, FL 32935, USA",Melbourne,null
Floridean Nursing and Rehabilitation Center,null,(305) 649-2911,"47 NW 32nd Pl, Miami, FL 33125, USA",Miami,null
Fluffy Divine The Pet Spa,https://sites.google.com/view/fluffydivine/home,(813) 424-9246,"602 W Dr Martin Luther King Jr Blvd, Brooksville, FL 34601, USA",Brooksville,null
Fluid Form Studio,http://ormondfluidform.com/,(386) 366-1769,"290 N Nova Rd, Ormond Beach, FL 32174, USA",Ormond Beach,null
Flying Changes Equestrian Center,null,(407) 383-0952,"5222 N Indiana Ave, Winter Park, FL 32792, USA",Winter Park,null
FLYING COLORS FARM,null,(850) 508-0250,"6659 Proctor Rd, Tallahassee, FL 32309, USA",Tallahassee,null
Footprints Beachside Recovery,https://www.footprintsbeachside.com/?utm_source=google&utm_medium=organic&utm_campaign=knowledge-panel-and-local-3-pack,(727) 855-6642,"9641 Gulf Blvd Suite B, Treasure Island, FL 33706, USA",Treasure Island,null
For Horse Rehab,null,(971) 226-0010,"13224 Polo Club Rd, Wellington, FL 33414, USA",Wellington,null
Forever Equestrian LLC,http://www.sportstablesmiami.com/,(305) 360-4104,"19525 SW 142nd Ave, Miami, FL 33177, USA",Miami,null
Forever Love Puppies Ft. Lauderdale,https://954puppies.com/puppy-stores/ft-lauderdale?utm_campaign=gmb,(954) 228-9942,"4157 N State Rd 7, Lauderdale Lakes, FL 33319, USA",Lauderdale Lakes,null
Fort Lauderdale Behavioral Health Center,https://ftlauderdalebehavioral.com/,(800) 585-7527,"5757 N Dixie Hwy, Oakland Park, FL 33334, USA",Oakland Park,null
Fort Myers Rehabilitation and Nursing Center,http://www.fortmyersrehab.com/,(239) 936-0203,"7173 Cypress Dr, Fort Myers, FL 33907, USA",Fort Myers,null
Foster's Pet Cremation Service,http://fosterspetcremation.com/,(727) 856-7566,"15204 County Line Rd, Spring Hill, FL 34610, USA",Spring Hill,null
Foundations Wellness Center,https://www.foundationswellness.net/,(772) 361-6778,"160 NW Central Park Plaza Suites 108 & 110, Port St. Lucie, FL 34986, USA",Port St. Lucie,null
Fountains Rehabilitation at Mill Cove,https://fountainsmc.com/,(904) 724-4726,"9960 Atrium Way, Jacksonville, FL 32225, USA",Jacksonville,null
Freedom Riders Academy,null,(561) 201-7884,"502 W Rambling Dr, Wellington, FL 33414, USA",Wellington,null
Freedom's Rein Equine Services,null,(240) 587-8384,"331 SE 3rd Ave, Delray Beach, FL 33483, USA",Delray Beach,null
Full Circle,null,null,"5421 SW Grove St, Palm City, FL 34990, USA",Palm City,null
