ProviderName,Website_final,Crawl_Status,Pages_Crawled,Matched_Categories,HomeAccess,RespiteCare,ABA,OT,PT,Speech,LifeSkills,Employment,Residential,HomeAccess_Excerpt,RespiteCare_Excerpt,ABA_Excerpt,OT_Excerpt,PT_Excerpt,Speech_Excerpt,LifeSkills_Excerpt,Employment_Excerpt,Residential_Excerpt,Domain,Address1,City,State,Zip,phone
Hope Counseling Centers,https://hopecounselingeap.com/?y_source=1_MzA2MTE0OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Success (no matches),https://hopecounselingeap.com/?y_source=1_MzA2MTE0OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D;https://hopecounselingeap.com/?y_source=1_MzA2MTE0OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D#content_wrapper;https://hopecounselingeap.com/;https://hopecounselingeap.com/#content_wrapper,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,hopecounselingeap.com,4404,Lakeland,FL,33813,(863) 709-8110
Thoughtful Counseling LLC,https://www.thoughtfulcounseling.net/,Success,https://www.thoughtfulcounseling.net/;https://www.thoughtfulcounseling.net;https://www.thoughtfulcounseling.net/founder-profile;https://www.thoughtfulcounseling.net/contact-information;https://www.thoughtfulcounseling.net/expectations-and-fees,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,". My therapeutic approach includes Cognitive Behavioral Therapy and Dialectical Behavior Therapy. When we know why we are thinking the way we are, we can then begin to change ",,,,,,,thoughtfulcounseling.net,5147 S Lakeland Dr #4,Lakeland,FL,33813,(863) 701-5127
Papillon Health and Wellness Psychotherapy,https://papillonhealthandwellness.com/,Success,https://papillonhealthandwellness.com/;https://papillonhealthandwellness.com/welcome-home;https://papillonhealthandwellness.com/meet-the-team;https://papillonhealthandwellness.com/get-in-touch;https://papillonhealthandwellness.com/m/account,HomeAccess,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," with individuals and families across diverse backgrounds. With a background in community-based mental health and school-based services, Hypathia specializes in trauma-informe",,,,,,,,,papillonhealthandwellness.com,1729 St Lucie W Blvd #1276,Port St. Lucie,FL,34986,(863) 697-6228
"Rayanne Woodruff, SLP",https://www.risimaging.com/,Success (no matches),https://www.risimaging.com/;https://www.risimaging.com/services/;https://www.risimaging.com/services/diagnostic-imaging/;https://www.risimaging.com/services/breast-imaging/;https://www.risimaging.com/services/cardiac-imaging/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,risimaging.com,3021 Lakeland Highlands Rd,Lakeland,FL,33803,(863) 688-5232
HealthPRO Pediatrics Lakeland,https://www-healthpro-heritage-com.sandbox.hs-sites.com/pediatrics/lakeland-fl/,Success,https://www-healthpro-heritage-com.sandbox.hs-sites.com/pediatrics/lakeland-fl/;https://www-healthpro-heritage-com.sandbox.hs-sites.com/pediatrics/;https://www-healthpro-heritage-com.sandbox.hs-sites.com/pediatrics/lakeland-fl/#main-content;https://www-healthpro-heritage-com.sandbox.hs-sites.com/hs/cta/wi/redirect?encryptedPayload=AVxigLJPAOd%2FrvgWor6lC0BUtk6SlPEJ5k13eRTIEMTdPHR6qG%2FqpPOf19ZEgJ1Y68TUXBc3ahxlm8bgmeS6UqP21qZG10s%2B8gDezf7ZOQWQmcN5w%2FKrYiEqXGxGBPXulG3GqxEuiG1Wv0ptUz08P80UZdHmSCuRyXABBU4satDgHmz26GBdPkVZr7ruSaguksebePMjW8wTX5MGikK9DQ%3D%3D&webInteractiveContentId=166109210027&portalId=140477;https://www-healthpro-heritage-com.sandbox.hs-sites.com/pediatrics/#main-content,"ABA,OT,PT,Speech,LifeSkills",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,"lies Live Their Best Lives Offering Pediatric Therapy in Lakeland, FL including ABA Therapy (Applied Behavior Analysis), occupational therapy, speech therapy, phys","tric Therapy in Lakeland, FL including ABA Therapy (Applied Behavior Analysis), occupational therapy, speech therapy, physical therapy, social + functional living skills groups an"," ABA Therapy (Applied Behavior Analysis), occupational therapy, speech therapy, physical therapy, social + functional living skills groups and school preparation. Speech Thera","nd, FL including ABA Therapy (Applied Behavior Analysis), occupational therapy, speech therapy, physical therapy, social + functional living skills groups and school prepara","l communication • Social + functional living skills: supplementary support with life skills such as self-care, socialization, money management, job prep, household mainten",,,www-healthpro-heritage-com.sandbox.hs-sites.com,4222,Lakeland,FL,33813,(863) 456-7148
"Robert Dean Johnson, OT, CHT",https://www.watsonclinic.com/physicians/robert-dean-johnson.html,Success,https://www.watsonclinic.com/physicians/robert-dean-johnson.html;https://www.watsonclinic.com/services/physical-and-occupational-therapy.html;https://www.watsonclinic.com/services/chemotherapy.html;https://www.watsonclinic.com/services/phototherapy.html;https://www.watsonclinic.com/services/bridges-optical.html,OT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Robert Dean Johnson – Occupational Therapy at Watson Clinic LLP - Watson Clinic LLP Physical & Occupational Therapy in La,,,,,,watsonclinic.com,1430 Lakeland Hills Blvd,Lakeland,FL,33805,(863) 680-7700
"Kate Cohen-Posey, Counselor",https://lifestance.com/provider/therapist/fl/lakeland/kate-cohen-posey/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,lifestance.com,2801 NE 213th St,Aventura,FL,33180,(786) 648-6161
"Susan Truett, LMHC",http://www.relationshipbuilders-lakeland.com/,Success,http://www.relationshipbuilders-lakeland.com/;https://relationshipbuilders-lakeland.com/our-services/;http://www.relationshipbuilders-lakeland.com/our-services/;https://relationshipbuilders-lakeland.com/;http://www.relationshipbuilders-lakeland.com/?s=,LifeSkills,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,"Codependency Trauma and Loss Post Partum Issues Parenting Career, Disability, Rehabilitation Life Transitions (retirement, relocation, etc.) LGGTQ Payment options: Self Pay",,,relationshipbuilders-lakeland.com,215 E Bay St,Lakeland,FL,33801,(863) 660-6556
Early Childhood Learning Center,http://www.polkids.com/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,polkids.com,3135 Airside Center Dr,Lakeland,FL,33811,(863) 647-3322
Psychological Associates of Central Florida,http://www.pacflorida.com/,Success,http://www.pacflorida.com/;https://www.pacflorida.com;https://www.pacflorida.com/aboutus;https://www.pacflorida.com/contact;https://www.pacflorida.com/copy-of-faq,"HomeAccess,LifeSkills,Employment",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"tment for emotionally and behaviorally disordered children and adolescents, and in-home therapy settings. As a Program Director she led a team of clinicians in an inte",,,,,,"es. HAILEY LIGHT LICENSED MENTAL HEALTH COUNSELOR Hailey Light is a Certified Rehabilitation Counselor, Marriage & Family Therapist, and a Licensed Mental Health Counselor.",d Custody Evaluations) Expert Testimony Disability Evaluations Fitness for Duty Vocational Rehabilitation Forensic Services PACFlorida providers offer several group-based servi,,pacflorida.com,5424 Strickland Ave,Lakeland,FL,33812,(863) 644-8470
Hope Broker Williams Family Therapy,http://hope4youtherapy.com/,Success (no matches),http://hope4youtherapy.com/;https://www.hope4youtherapy.com/services;https://www.hope4youtherapy.com;http://hope4youtherapy.com/#navigation--mobile;https://www.hope4youtherapy.com/about,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,hope4youtherapy.com,5120,Lakeland,FL,33813,(863) 624-5818
Applied Behavioral Learning Experiences - South Lakeland,http://www.applied-behavioral.com/?fbclid=IwAR3i69ksjfpPCU5WQSz-Tg0ikNYsvt0ryoyq-SCpMV4nQdDL6KsyugGKMd4,Success (no matches),http://www.applied-behavioral.com/?fbclid=IwAR3i69ksjfpPCU5WQSz-Tg0ikNYsvt0ryoyq-SCpMV4nQdDL6KsyugGKMd4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,applied-behavioral.com,5516 US Hwy 98 N,Lakeland,FL,33809,(863) 619-2809
Autism Institute for Learning and Development,https://autismildlakeland.org/,Success (no matches),https://autismildlakeland.org/;https://autismildlakeland.org/homeschool-program;https://autismildlakeland.org/m/account;https://autismildlakeland.org/m/create-account;https://autismildlakeland.org/m/bookings,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,autismildlakeland.org,211 E Main St,Lakeland,FL,33801,(863) 617-9948
"integrity therapy services, llc login",http://integritytherapy.info/contactus.aspx,Success (no matches),http://integritytherapy.info/contactus.aspx;http://integritytherapy.info/Account/ForgotCredentials;http://integritytherapy.info/Contact/ContactUs;http://integritytherapy.info/Account/CompanyHomePage,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,integritytherapy.info,411 E Orange St,Lakeland,FL,33801,(863) 617-9400
SILVER LINING COUNSELING,https://silverliningfl.com/,Success (no matches),https://silverliningfl.com/;https://silverliningfl.com/#1505364978591-ee9e41ec-2b81;https://silverliningfl.com/#1505450379997-2332b935-ee12;https://silverliningfl.com/#1505450393286-6a2dab9f-9f5c;https://silverliningfl.com/#page,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,silverliningfl.com,211 Doris Dr,Lakeland,FL,33813,(863) 607-6088
The Garden Counseling,https://thegardencounseling.info/,Success (no matches),https://thegardencounseling.info/;https://www.thegardencounseling.info,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,thegardencounseling.info,1137 US-98,Lakeland,FL,33801,(863) 606-8668
New Directions Counseling Center LLC,http://www.ndcclakeland.com/,Success (no matches),http://www.ndcclakeland.com/;https://www.ndcclakeland.com/services;https://www.ndcclakeland.com/online-remote;https://www.ndcclakeland.com;https://www.ndcclakeland.com/about-us,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,ndcclakeland.com,5121 S Lakeland Dr,Lakeland,FL,33813,(863) 606-5922
Therapeutic Well-being,https://www.facebook.com/profile.php?id=100087640722430,Skipped (directory/social),,,,,,,,,,,,,,,,,,,,,facebook.com,,,,,
Ascend Mind and Body,https://ascendfl.com/,Success (no matches),https://ascendfl.com/;https://ascendfl.com/services/;https://ascendfl.com/therapy/;https://ascendfl.com/#main;https://ascendfl.com/about/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,ascendfl.com,"832 , Second Floor",Lakeland,FL,33801,(863) 510-2624
Adult Education-West Area Adult School,http://www.westareaadult.com/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,westareaadult.com,3225 Winter Lake Rd,Lakeland,FL,33803,(863) 499-2700
HealthPRO Pediatrics Lakeland,https://www-healthpro-heritage-com.sandbox.hs-sites.com/pediatrics/lakeland-fl/,Success,https://www-healthpro-heritage-com.sandbox.hs-sites.com/pediatrics/lakeland-fl/;https://www-healthpro-heritage-com.sandbox.hs-sites.com/pediatrics/;https://www-healthpro-heritage-com.sandbox.hs-sites.com/pediatrics/lakeland-fl/#main-content;https://www-healthpro-heritage-com.sandbox.hs-sites.com/hs/cta/wi/redirect?encryptedPayload=AVxigLJPAOd%2FrvgWor6lC0BUtk6SlPEJ5k13eRTIEMTdPHR6qG%2FqpPOf19ZEgJ1Y68TUXBc3ahxlm8bgmeS6UqP21qZG10s%2B8gDezf7ZOQWQmcN5w%2FKrYiEqXGxGBPXulG3GqxEuiG1Wv0ptUz08P80UZdHmSCuRyXABBU4satDgHmz26GBdPkVZr7ruSaguksebePMjW8wTX5MGikK9DQ%3D%3D&webInteractiveContentId=166109210027&portalId=140477;https://www-healthpro-heritage-com.sandbox.hs-sites.com/pediatrics/#main-content,"ABA,OT,PT,Speech,LifeSkills",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,"lies Live Their Best Lives Offering Pediatric Therapy in Lakeland, FL including ABA Therapy (Applied Behavior Analysis), occupational therapy, speech therapy, phys","tric Therapy in Lakeland, FL including ABA Therapy (Applied Behavior Analysis), occupational therapy, speech therapy, physical therapy, social + functional living skills groups an"," ABA Therapy (Applied Behavior Analysis), occupational therapy, speech therapy, physical therapy, social + functional living skills groups and school preparation. Speech Thera","nd, FL including ABA Therapy (Applied Behavior Analysis), occupational therapy, speech therapy, physical therapy, social + functional living skills groups and school prepara","l communication • Social + functional living skills: supplementary support with life skills such as self-care, socialization, money management, job prep, household mainten",,,www-healthpro-heritage-com.sandbox.hs-sites.com,4222,Lakeland,FL,33813,(863) 456-7148
Stoa Life Counseling,https://stoalife.com/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,stoalife.com,215 E Bay St #2,Lakeland,FL,33801,(863) 450-6333
Atala Counseling,https://atalacounseling.com/,Success (no matches),https://atalacounseling.com/;https://atalacounseling.com/services/;https://atalacounseling.com/services/intensives/;https://atalacounseling.com/hipaa-notice-of-privacy-and-practices/;https://atalacounseling.com/#brx-content,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,atalacounseling.com,905 S Missouri Ave,Lakeland,FL,33803,(863) 450-3626
Masterpiece Counseling LLC,http://masterpiececounseling.org/,Success (no matches),http://masterpiececounseling.org/;https://www.masterpiececounseling.org/book-online;https://www.masterpiececounseling.org/post/skibbereen;https://www.masterpiececounseling.org/post/once-more;https://www.masterpiececounseling.org/post/short-n-suite,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,masterpiececounseling.org,2420 N Crystal Lake Dr,Lakeland,FL,33803,(863) 410-2095
"The Sabol Center, LLC",http://sabolcenter.com/,Success (no matches),http://sabolcenter.com/;https://sabolcenter.com/services/;http://sabolcenter.com/cdn-cgi/l/email-protection#f888998c8c81b88b999a97949b9d968c9d8ad69b9795;https://sabolcenter.com/;https://sabolcenter.com/advice/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,sabolcenter.com,520 E Garden St,Lakeland,FL,33805,(863) 398-9624
Counseling and Testing Services,http://www.counselingandtesting.com/,Success (no matches),http://www.counselingandtesting.com/;http://www.counselingandtesting.com/index.html;http://www.counselingandtesting.com/#home;http://www.counselingandtesting.com/#specialties;http://www.counselingandtesting.com/#about,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,counselingandtesting.com,1604 E Gary Rd,Lakeland,FL,33801,(863) 398-6748
ABC Mental Health & Relationship Counseling,http://www.abcmentalhealthcounseling.com/,Success (no matches),http://www.abcmentalhealthcounseling.com/;https://www.abcmentalhealthcounseling.com/services-provided;https://www.abcmentalhealthcounseling.com/hot-topics;https://www.abcmentalhealthcounseling.com;https://www.abcmentalhealthcounseling.com/appointment-request,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,abcmentalhealthcounseling.com,202 Lake Miriam Dr,Lakeland,FL,33813,(863) 397-3240
Harmony at Home Coaching and The Kid Coach,https://www.harmonyathomecoaching.com/,Success,https://www.harmonyathomecoaching.com/;https://www.harmonyathomecoaching.com/harmonyservices;https://www.harmonyathomecoaching.com/service-page/free-consultation;https://www.harmonyathomecoaching.com/service-page/family-coaching;https://www.harmonyathomecoaching.com,HomeAccess,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ee 50-minute sessions (locally in the home setting or out-of-state via zoom): ​ In-home or virtual assessment Personalized Coaching Plan Development Implementation of ,,,,,,,,,harmonyathomecoaching.com,502 E Main St,Lakeland,FL,33801,(863) 336-2300
I Love ABA llc,http://iloveabalakeland.com/,Success,http://iloveabalakeland.com/;http://iloveabalakeland.com/how-to-get-services;http://iloveabalakeland.com/employment;http://iloveabalakeland.com/intake-form;http://iloveabalakeland.com/step-up-for-students,"HomeAccess,ABA,PT",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ABA Therapy in Home, School, and Community - ILoveABA ABA therapy in your Home, School, and Communi",,"ABA Therapy in Home, School, and Community - ILoveABA ABA therapy in your Home, Sch",,ith one of our BCBA's are geared to help parents improve their family dynamics. PT is an evidence-based approach that focuses on teaching parents specific techniq,,,,,iloveabalakeland.com,3004 Atlanta Ave,Lakeland,FL,33803,(863) 308-8383
"Kara T Vaassen MS, LMHC",http://www.kidsawarenessseries.com/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,kidsawarenessseries.com,1913,Lakeland,FL,33803,(863) 284-2699
Acorn Health ABA Therapy - Lakeland,https://acornhealth.com/locations/lakeland-fl/,Success,https://acornhealth.com/locations/lakeland-fl/;https://acornhealth.com/services;https://acornhealth.com/services/;https://acornhealth.com/abatherapy/;https://acornhealth.com/states/aba-autism-therapy-florida/,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"ABA Therapy & Treatment In Lakeland, FL Comprehensive ABA Therapy Services for Auti",,,,,,,acornhealth.com,1500 Douglas Rd #230,Coral Gables,FL,33134,(786) 751-4534
Lightside Psychology,http://www.lightsidepsych.com/,Success (no matches),http://www.lightsidepsych.com/;http://www.lightsidepsych.com/blog/adhd-emotions;http://www.lightsidepsych.com/cart;http://www.lightsidepsych.com/#page;http://www.lightsidepsych.com/home#testing,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,lightsidepsych.com,122 E Main St,Lakeland,FL,33801,(863) 274-3768
Let's Talk & Move Therapy Center,http://www.ltmtherapycenter.com/,Success,http://www.ltmtherapycenter.com/;https://www.ltmtherapycenter.com,Speech,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,. language therapy contact now Fluency therapy is a specialized approach within speech therapy aimed at improving the smoothness and ease of speech for individuals experienc,,,,ltmtherapycenter.com,624 Mid-,Lakeland,FL,33813,(863) 272-9639
"Black Swan Counseling Services, LLC",https://www.blackswancounseling.com/,Success (no matches),https://www.blackswancounseling.com/;https://www.blackswancounseling.com/services;https://www.blackswancounseling.com/cart;https://www.blackswancounseling.com/#page;https://www.blackswancounseling.com/about,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,blackswancounseling.com,100 S Kentucky Ave #240,Lakeland,FL,33801,(863) 272-9137
Sunshine Circle Speech & Language,http://www.sunshinecircle-slp.com/,Success,http://www.sunshinecircle-slp.com/;http://www.sunshinecircle-slp.com/private-speech-therapy;http://www.sunshinecircle-slp.com/about;http://www.sunshinecircle-slp.com/little-learners;http://www.sunshinecircle-slp.com/sc-office,Speech,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,Sunshine Circle Speech & Language Welcome Language Enrichment and Speech Therapy for Children in Lakeland Language Enrichment and Speech Therapy for Children i,,,,sunshinecircle-slp.com,624 Mid-,Lakeland,FL,33813,(863) 271-9556
"Heather Stambaugh, LMHC LPC NCC CFMHE",http://www.lkldtherapyformisfits.com/,Success (no matches),http://www.lkldtherapyformisfits.com/;http://www.lkldtherapyformisfits.com/cart;http://www.lkldtherapyformisfits.com/#page;http://www.lkldtherapyformisfits.com/working-with-me;http://www.lkldtherapyformisfits.com/support-resources,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,lkldtherapyformisfits.com,1253 W Memorial Blvd,Lakeland,FL,33815,(863) 271-7977
Treeline Occupational Therapy,https://www.treelineenrichment.com/,Success,https://www.treelineenrichment.com/;https://www.treelineenrichment.com/register-for-forest-play-programs-in-central-florida;https://www.treelineenrichment.com/occupational-therapy;https://www.treelineenrichment.com/employment;https://www.treelineenrichment.com,"ABA,OT",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,#NAME?,"ichment Skip to content Empowering Kids, Inspiring Connection, Embracing Nature Occupational therapy services are at an indoor-outdoor Lakeland clinic. Forest play programs at the",,,,,,treelineenrichment.com,4410 S,Lakeland,FL,33813,(863) 271-4519
FIRST STEP THERAPY,http://www.firststep-therapy.com/,Success,http://www.firststep-therapy.com/;https://firststep-therapy.com/private-pediatric-therapy-clinic-programs;http://www.firststep-therapy.com/other-intensive-programs;http://www.firststep-therapy.com/private-pediatric-therapy-clinic-programs;http://www.firststep-therapy.com/physical-therapy,PT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,herapy Clinic in Florida Programs | Private Pediatric Therapy Clinic in Florida Physical Therapy | Private Pediatric Therapy Clinic in Florida,,,,,firststep-therapy.com,3550 W Waters Ave,Tampa,FL,33614,(813) 776-6889
Learnary,https://www.learnary.com/,Success,https://www.learnary.com/;https://www.learnary.com/services;https://www.learnary.com/service-page/free-discovery-call;https://www.learnary.com;https://www.learnary.com/our-approach,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"Learnary | ABA Therapy Florida top of page Learning to Change, Teaching to Thrive BOOK FREE CO",,,,,,,learnary.com,2736 Derbyshire Ave,Lakeland,FL,33803,(863) 250-4040
Capernaum Medical Center,http://cmcwecare.com/,Success (no matches),http://cmcwecare.com/;http://cmcwecare.com/Service.html;http://cmcwecare.com/Meet Our Team.html;http://cmcwecare.com/Office.html;http://cmcwecare.com/Contact Us.html,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,cmcwecare.com,2024 Edgewood Dr S,Lakeland,FL,33803,(863) 232-4323
"Star Psychology, LLC",http://www.starpsychologyllc.com/,Success (no matches),http://www.starpsychologyllc.com/;http://www.starpsychologyllc.com/#content,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,starpsychologyllc.com,4720 Cleveland Heights Blvd,Lakeland,FL,33813,(863) 225-8136
Voyage Counseling,https://voyagecounseling.org/,Success,https://voyagecounseling.org/;https://voyagecounseling.org/index.html;https://voyagecounseling.org/#modalRenaud;https://voyagecounseling.org/#modalRenaudBook;https://voyagecounseling.org/#section-contact,HomeAccess,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ackground includes work in outpatient clinics, inpatient treatment centers, and community-based programs, allowing him to bring a grounded, adaptable, and client-centered appr",,,,,,,,,voyagecounseling.org,100 S Kentucky Ave #260,Lakeland,FL,33801,(863) 225-8058
"Willow Oak Counseling, LLC",https://www.psychologytoday.com/us/therapists/ruthie-a-kimmons-lakeland-fl/1105223,Success,https://www.psychologytoday.com/us/therapists/ruthie-a-kimmons-lakeland-fl/1105223;https://www.psychologytoday.com/us/treatment-rehab;https://www.psychologytoday.com/us;https://www.psychologytoday.com/country-selector?domain=www&cc=US&cl=en;https://www.psychologytoday.com/about,LifeSkills,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,," include the child welfare system, therapeutic foster home licensing, medical/rehabilitation, addictions, and hospice (anticipatory grief/grief). I provide an environment w",,,psychologytoday.com,102 W Orange St,Lakeland,FL,33815,(863) 225-4558
Tiny Wonders Speech and Language Therapy,https://www.tinywondersspeech.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2029785472540753612,Success,https://www.tinywondersspeech.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2029785472540753612;https://www.tinywondersspeech.com/copy-of-clinic-services-1;https://www.tinywondersspeech.com/services,Speech,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,"Speech Therapy | Tiny Wonders Speech and Language Therapy Lakeland, FL top of page Providing ",,,,tinywondersspeech.com,2420 N Crystal Lake Dr,Lakeland,FL,33801,(863) 225-0007
ABA WAY,https://www.abaway.net/,Success,https://www.abaway.net/;https://www.abaway.net/our-services;https://www.abaway.net/what-is-aba;https://www.abaway.net,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"Home | ABA Way top of page Charting a Path to Positive Behavior Change At ABA Way, our mis",,,,,,,abaway.net,806 W Beacon Rd,Lakeland,FL,33803,(863) 220-1205
PT Solutions of Lakeland,https://ptsolutions.com/find-a-clinic/fl/lakeland/lakeland-christina-lake/?utm_source=google&utm_medium=organic&utm_campaign=GMB-PT-Solutions-Lakeland-Christina-Lake&utm_content=listing,Success,https://ptsolutions.com/find-a-clinic/fl/lakeland/lakeland-christina-lake/?utm_source=google&utm_medium=organic&utm_campaign=GMB-PT-Solutions-Lakeland-Christina-Lake&utm_content=listing;https://ptsolutions.com/pt-conditions/vertigo-physical-therapy/;https://ptsolutions.com/therapies/physical-therapy/;https://ptsolutions.com/therapies/orthopedic-physical-therapy/;https://ptsolutions.com/therapies/occupational-therapy/,"OT,PT,Speech,LifeSkills",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,"oaches to restore function, improve mobility, and help you regain independence. Occupational Therapy We help people adapt in relation to pain, injuries, illnesses, and disabilitie",riday: 7am - 5pm Saturday: Closed Sunday: Closed Call Us Request an Appointment Physical Therapy in Lakeland Hello there. We're thrilled to welcome you to PT Solutions Lakelan,elop the necessary skills to help your child succeed in their daily activities. Speech Therapy Speech Therapy is designed to treat communication dysfunctions along with swal,so recommend physical therapy treatment. Physical Therapy provides vestibular rehabilitation for a non-invasive and conservative approach to managing your symptoms and help,,,ptsolutions.com,4227 US Hwy 98 N,Lakeland,FL,33809,(863) 937-3346
"Kristin Allen, MS, LMHC",https://timberlanetherapy.clientsecure.me/,Success (no matches),https://timberlanetherapy.clientsecure.me/;https://timberlanetherapy.clientsecure.me/terms-of-service;https://timberlanetherapy.clientsecure.me/sign-in;https://timberlanetherapy.clientsecure.me/privacy;https://timberlanetherapy.clientsecure.me/license,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,timberlanetherapy.clientsecure.me,267 John Knox Rd,Tallahassee,FL,32303,(859) 312-4195
"Therapy with Alyse, LLC",https://therapywithalyse.com/,Success (no matches),https://therapywithalyse.com/;https://therapywithalyse.com/therapy-with-alyse-llc-alyse-mckeal-lcsw-rpt-msw-ma-contact-me/;https://therapywithalyse.com/2018/11/26/sunday-night-motivation/;https://therapywithalyse.com/2018/11/26/sunday-night-motivation/#respond;https://therapywithalyse.com/#content,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,therapywithalyse.com,1825 Forest Hill Blvd #105,West Palm Beach,FL,33406,(856) 438-0694
Greenbrook Mental Wellness Centers,https://www.greenbrooktms.com/florida-centers/clearwater,Success,https://www.greenbrooktms.com/florida-centers/clearwater;https://www.greenbrooktms.com/ketamine-based-depression-treatment;https://www.greenbrooktms.com/hipaa-notice;https://www.greenbrooktms.com/;https://www.greenbrooktms.com/insurance,PT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,," to “wake up” those areas and help your brain work the way it should. It’s like physical therapy for your brain.1,2 What is the average NeuroStar TMS treatment plan? Greenbroo",,,,,greenbrooktms.com,1100 St Lucie W Blvd # 203,Port St. Lucie,FL,34986,(855) 940-4867
