id,name,place_id,rating,user_ratings_total,website,phone,types,status
6128,"KATHLEEN ANDERSON COMPREHENSIVE WORK CENTER, INC
INSPIRE OF CENTRAL FLORIDA",ChIJeyJC5MBt54gR_NvLmoY08HQ,4.5,22,http://www.inspireofcentralflorida.org/,(407) 699-4419,"point_of_interest,establishment",success
9378,"Simple Speech Therapy, LLC",ChIJAetedfJ73YgRSMlFpLiLC5k,5,47,http://www.simplespeechtherapyfl.com/,(407) 900-4474,"health,point_of_interest,establishment",success
8934,"THE ARC OF LEVY COUNTY, INC.",ChIJ5-tYnKH76IgR6lmqDglMZ2U,5,1,https://www.thearcoflevy.org/,(352) 493-1609,"point_of_interest,establishment",success
10368,ARC OF WASHINGTON-HOLMES,ChIJKcp3NQoBk4gRjz2uWobfaYE,4.4,15,,(850) 638-7517,"point_of_interest,establishment",success
6373,FERNANDEZ LIFE CARE SERVICE,,,,,,,not_found
9511,Advanced Medical of Florida,ChIJiVooIknwwogRenOrUrpBZmA,4.9,181,http://www.amfhealthcare.com/,(727) 408-5222,"physiotherapist,hospital,doctor,health,point_of_interest,establishment",success
6260,"AMCAF GROUP HOME, LLC",ChIJA1uIjEzvwogRdDmMk-d3DbY,4.6,48,https://www.aravillaclearwater.com/,(727) 260-2826,"point_of_interest,health,establishment",success
6442,AMER HOME CARE INC.,ChIJ18Aw4u-G_qMR1tMS3xitkEg,5,73,https://americareinfo.com/pinellas/,(727) 518-5772,"health,point_of_interest,establishment",success
6419,"ANGEL CHILD HOME CARE CORP, INC.
ANGEL CHILD HOME CARE",ChIJ3W4Ms47DwogRJ370k2oahoo,5,8,http://angelsofcare.com/,(813) 551-3040,"health,point_of_interest,establishment",success
10267,Barrett Outpatient Rehabilitation & Sports Medicine Center,ChIJAQcDH8DwwogR2DqojND4Rm8,4.8,187,https://baycare.org/locations/b/barrett-outpatient-rehabilitation-sports-medicine-center?utm_campaign=BayCare_DigitalMarketing_M20140288&utm_source=Google&utm_medium=LocalListing&utm_content=Barrett_Outpatient_Rehabilitation_&_Sports_Medicine_Center,(727) 462-7052,"health,point_of_interest,establishment",success
8536,Bay Area Neuromuscular Therapy,ChIJ9Q1iJmLwwogReRabdgziTBA,5,35,http://www.bayareaneuromuscular.com/,(727) 461-3896,"physiotherapist,health,point_of_interest,establishment",success
8396,Bayside Physical Therapy,ChIJVe4heXzxwogRIinrauMDIYk,5,25,https://baysidephysicaltherapy.net/,(727) 441-5044,"health,point_of_interest,establishment",success
8394,Baywest Chiropractic,ChIJpfCNLsrxwogRSq6zTuf52lY,4.9,30,http://www.baywestchiro.com/,(727) 441-2915,"point_of_interest,health,establishment",success
10180,Belleair Health Care Center,ChIJp4Pu9pfwwogRexX_JppP0D0,3.4,86,http://belleaireastrehab.com/,(727) 585-5491,"point_of_interest,health,establishment",success
9508,Blue Wave Pediatrics,ChIJIUdTP9jxwogRuK2zmUTkduc,4.8,100,https://www.bluewavemedicalassociates.com/pediatric-care/,(727) 303-3117,"doctor,health,point_of_interest,establishment",success
9155,BRIGHT FUTURE STAR LLC,ChIJtZgE0vGC54gR5aQNZl-OH-U,4.7,33,https://brightfutureelectric.com/?utm_source=Google%20My%20Business&utm_medium=Website%20Link%20Click&utm_campaign=Google%20My%20Business%20Traffic,(407) 654-0155,"electrician,general_contractor,point_of_interest,establishment",success
8577,Catalyst Physical Therapy - Clearwater,ChIJMywkxaXxwogRucUhkxXTbUg,5,146,http://catalystpt.org/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing,(727) 286-8408,"physiotherapist,health,point_of_interest,establishment",success
9675,Champion Wellness Centers - Clearwater,ChIJfwqvxN_twogRffAd0oJgIC0,4.9,309,https://championwellness.com/location-clearwater-fl,(727) 797-9900,"point_of_interest,health,establishment",success
9668,Clearwater Spine & Rehabilitation,ChIJDwydTTLwwogRBE9yyAX_ZAU,4.8,271,https://www.clearwaterspine.com/?utm_source=google&utm_medium=local&utm_campaign=gmb_listing,(727) 447-4255,"health,point_of_interest,establishment",success
8378,Coastal Neuropsychology,ChIJAQBQQxruwogRO6NEK8Q5Mic,4.2,14,http://www.coastalneuropsychology.com/,(800) 687-1938,"health,point_of_interest,establishment",success
9940,CORA Physical Therapy Clearwater,ChIJv3lUnurxwogRaTcgHfBH8vs,4.9,99,https://www.coraphysicaltherapy.com/location/clearwater-florida/,(727) 797-8100,"physiotherapist,health,point_of_interest,establishment",success
6507,"DNVO, INC",ChIJ27vvndTxwogRauBSgipNtrA,5,5,,,"point_of_interest,establishment",success
6139,FANTA VILLA CARE SERVICES LLC,,,,,,,not_found
9669,Florida Physio - Clearwater,ChIJV1EpAZThwogRFB4yUX8LNU4,5,136,https://floridaphysio.com/,(727) 490-8262,"physiotherapist,health,point_of_interest,establishment",success
9673,Foundation Physical Therapy-Pelvic Floor and Orthopedics,ChIJKZDisnXywogRluc2O0JBIAk,4.8,208,http://www.foundationpt.com/,(727) 784-6088,"point_of_interest,health,establishment",success
9512,Free Motion Physical Therapy Inc.,ChIJ9a0b4d_wwogR3SUaEMK0H4c,5,195,https://freemotionfloridapt.com/,(727) 888-1460,"physiotherapist,health,point_of_interest,establishment",success
8429,Frontier Physical Medicine,ChIJs2svb5HxwogRzGVM2AOj5zI,4.5,64,https://frontierphysicalmedicine.com/,(727) 777-6615,"physiotherapist,doctor,health,point_of_interest,establishment",success
9791,Impact Health and Performance - Clearwater,ChIJ1f9LFvrywogRaqzPZjhTds4,4.9,44,http://www.impacthealthnow.com/,(727) 785-8737,"physiotherapist,health,point_of_interest,establishment",success
8374,"Katie Merricks Counseling, LLC, PHD",ChIJgYJIQxruwogReCOkg2Jo4cI,4.4,16,http://www.katiemerrickscounseling.com/,(727) 228-2388,"health,point_of_interest,establishment",success
6201,"LOGISTIQUE, LLC",ChIJPRRtSQ63CIgRkS27-Nx6zIA,5,2,http://www.hilllogisticsinc.com/,(727) 362-1219,"point_of_interest,establishment",success
8644,MM DEDICATED CARE INC.,ChIJ2Xz-yFnwwogR0bOURn9zNB8,4.3,217,https://www.dedicated.care/find-a-location/tampa-bay-florida/clearwater/?utm_source=google&utm_medium=organic&utm_campaign=chenmed_local_listing&utm_content=gbp_clearwater&y_source=1_NzMwMjgzOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(727) 219-1833,"health,point_of_interest,establishment",success
9663,MOTION RX Physical Therapy - St Pete,ChIJaYKJPCfjwogRbnleVndFMLQ,5,137,http://www.motionrxhealth.com/,(727) 826-7142,"physiotherapist,health,point_of_interest,establishment",success
9054,NEED A HAND? CALL ANN,ChIJ4zVlAmgfDqsRes6iA4qtpPE,5,2,,(727) 953-0432,"point_of_interest,establishment",success
9936,Optimal Performance & Physical Therapies,ChIJW80Za-jwwogRs2zPhp-Vd6Q,5,148,http://www.theoppt.com/,(727) 475-5543,"physiotherapist,health,point_of_interest,establishment",success
9937,Optimal Performance and Physical Therapies Bayside,ChIJtWJaUXfvwogRp-bKJBF8j5g,5,137,http://www.theoppt.com/,(727) 475-6018,"physiotherapist,health,point_of_interest,establishment",success
8537,Orthopaedic Associates Of West Florida,ChIJj-FD9cHwwogRoQi5rpP3Skc,4.8,2317,http://www.floridaortho.com/OAWF,(727) 461-6026,"health,point_of_interest,establishment",success
10409,Orthopedic Associates of West Florida Countryside,ChIJVVVVVbjtwogRxoJ2mxdgSlE,4.8,800,https://www.floridaortho.com/OAWF,(727) 461-6026,"doctor,health,point_of_interest,establishment",success
9667,Premier Physical Therapy & Sports Performance - 1661 Rainbow Dr,ChIJW1wXuVHwwogRrdOm8XJ5ojM,5,160,http://www.ptandsportstherapy.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=7b3bb8c2-f730-47ca-808b-e57653ab5dc7,(727) 442-7500,"health,point_of_interest,establishment",success
9672,PT Hustle,ChIJlSILNtJv54gR5-791KLb5ow,5,608,https://www.thepthustle.com/,(727) 732-4573,"physiotherapist,point_of_interest,health,establishment",success
10172,PT Solutions of Clearwater,ChIJxaFNeD_vwogRRG6LtGxA87g,5,42,https://ptsolutions.com/find-a-clinic/fl/clearwater/clearwater/?utm_source=google&utm_medium=organic&utm_campaign=GMB-PT-Solutions-Clearwater&utm_content=listing,(727) 221-7363,"physiotherapist,health,point_of_interest,establishment",success
7237,Rift Fitness,ChIJH8s9M_rwwogRrNk_TwTqV1k,5,308,http://www.riftfitness.com/,(727) 201-2352,"gym,spa,health,point_of_interest,establishment",success
5810,"S&A BEAU2FUL BLESSINGS GROUP HOME, LLC",ChIJvTJ4zcfRwogR67EhFxjwIs4,5,15,https://www.blessingangelsalf.com/,(813) 605-9352,"health,point_of_interest,establishment",success
8825,"SAFE HAVEN, LLC",ChIJZUyFpffxwogRs8Hu-i20HLQ,,,https://www.theroyalhavenhouse.com/,(727) 657-6080,"health,point_of_interest,establishment",success
8395,Select Physical Therapy - Clearwater,ChIJIXFBaObwwogRgQi9CZIZoRc,4.9,120,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/clearwater/clearwater/?ty=xt,(727) 441-4549,"doctor,health,point_of_interest,establishment",success
8425,Select Physical Therapy - Clearwater East,ChIJwZrny9PvwogRR4YAC3yVIZ8,4.9,74,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/clearwater/clearwater-east/?ty=xt,(727) 726-9293,"doctor,health,point_of_interest,establishment",success
10366,SKYCREST PLACE LLC,ChIJQa9LfQnxwogRWOH-wyduuJs,5,5,http://www.skycrestplace.com/,(727) 254-1196,"point_of_interest,establishment",success
10213,"Spark Pediatrics Medical Daycare (PPEC) - Clearwater, FL",ChIJe11ICy_lwogRUwdCTCXLurg,5,13,https://www.sparkpediatrics.com/locations/clearwater-center,(813) 798-2809,"hospital,point_of_interest,health,establishment",success
8405,Spreading Your Wings,ChIJobyh5nbtwogRyeH2Qi4aBjA,5,19,https://spreadingyourwingscounseling.com/,(727) 477-0864,"health,point_of_interest,establishment",success
6207,TAMPA BAY GROUP HOMES INC,ChIJN-jUP-UqaUoRV24glosfZn0,5,19,http://www.baytobaygroup.com/,(727) 410-7190,"general_contractor,point_of_interest,establishment",success
6338,"THE ARC TAMPA BAY, INC.",ChIJj7GpWcXxwogRnlqvBHWDmjk,4.2,45,http://thearctbf.org/,(727) 797-8712,"point_of_interest,establishment",success
8426,Thrive Child Psychology,ChIJowgpsl7xwogRkODgXMC-jBY,5,1,https://www.thrivechildpsych.com/,(727) 746-5812,"health,point_of_interest,establishment",success
9671,Total Vitality Medical Group,ChIJbYvdfxzuwogRNK1F81wbFbI,4.6,239,https://totalvitalitymedical.com/treatments/chiropractor/clearwater/?utm_source=Google&utm_medium=GMB&utm_campaign=Clearwater,(727) 726-1460,"physiotherapist,doctor,health,point_of_interest,establishment",success
8610,TOUCHING LIVES OF TAMPA BAY LLC,ChIJU5JIbz_BwogRAueH0ZiyEL4,4.9,14,,(305) 794-8893,"point_of_interest,establishment",success
9513,Trust Physical Therapy,ChIJVbg83JjzwogR4F80PQ9XYbQ,5,222,http://www.trustphysicaltherapy.com/,(727) 953-3031,"doctor,health,point_of_interest,establishment",success
6367,"UNIVERSAL LIFE CARE ADVOCATES,INC",,,,,,,not_found
9118,UPSIDE LIVING,ChIJq6raR-zwwogRPoMYV0tcGGU,5,2,http://upsidementalfitness.org/,(813) 416-1406,"health,point_of_interest,establishment",success
8929,VENUS E&E LLC,ChIJxwg_35HxwogRPJ92MeCpRGU,4.9,136,http://vnrc.biz/,(727) 859-8125,"home_goods_store,store,general_contractor,point_of_interest,establishment",success
9638,Viapure Wellness Clearwater,ChIJy1_BKuzxwogRG7_TIMLZk3c,5,106,http://viapurewellness.com/,(386) 931-2836,"point_of_interest,health,establishment",success
6449,YARD 58 LLC,ChIJrz2CxTv7wogRmbzN7nIApnE,3,1,,(727) 263-5883,"point_of_interest,establishment",success
9127,YASMINA INC.,,,,,,,not_found
6486,"CARING HEARTS AT WORK LLC
CARING HEARTS AT WORK",ChIJCX6r2ys73YgRBVtinWd7OM4,5,2,http://chandshearts.wixsite.com/homehealth,(863) 440-3125,"health,point_of_interest,establishment",success
9211,Clermont Speech and Language Therapy Center,ChIJCdMYGe6O54gRcJ-rrnXJV44,4.6,20,https://www.clermontspeechlanguage.com/,(352) 432-3960,"health,point_of_interest,establishment",success
10137,Mobility Rehabilitation & Home Healthcare,ChIJ-0ZejYWO54gRe944GKWSD3o,5,432,https://www.mobilityrehabilitation.com/About-Us,(352) 243-4422,"physiotherapist,health,point_of_interest,establishment",success
9112,"SUPREME SENIOR LIVING
AMOY'S CARE & TRANSPORTATION SERVICES",ChIJ5wZaXwWP54gR2tSXUCV96j8,4.3,27,https://www.hunttraceseniorliving.com/,(352) 394-5549,"point_of_interest,health,establishment",success
6972,Brevard Christian Early Intervention Center - 5500 N Cocoa Blvd,ChIJDbYce8yt4IgRKsKVj48Ba4Y,,,http://www.brevardchristianeic.org/,(321) 349-0343,"school,point_of_interest,establishment",success
6061,"BREVARD CO. BOARD CO. COMMISSIONERS
SPACE COAST AREA TRANSIT",ChIJlzEJPd4B3ogRV667amjxO3U,3.8,375,http://www.321transit.com/,(321) 633-1878,"car_rental,point_of_interest,establishment",success
5965,"DR. KRISTA GREENFIELD, PSYD",ChIJKwC4b8imsQ0RX8zHcHEbkv4,,,https://drgreenfield.com/,(321) 345-9809,"health,point_of_interest,establishment",success
9598,Back In Action - Coconut Creek,ChIJ9Vvb-GgD2YgRhhLNAHxGjEc,4.6,32,https://baylifept.com/location/physical-therapy-coconut-creek-fl/,(954) 833-1422,"physiotherapist,point_of_interest,health,establishment",success
9498,Bolduc Physical/Aquatic Therapy & Sports Medicine,ChIJcSy-S1_f2IgReDIUoo6ror8,4.8,26,http://www.bolducpt.com/,(561) 752-3820,"health,point_of_interest,establishment",success
6876,Coconut Creek Therapy - 1315 Lyons Rd,ChIJN50NQJcE2YgRLl4DVayzf68,4.8,44,http://www.coconutcreektherapy.com/,(954) 972-1200,"health,point_of_interest,establishment",success
6395,"ENHANCED LIVING CONSULTANTS, INC
E 7 B ALF, INC",ChIJRbc7pbTY2IgROmNSETEdBoY,5,13,,(561) 939-4929,"point_of_interest,establishment",success
9830,Just for Kidz Therapy - 4903 Nw 55th Blvd,ChIJ__9TOEMb2YgRhct-g5JBZD4,,,https://www.justforkidztherapy.com/,(561) 288-0512,"point_of_interest,health,establishment",success
8439,Posture Police,ChIJF-Vr39ga2YgRmpRkpelWQVI,4.9,30,http://posturepd.com/,(754) 799-8559,"health,point_of_interest,establishment",success
6313,"SCHOTT MEMORIAL CENTER, INC.",ChIJ62VBWFCm2YgRZpaql4Kp0Gc,5,25,https://www.schottcommunities.org/,(954) 434-3306,"church,place_of_worship,point_of_interest,establishment",success
6315,"SPECTRUM LIFE CARE SERVICES, INC.",ChIJPSdpw62n2YgRFgo8Mhk10FE,4.5,8,https://www.spectrumlifecare.com/,(866) 628-8476,"health,point_of_interest,establishment",success
6437,THREE HEARTS ADT LLC,ChIJmYHSj4Wn2YgRTL63W4wKYdQ,4.3,7,,(954) 533-7180,"point_of_interest,establishment",success
9688,Baptist Health Physical Therapy & Rehabilitation | Coral Gables,ChIJ21MBdwDI2YgRgj9vSLmVjhw,4.7,106,https://baptisthealth.net/locations/physical-rehabilitation-centers/baptist-health-physical-therapy-and-rehabilitation---coral-gables?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTIwNTAzMTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(786) 308-2000,"health,point_of_interest,establishment",success
9335,Children In Motion,ChIJYaqzqO_H2YgRAi4ct8qjpgk,4.1,10,http://childreninmotion.net/,(305) 668-3596,"health,point_of_interest,establishment",success
9175,CommuniKids Miami Speech Therapy,ChIJibmuw-my2YgRm2fdWWeO9zo,5,8,https://communikidsmiami.com/,(305) 343-8177,"health,point_of_interest,establishment",success
9614,Coral Gables Physical Therapy,ChIJ0QrHjnW32YgRna54ctU0o1g,4.7,23,https://www.pinecrestpt.com/,(305) 441-5258,"health,point_of_interest,establishment",success
9176,Florida Rehab Professionals,ChIJtSLTeJC32YgR9Lxa1-UHWcM,5,4,https://www.floridarehabspeech.com/,(305) 446-1098,"health,point_of_interest,establishment",success
8823,JAIROS MEDICAL EQUIPMENT,ChIJ3bm1S5m32YgRI3wXbAKjaJM,4.6,24,http://www.jairosmedical.com/,(305) 529-9976,"health,point_of_interest,store,establishment",success
9814,Physical Therapy Now Coral Gables,ChIJYeCaipW32YgRcpHYE7ZEfSU,4.7,113,https://www.physicaltherapynow.com/coral-gables/,(305) 615-1628,"physiotherapist,health,point_of_interest,establishment",success
7995,RIVERA Performance & Recovery,ChIJozfel7i32YgR_NF7K7rrLLQ,5,180,http://www.rivera.biz/,(305) 850-1247,"physiotherapist,health,point_of_interest,establishment",success
9421,Rm Physio miami,ChIJSdDpPbS32YgRRX0nHjYCJ2Q,5,165,http://www.rmphysio.com/,(786) 587-4481,"health,point_of_interest,establishment",success
9613,USA Sports Therapy Coral Gables,ChIJge7KU-7H2YgRbYAIDTmDORA,4.9,118,https://usasportstherapy.com/locations/coral-gables/,(305) 420-5682,"physiotherapist,health,point_of_interest,establishment",success
8459,Adora Care Injury and Wellness Center,ChIJDZi-Bagb2YgRUr3aDlW-Cek,5,111,http://www.adoracarefl.com/,(786) 998-6868,"health,point_of_interest,establishment",success
10289,AIM Rehab Services - Physical Therapy,ChIJ_8HaDXAF2YgRHNhp6TPRPVU,4.8,23,https://aimrehabservices.com/,(754) 702-3704,"physiotherapist,health,point_of_interest,establishment",success
10246,Aspen Rehabilitation,ChIJWZLF7EsF2YgRqcOM4jT8vg0,4.8,135,https://aspenrehab.com/location/physical-therapy-coral-springs-fl/,(954) 799-4895,"physiotherapist,health,point_of_interest,establishment",success
9592,Back To Mind Chiropractic - Coral Springs,ChIJOQDJJg8F2YgRgQL1cIYnRlc,5,296,https://backtomind.com/coral-springs-chiropractor/?utm_source=google&utm_medium=gmb&utm_campaign=seo,(954) 620-7478,"physiotherapist,point_of_interest,doctor,health,establishment",success
8574,Bayview Therapy - Coral Springs,ChIJEZHgzV8b2YgRHo3MxxTFl3s,4.8,18,https://www.bayviewtherapy.com/,(954) 391-5305,"doctor,health,point_of_interest,establishment",success
9594,Bounce Back Physical Therapy,ChIJaX2DaikF2YgRpa1XlL6YBQY,5,104,https://www.bounceback-physicaltherapy.com/,(954) 688-9347,"physiotherapist,health,point_of_interest,establishment",success
8458,Brighter Life Psychiatry,ChIJC5cY938b2YgR0kah4GcF7U4,5,16,https://brighterlifepsychiatry.com/,(786) 453-7956,"point_of_interest,health,establishment",success
8579,Caring Therapists,ChIJKSQ5c18F2YgRczZT-LROcw8,5,3,https://caringtherapists.com/,(954) 378-5381,"health,point_of_interest,establishment",success
9422,Champion Chiropractic,ChIJfbnawz4F2YgRexIHb_XRIkw,5,193,http://championchiropractic.com/,(954) 228-4635,"health,point_of_interest,establishment",success
9440,ChiroCare of Florida Injury and Wellness Centers,ChIJvZZNH6sc2YgRVGrMZxV5P-8,4.9,150,https://chirocareflorida.com/locations/coral-springs/,(954) 951-8009,"health,point_of_interest,establishment",success
9738,"Coastal Wellness Centers, Inc.",ChIJWWNW80sF2YgR79XRjiI2Jac,5,11,https://www.coastalwellnessfitness.com/,(954) 752-2950,"physiotherapist,health,point_of_interest,establishment",success
9974,CORA Physical Therapy Coral Springs,ChIJk3Dcwz4F2YgRa7FOAQ_OrQE,4.8,340,https://www.coraphysicaltherapy.com/location/coral-springs-florida/,(954) 227-3711,"physiotherapist,health,point_of_interest,establishment",success
9318,DACARE ABA CENTER,ChIJeY_8edUb2YgRCuz9nXz0Els,4,16,https://dacare.net/,(954) 228-5616,"health,point_of_interest,establishment",success
7166,Dr. Gs Urgent Care Coral Springs FL,ChIJzZ6NlP0F2YgR3kO9FDpfodU,4.5,1361,https://www.drgsurgentcare.com/locations/coral-springs-fl/,(561) 330-9363,"pharmacy,doctor,health,store,point_of_interest,establishment",success
10052,Extended Kids Care (PPEC),ChIJiShFmakF2YgRghzVhbWOeq8,5,7,https://www.extendedkc.com/,(754) 241-5305,"hospital,health,point_of_interest,establishment",success
9731,Florida Spine & Wellness Group,ChIJ5dmNC84c2YgRYY1vIcTK4QE,4.9,71,http://www.floridaspineandwellness.com/,(954) 466-5323,"health,point_of_interest,establishment",success
9739,FYZICAL Therapy & Balance Center Coral Springs,ChIJi-At134F2YgRuEgUF7mhC-4,4.8,64,https://www.fyzical.com/coral-springs-fl/,(954) 779-4549,"physiotherapist,health,point_of_interest,establishment",success
7174,Genesis Counseling Coral Springs,ChIJT-NDHMsF2YgRF9CKBtYqgyQ,4.7,30,http://www.genesiscounselingflorida.com/,(561) 408-1098,"health,point_of_interest,establishment",success
9226,Grove Communication Therapy - 7650 Live Oak Dr,ChIJq6o6kysb2YgREyN-OlWQvZk,,,http://www.grovecommunicationtherapy.com/contact,(754) 444-1180,"health,point_of_interest,establishment",success
9563,Health Rehab,ChIJETillD8F2YgRsE5BW10BcxQ,4.9,323,http://www.healthrehab.com/,(954) 255-1515,"physiotherapist,health,point_of_interest,establishment",success
7642,Let's Talk Psychiatry,ChIJVVWF1RQF2YgRkI3RgTLEgVI,4.9,33,https://www.letstalkpsychiatry.com/,(954) 546-3142,"hospital,point_of_interest,health,establishment",success
9888,"Mobile Therapy Group, LLC - Coral Springs",ChIJEc5zi5sb2YgR994UjMjv2l0,5,13,https://www.mobiletherapygroup.com/,(561) 461-5343,"health,point_of_interest,establishment",success
9278,Nationwide Therapy Group,ChIJtxxQI9YE2YgRIytuzRnx_eI,5,12,https://www.nationwidetherapygroup.com/,(205) 588-8700,"health,point_of_interest,establishment",success
9300,OTogether - Pediatric Occupational Therapy,ChIJ0dE-2IkF2YgR9CJhh6nJWGA,4.5,8,https://otogether.org/,(954) 408-8145,"health,point_of_interest,establishment",success
9601,Pain Management Physicians of South Florida,ChIJ50Mzi4AF2YgRQ_SEHqjgzE0,4.5,57,https://pmpsf.com/,(954) 975-8233,"physiotherapist,doctor,health,point_of_interest,establishment",success
9392,Pediatric Potentials Therapy,ChIJ0VwalSUb2YgR6yZEKGV0XnY,4.1,13,http://www.pediatricpotentialstherapy.com/,(954) 509-3776,"health,point_of_interest,establishment",success
9679,Physical Therapy Group of Florida - Coral Springs,ChIJawBW95cF2YgRcqrEIG4B1fA,5,86,https://www.physicaltherapygroupofflorida.com/,(754) 309-9194,"physiotherapist,doctor,health,point_of_interest,establishment",success
9802,Physical Therapy Now Coral Springs,ChIJ6SxuZd0b2YgRBWIVznuvL58,4.9,31,https://www.physicaltherapynow.com/coral-springs/,(954) 866-2770,"physiotherapist,health,point_of_interest,establishment",success
10350,PIONEER NURSING SERVICES INC,ChIJ8V7Wb9UE2YgRHh9SjfJrQt8,,,https://www.pioneernursing.com/,(954) 796-0588,"health,point_of_interest,establishment",success
9677,Pohlman Pain Associates,ChIJlVYEOSEF2YgRP36836vrqy4,4.9,325,https://www.pohlmanpainassociates.com/,(754) 209-0289,"physiotherapist,doctor,health,point_of_interest,establishment",success
9425,Priority Medical & Rehab Centers,ChIJD8nrNq8a2YgR-wrbvnQO21Q,4.8,51,http://www.prioritymedicalrehab.com/,(954) 346-5750,"doctor,health,point_of_interest,establishment",success
9207,Professional Speech Associates,ChIJPUA-BSYb2YgRSC_rXlG31RY,4.4,9,http://profspeechcs.com/,(954) 227-8255,"health,point_of_interest,establishment",success
9597,Ruggiero Sports Medicine & Injury Institute,ChIJmdYMQMIa2YgRkwmW0Bviz_k,5,16,http://drnicholasruggiero.com/,(954) 753-3910,"hospital,health,point_of_interest,establishment",success
7584,Select Physical Therapy - Coral Springs - The Walk,,,,,,,not_found
7600,Select Physical Therapy - Coral Springs Sample Road,ChIJRaDIZUoF2YgRdQ8TRRzV14Y,4.9,118,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/coral-springs/coral-springs-sample-road/?ty=xt,(954) 344-7771,"doctor,health,point_of_interest,establishment",success
9590,Smart Fitness,ChIJDTDWZ0oF2YgRFBgWNE_JkqU,5,24,http://www.smartfitcoaching.com/,(954) 610-9160,"physiotherapist,gym,health,point_of_interest,establishment",success
9748,Specific Care Chiropractic - Coral Springs,ChIJLxSarNkF2YgRD3D4WwdpdR0,5,68,https://www.sc-chiro.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing-coral-springs,(239) 369-9109,"physiotherapist,doctor,health,point_of_interest,establishment",success
9589,The Neck and Back Pain Institute,ChIJa5VJsU0F2YgRk4asU5rvC84,4.6,29,http://www.wehelpwhenyouhurt.com/,(954) 575-4045,"point_of_interest,doctor,health,establishment",success
8497,The Spine and Wellness Centers of Coral Springs,ChIJH-vjWQoQ2YgRmiPioFJ45C8,4.9,413,https://www.tsawc.com/,(954) 341-2256,"physiotherapist,point_of_interest,health,establishment",success
10107,"Therapies 4 Kids, Inc.",ChIJgznqDvj92IgRWuVrBrDaZrU,2.5,16,http://www.therapies4kids.com/,(954) 356-2878,"health,point_of_interest,establishment",success
8332,Thriveworks Counseling & Psychiatry Coral Springs,ChIJzR7-y6MF2YgRQhWpBP-F5wg,4.9,125,https://thriveworks.com/coral-springs-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,(561) 771-5838,"doctor,health,point_of_interest,establishment",success
6179,CENTRAL FL CLINIC FOR REHAB.,ChIJzS9wb8pB6IgRHZfzj68tdPo,3.2,23,,(352) 795-4114,"physiotherapist,health,point_of_interest,establishment",success
6197,"CONNEXT CARE
CONNEXT CARE, LLC",ChIJlZFZ8T9w54gR7ngIztInEts,2.2,6,http://www.homecareconnect.com/,(855) 223-2228,"point_of_interest,health,establishment",success
6057,"REST ASSURED HOME CARE, LLC",ChIJfRYFmpjD2YgRzGc3idB2aIs,5,1,http://respitecareservicescutlerbay.com/,(786) 550-5991,"health,point_of_interest,establishment",success
9792,"S.L.B. THERAPY, INC.",ChIJLb6Z2YjD2YgRufqmGJjYm9A,5,1,https://www.slbtherapy.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2275553604647576270,(305) 378-5775,"point_of_interest,health,establishment",success
5794,"TRINITY PHYSICAL THERAPY, INC",ChIJ83UO9CdC8IgRvnlfdH7d_Rs,5,4,,(912) 375-2009,"physiotherapist,health,point_of_interest,establishment",success
6244,"ANGELS UNIQUE, LLC",ChIJ-UvV3FhT3YgRD0me6SrVVAo,3,2,http://www.waiverweb.com/angels_unique.html,(352) 523-1111,"health,point_of_interest,establishment",success
6013,UNDERSTANDING BEHAVIOR FOCUS CENTER,ChIJP3oBJrT5IA0RHv8lK9axm2c,5,6,http://ltpge.com/,(352) 437-3559,"health,point_of_interest,establishment",success
6156,ADVANCED HEALTH PHYSICAL THERAPY INC,ChIJAzrUJ2Go2YgR7OxF7yzd9wQ,5,26,http://www.asptphysicaltherapy.com/,(954) 556-8633,"physiotherapist,health,point_of_interest,establishment",success
9805,CORA Physical Therapy Dania Beach,ChIJZeuQjViq2YgR_-C8ECTTz50,4.6,94,https://www.coraphysicaltherapy.com/location/dania-beach-florida/,(954) 920-5050,"physiotherapist,health,point_of_interest,establishment",success
9310,Florida Hand Therapy & Rehab,ChIJH6KxTEWq2YgRuPcPfIBqUI0,5,114,http://www.floridahandtherapy.com/,(954) 674-2480,"health,point_of_interest,establishment",success
8987,ANGELS OF HOPE HOME CARE LLC,ChIJFR7jFqaj54gR35JqEYjY5Pk,3.9,9,https://angelshomecarefl.com/,(352) 729-5459,"health,point_of_interest,establishment",success
8118,Acquiring Skills Inc,ChIJZ6trRlyo2YgRLDw8VCVkdUg,,,https://www.acquiringskills.com/,(561) 523-2011,"health,point_of_interest,establishment",success
