id,provider_name,phone,website,address1,city,state,zip,latitude,longitude,verified,last_updated,normalized_phone,service_type,accepts_medicaid,accepts_medicare,accepts_florida_blue,accepts_unitedhealthcare,accepts_aetna,accepts_cigna,accepts_tricare,accepts_humana,accepts_florida_healthcare_plans,source,county,rating,user_ratings_total,google_place_id,rating_last_updated,offers_telehealth,offers_peers_program,offers_space_program,offers_social_skills_groups,offers_neuropsych_assessment,offers_tutoring,offers_ef_coaching,offers_parent_coaching,serves_children,serves_teens,serves_adults,offers_telehealth_evidence,offers_peers_program_evidence,offers_space_program_evidence,offers_social_skills_groups_evidence,offers_neuropsych_assessment_evidence,offers_tutoring_evidence,offers_ef_coaching_evidence,offers_parent_coaching_evidence,serves_children_evidence,serves_teens_evidence,serves_adults_evidence,city_clean,zip_text,address2,aba,speech,ot,pt,respite_care,life_skills,residential,church_support,pet_therapy
5642,Central Florida Therapy,(407) 878-7664,http://www.cfltherapy.com/,3440 ST JOHNS PKWY,SANFORD,FL,32771,,,false,2025-10-12 00:00:00,4078787664,"Physical Therapy, Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32771,#1050,false,false,false,false,false,false,false,false,false
5643,Central Florida Therapy Solutions,(386) 532-8255,http://www.centralfloridatherapysolutions.com/,2705 REBECCA LN STE B,ORANGE CITY,FL,32763,,,false,2025-10-12 00:00:00,3865328255,"Physical Therapy, Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32763,,false,false,false,false,false,false,false,false,false
5644,"Central Florida Therapy Solutions, Inc",(407) 260-0551,http://www.centralfloridatherapysolutions.com/,455 W WARREN AVE STE 200,LONGWOOD,FL,32750,,,false,2025-10-12 00:00:00,4072600551,"Physical Therapy, Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32750,,false,false,false,false,false,false,false,false,false
5645,Central Park Grooming,(727) 345-7799,https://www.facebook.com/CentralParkGrooming,7326 CENTRAL AVE,GULFPORT,FL,33707,,,false,2025-10-12 00:00:00,7273457799,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33707,,false,false,false,false,false,false,false,false,false
5646,Centro Medico LLC,(239) 257-1167,https://www.centromedicofl.com/,1425 VISCAYA PKWY,CAPE CORAL,FL,33990,,,false,2025-10-12 00:00:00,2392571167,Physical Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33990,#101,false,false,false,false,false,false,false,false,false
5647,Centrum Health,(305) 571-6292,https://www.centrumhealth.com/,4767 NW 183RD ST,MIAMI GARDENS,FL,33055,,,false,2025-10-12 00:00:00,3055716292,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33055,,false,false,false,false,false,false,false,false,false
5648,Challenges Conquered Counseling Services,(954) 600-9403,http://challengesconqueredcounseling.com/,800 E CYPRESS CREEK RD,OAKLAND PARK,FL,33334,,,false,2025-10-12 00:00:00,9546009403,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33334,SUITE 431,false,false,false,false,false,false,false,false,false
5649,Champion Chiropractic,(954) 228-4635,http://championchiropractic.com/,9768 W SAMPLE RD,CORAL SPRINGS,FL,33065,,,false,2025-10-12 00:00:00,9542284635,Physical Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33065,,false,false,false,false,false,false,false,false,false
5650,Champion Dog Training Center,(954) 748-5423,http://www.championdogtraining.com/,7139 NW 49TH CT,LAUDERHILL,FL,33319,,,false,2025-10-12 00:00:00,9547485423,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33319,,false,false,false,false,false,false,false,false,false
5651,Champion Wellness Centers - Clearwater,(727) 797-9900,https://championwellness.com/location-clearwater-fl,3023 EASTLAND BLVD,CLEARWATER,FL,33761,,,false,2025-10-12 00:00:00,7277979900,Physical Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33761,#101,false,false,false,false,false,false,false,false,false
5652,Chews A Puppy,(407) 439-0440,http://chewsapuppyfl.com/,11167 W COLONIAL DR,OCOEE,FL,34761,,,false,2025-10-12 00:00:00,4074390440,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,34761,,false,false,false,false,false,false,false,false,false
5653,"Cheyne Ranch, Inc.",(407) 205-7744,http://www.cheyneranch.com/,1963 GENOVA DR,OVIEDO,FL,32765,,,false,2025-10-12 00:00:00,4072057744,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32765,,false,false,false,false,false,false,false,false,false
5654,Child & Family Consultants Inc,(321) 768-6800,https://childandfamilyconsultants.com/,1800 PENN ST,MELBOURNE,FL,32901,,,false,2025-10-12 00:00:00,3217686800,"Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32901,,false,false,false,false,false,false,false,false,false
5655,Child & Family Psychologists,(954) 587-7520,http://www.childandfamilypsychologists.org/,12651 W SUNRISE BLVD,SUNRISE,FL,33323,,,false,2025-10-12 00:00:00,9545877520,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33323,,false,false,false,false,false,false,false,false,false
5658,Child Life Therapy LLC,(407) 977-4448,https://www.childlifetherapys.com/,50 WINDSORMERE WY,OVIEDO,FL,32765,,,false,2025-10-12 00:00:00,4079774448,"Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32765,#1000,false,false,false,false,false,false,false,false,false
5659,Child Psychotherapist,(352) 336-2888,http://childpsychotherapist.com/,2121 NW 40TH TERRACE STE B,GAINESVILLE,FL,32605,,,false,2025-10-12 00:00:00,3523362888,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32605,,false,false,false,false,false,false,false,false,false
5660,Child and Adolescent Psychology of Tampa Bay LLC,(813) 252-0635,http://childpsychtampa.com/,14502 N DALE MABRY HWY,TAMPA,FL,33618,,,false,2025-10-12 00:00:00,8132520635,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33618,SUITE 200,false,false,false,false,false,false,false,false,false
5661,Child and Family Therapy Center,(727) 231-1031,https://childtherapiststpete.com/,558 94TH AVE N,SAINT PETERSBURG,FL,33702,,,false,2025-10-12 00:00:00,7272311031,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33702,,false,false,false,false,false,false,false,false,false
5662,Child in Mind Psychological Services,(561) 316-3605,https://childinmindpsych.com/,9123 N MILITARY TRL,PALM BEACH GARDENS,FL,33410,,,false,2025-10-12 00:00:00,5613163605,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33410,#212,false,false,false,false,false,false,false,false,false
5663,ChildGarden Center | Integral Therapy,(561) 909-8980,http://www.childgardens.com/,1028 N FEDERAL HWY,LAKE WORTH,FL,33460,,,false,2025-10-12 00:00:00,,"Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33460,,false,false,false,false,false,false,false,false,false
5664,ChildGarden Center | Integral Therapy,(305) 335-0407,https://www.childgardens.com/,3300 W 84TH ST,HIALEAH,FL,33018,,,false,2025-10-12 00:00:00,3053350407,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33018,UNIT 10,false,false,false,false,false,false,false,false,false
5666,Children In Motion,(305) 668-3596,http://childreninmotion.net/,1450 MADRUGA AVE STE 202,CORAL GABLES,FL,33146,,,false,2025-10-12 00:00:00,3056683596,"Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33146,,false,false,false,false,false,false,false,false,false
5667,Children's Behavior Therapy,(305) 401-5259,http://www.childrensbehaviortherapy.com/,8200 NW 41ST ST,MIAMI,FL,33166,,,false,2025-10-12 00:00:00,3054015259,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33166,SUITE 200,false,false,false,false,false,false,false,false,false
5668,Children's Behavioral Intervention,(561) 410-8225,https://childrensbehavioralint.com/,1601 BELVEDERE RD E-300,PALM SPRINGS,FL,33406,,,false,2025-10-12 00:00:00,,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33406,,false,false,false,false,false,false,false,false,false
5673,Children's Learning Clinic,(850) 645-7423,https://psy.fsu.edu/clc/,FLORIDA STATE UNIVERSITY,PSYCHOLOGY DEPT BLDG,FL,32304,,,false,2025-10-12 00:00:00,8506457423,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32304,,false,false,false,false,false,false,false,false,false
5674,Children's Love Corp,(954) 508-1256,https://childrenslove.care/,2929 E COMMERCIAL BLVD PH-B,FORT LAUDERDALE,FL,33308,,,false,2025-10-12 00:00:00,9545081256,Speech Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33308,,false,false,false,false,false,false,false,false,false
5675,Children's Premier Therapy,(786) 646-2555,http://www.childrenspremiertherapy.com/,10689 N KENDALL DR,MIAMI,FL,33176,,,false,2025-10-12 00:00:00,7866462555,Speech Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33176,SUITE 307,false,false,false,false,false,false,false,false,false
5676,Children's Ranch Therapy,(772) 834-8834,,2293 SW MARTIN HWY,PALM CITY,FL,34990,,,false,2025-10-12 00:00:00,7728348834,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,34990,,false,false,false,false,false,false,false,false,false
5677,Children's Rehab PPEC,(239) 674-7439,https://childrensrehabppec.com/ppec-in-lehigh-acres-fl/,3020 LEE BLVD,LEHIGH ACRES,FL,33971,,,false,2025-10-12 00:00:00,2396747439,"Physical Therapy, Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33971,,false,false,false,false,false,false,false,false,false
5679,Children's Relationship Center,(954) 372-1008,https://www.positivedevelopment.com/states/florida?locale=en,3130 COMMERCE PKWY,MIRAMAR,FL,33025,,,false,2025-10-12 00:00:00,9543721008,"Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33025,,false,false,false,false,false,false,false,false,false
5680,Children's Services Council of Palm Beach County,(561) 740-7000,https://www.cscpbc.org/,2300 HIGH RIDGE RD,BOYNTON BEACH,FL,33426,,,false,2025-10-12 00:00:00,5617407000,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33426,,false,false,false,false,false,false,false,false,false
5681,Children's Therapies Inc,(561) 748-5430,http://www.childrenstherapies.org/,935 MILITARY TRAIL # 102,JUPITER,FL,33458,,,false,2025-10-12 00:00:00,5617485430,"Physical Therapy, Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33458,,false,false,false,false,false,false,false,false,false
5682,"Children's Therapy Associates, Inc.",(941) 756-1003,http://ctaflorida.com/,3911 GOLF PARK LOOP # 105,BRADENTON,FL,34203,,,false,2025-10-12 00:00:00,9417561003,"Physical Therapy, Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,34203,,false,false,false,false,false,false,false,false,false
5684,Chippendale Audiology,(239) 230-3799,https://www.chippendaleaudiology.com/,1224 DEL PRADO BLVD S C,CAPE CORAL,FL,33990,,,false,2025-10-12 00:00:00,2392303799,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33990,,false,false,false,false,false,false,false,false,false
5685,ChiroCare of Florida Injury and Wellness Centers,(954) 951-8009,https://chirocareflorida.com/locations/coral-springs/,6269 W SAMPLE RD,CORAL SPRINGS,FL,33067,,,false,2025-10-12 00:00:00,9549518009,Physical Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33067,,false,false,false,false,false,false,false,false,false
5686,Chiropractic Center of Lakeland,(863) 859-0335,http://cclchiro.com/,2390 GRIFFIN RD,LAKELAND,FL,33810,,,false,2025-10-12 00:00:00,8638590335,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33810,,false,false,false,false,false,false,false,false,false
5687,Christine E. Lynn Rehabilitation Center,(305) 585-9600,https://rehabilitation.jacksonhealth.org/,1611 NW 12TH AVE,MIAMI,FL,33136,,,false,2025-10-12 00:00:00,3055859600,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33136,,false,false,false,false,false,false,false,false,false
5688,Cisco Standard Poodles,(407) 314-7095,https://www.facebook.com/share/1EPQ4KF65t/?mibextid=wwXIfr,1982 FL-44 STE 236,NEW SMYRNA BEACH,FL,32168,,,false,2025-10-12 00:00:00,4073147095,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32168,,false,false,false,false,false,false,false,false,false
5689,City of Pembroke Pines Early Development Center Central Campus,(954) 322-3350,https://www.ppines.com/561/Central-Campus,12200 SHERIDAN ST,HOLLYWOOD,FL,33026,,,false,2025-10-12 00:00:00,9543223350,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33026,,false,false,false,false,false,false,false,false,false
5690,Claunch Animal Hospital,(772) 221-1680,https://gtmaps.top/business/claunch-animal-hospital-88mgxo,665 SW PINE AVE,STUART,FL,34994,,,false,2025-10-12 00:00:00,7722211680,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,34994,,false,false,false,false,false,false,false,false,false
5691,Clawson Speech Therapy,(772) 529-3029,https://clawsonspeechtherapy.com/,1225 SE PORT ST LUCIE BLVD,PORT SAINT LUCIE,FL,34952,,,false,2025-10-12 00:00:00,,Speech Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,34952,,false,false,false,false,false,false,false,false,false
5692,Clear Choice Physical Therapy,(954) 697-9451,http://www.clearchoicept.com/,5975 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,,,false,2025-10-12 00:00:00,9546979451,Physical Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33308,#244,false,false,false,false,false,false,false,false,false
5694,Clear Passage,(352) 336-1433,https://clearpassage.com/,4421 NW 39TH AVE STE 2,GAINESVILLE,FL,32606,,,false,2025-10-12 00:00:00,3523361433,Physical Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32606,,false,false,false,false,false,false,false,false,false
5695,Clearikon Equine Therapy,(386) 287-1527,https://clearikonhealth.com/,13900 TECH CITY CIR,ALACHUA,FL,32615,,,false,2025-10-12 00:00:00,3862871527,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32615,SUITE 400,false,false,false,false,false,false,false,false,false
5696,Clearwater Spine & Rehabilitation,(727) 447-4255,https://www.clearwaterspine.com/?utm_source=google&utm_medium=local&utm_campaign=gmb_listing,2150 CLEVELAND ST,CLEARWATER,FL,33765,,,false,2025-10-12 00:00:00,7274474255,Physical Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33765,,false,false,false,false,false,false,false,false,false
5697,Clermont Speech and Language Therapy Center,(352) 432-3960,https://www.clermontspeechlanguage.com/,700 EAST GRAND HWY,CLERMONT,FL,34711,,,false,2025-10-12 00:00:00,3524323960,Speech Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,34711,,false,false,false,false,false,false,false,false,false
5698,Cleveland Heights Animal Hospital,(863) 646-2995,https://www.pethospital.com/,3710 CLEVELAND HEIGHTS BLVD,LAKELAND,FL,33803,,,false,2025-10-12 00:00:00,8636462995,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33803,,false,false,false,false,false,false,false,false,false
5699,"Clow Integrated Medical Center (formerly, Clow Chiropractic)",(321) 725-8778,https://clowintegratedmedicalcenter.com/,145 PALM BAY RD NE,WEST MELBOURNE,FL,32904,,,false,2025-10-12 00:00:00,3217258778,Physical Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32904,SUITE 120,false,false,false,false,false,false,false,false,false
5700,Coastal Health Institute,(904) 300-2809,https://www.coastalhealthjax.com/,9889 GATE PKWY N STE 303,JACKSONVILLE,FL,32246,,,false,2025-10-12 00:00:00,9043002809,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32246,,false,false,false,false,false,false,false,false,false
5701,Coastal Healthcare Partners - Daytona Beach,(386) 256-3520,https://www.coastalhealthcarepartners.com/,557 HEALTH BLVD UNIT 100,DAYTONA BEACH,FL,32114,,,false,2025-10-12 00:00:00,3862563520,"Physical Therapy, Occupational Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32114,,false,false,false,false,false,false,false,false,false
5702,Coastal Neuropsychology,(727) 265-3494,http://www.coastalneuropsychology.com/,3000 GULF TO BAY BLVD,CLEARWATER,FL,33759,,,false,2025-10-12 00:00:00,7272653494,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33759,STE 300,false,false,false,false,false,false,false,false,false
5703,Coastal Orthopaedic & Sports Medicine Center,(772) 335-5300,http://www.coastal-orthopaedic.com/,7710 S U.S. HWY 1,PORT SAINT LUCIE,FL,34952,,,false,2025-10-12 00:00:00,7723355300,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,34952,,false,false,false,false,false,false,false,false,false
5704,Coastal Pediatric Therapy Center,(904) 372-4070,http://coastaltherapy.net/,2730 ISABELLA BLVD,JACKSONVILLE BEACH,FL,32250,,,false,2025-10-12 00:00:00,9043724070,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32250,#10,false,false,false,false,false,false,false,false,false
5705,Coastal Pediatric Therapy Center - Mandarin,(904) 372-4070,http://coastaltherapy.net/,6100 GREENLAND RD,JACKSONVILLE,FL,32258,,,false,2025-10-12 00:00:00,,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32258,#901,false,false,false,false,false,false,false,false,false
5706,Coastal Psychiatric Urgent Care,(321) 586-5444,http://www.coastalpsych.org/,1335 VALENTINE ST,MELBOURNE,FL,32901,,,false,2025-10-12 00:00:00,3215865444,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32901,,false,false,false,false,false,false,false,false,false
5707,Coastal Veterinary Care,(727) 250-1394,http://coastalvetcaredunedin.com/,971 DOUGLAS AVE,DUNEDIN,FL,34698,,,false,2025-10-12 00:00:00,7272501394,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,34698,,false,false,false,false,false,false,false,false,false
5708,"Coastal Wellness Centers, Inc.",(954) 752-2950,https://www.coastalwellnessfitness.com/,10000 W SAMPLE RD #B,CORAL SPRINGS,FL,33065,,,false,2025-10-12 00:00:00,9547522950,Physical Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33065,,false,false,false,false,false,false,false,false,false
5709,Cobalt Therapy (Expert Voice and Swallow Care),(352) 508-7789,https://cobalttherapy.com/,1599 TROPICAL CT,TAVARES,FL,32778,,,false,2025-10-12 00:00:00,3525087789,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32778,SUITE 4,false,false,false,false,false,false,false,false,false
5710,Cocoa Beach Child Psychology,(321) 282-1475,http://www.cocoabeachpsychology.com/,166 CENTER ST,CAPE CANAVERAL,FL,32920,,,false,2025-10-12 00:00:00,3212821475,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32920,SUITE 231,false,false,false,false,false,false,false,false,false
5711,Coconut Creek Therapy,(954) 972-1200,http://www.coconutcreektherapy.com/,1315 LYONS RD,COCONUT CREEK,FL,33063,,,false,2025-10-12 00:00:00,9549721200,Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33063,,false,false,false,false,false,false,false,false,false
5712,Coconut Grove Animal Clinic,(305) 448-2123,http://www.coconutgroveanimalclinic.com/,3200 GRAND AVE,MIAMI,FL,33133,,,false,2025-10-12 00:00:00,3054482123,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33133,,false,false,false,false,false,false,false,false,false
5713,Collins veterinary services,(813) 752-3035,,4816 W KNIGHTS GRIFFIN RD,PLANT CITY,FL,33565,,,false,2025-10-12 00:00:00,8137523035,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33565,,false,false,false,false,false,false,false,false,false
5714,Coltman & Baughman Physical Therapy,(904) 853-5106,http://www.cbptjax.com/,350 13TH AVE S,JACKSONVILLE BEACH,FL,32250,,,false,2025-10-12 00:00:00,9048535106,Physical Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32250,,false,false,false,false,false,false,false,false,false
