provider_name,phone,city,state,website,has_valid_website,pages_crawled,aba_found,aba_pages,autism_found,autism_pages,pediatric_speech_found,pediatric_ot_found,pediatric_pt_found,therapy_pages,recommendation,notes
Vocational Rehabilitation,(904) 348-2770,Jacksonville,FL,https://rehabworks.org/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"Canopy Counseling & Consulting, LLC",(850) 443-3048,Tallahassee,FL,https://www.canopy-counseling.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Let's Talk About It Holistic Healing,(904) 413-1116,Jacksonville,FL,http://letstalkhh.my.canva.site/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"Self-Compassion Pathways, Inc.",(445) 545-1716,Orlando,FL,https://therapyorlandofl.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
"Ann Storck Center, Inc",(954) 584-8000,Fort Lauderdale,FL,http://annstorckcenter.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"Rayanne Woodruff, SLP",(863) 688-5232,Lakeland,FL,https://www.risimaging.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Applied Behavioral Learning Experiences - Autism - ABA Therapy,(727) 400-4073,Clearwater,FL,http://www.applied-behavioral.com/,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
Jacksonville Program for Adults with Intellectual and Developmental Disabilities (PAIDD),(904) 383-1003,Jacksonville,FL,https://ufhealthjax.org/locations/jacksonville-program-for-adults-with-intellectual-and-developmental-disabilities-paidd,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Jacksonville Speech & Hearing Center,(904) 355-3403,Jacksonville,FL,http://www.shcjax.org/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"LifeWorks Wellness Center, Integrative Medicine and Holistic Medicine Clinic",(727) 604-9715,Clearwater,FL,https://www.lifeworkswellnesscenter.com/?utm_campaign=gmb,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
CDS Family & Behavioral Health Services Inc,(352) 244-0628,Gainesville,FL,http://www.cdsfl.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Area Stage,(305) 666-2078,South Miami,FL,https://www.areastage.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Bright Behavioral Health - Children's ABA Therapy,(786) 478-6937,Jacksonville,FL,https://brightbehaviorhealth.myclickfunnels.com/offer--a610f,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
MD Now Urgent Care - North Cape Coral,(239) 458-6755,Cape Coral,FL,https://www.mymdnow.com/locations/sarasota/north-cape-coral?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Broward House Behavioral Health Center,(954) 568-7373,Fort Lauderdale,FL,http://www.browardhouse.org/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Coastal Mental Health Center,(800) 614-4124,Daytona Beach,FL,http://www.coastalmhc.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Down Syndrome Association of Central Florida,(407) 478-5621,Winter Park,FL,http://www.dsacf.org/,TRUE,5,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 5 pages - no ABA, autism, or pediatric therapy found"
OceanVista Counseling Associates,(386) 449-8600,Ormond Beach,FL,https://oceanvistacounsel.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12162111783729789385,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
"A Time To Change Counseling Center, P.A.",(850) 926-1900,Tallahassee,FL,https://www.atimetochangecounselingcenter.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Insight Psychiatry & Counseling,(904) 274-1423,Jacksonville,FL,https://www.insightpsychiatrycounseling.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Better Care Counseling,(727) 491-3999,Clearwater,FL,http://bettercarecounseling.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
"Child Advocacy Center, Inc.",(352) 376-9161,Gainesville,FL,https://www.childadvocacycentergainesville.org/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Grove Therapy | Carolyn Wheeler-Garcia Licensed Psychotherapist,(305) 904-8813,Miami,FL,https://coconutgrovetherapy.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Serene Mind Counseling + Evaluations,(813) 321-8280,Tampa,FL,http://www.serenemindpsych.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Fashionable Canes,(813) 572-2637,Largo,FL,http://www.fashionablecanes.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"Every Girl Living- Counseling, Coaching, Wellness Consulting, Yoga",(904) 206-8640,Jacksonville,FL,http://www.everygirl-living.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
New Beginning Therapy Center,(786) 536-4399,Hialeah,FL,https://www.activemember.com/newbeginningtherapycenter/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Linda Ray Intervention Center,(305) 243-0066,Miami,FL,https://www.lindaraycenter.miami.edu/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"Perspectives Anew Therapy, LLC",(904) 414-3359,Jacksonville,FL,http://www.perspectivesanewtherapy.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Compass Health Systems,(305) 891-0050,Pembroke Pines,FL,http://www.compasshealthsystems.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Little Puzzles Behavioral Center,(786) 909-8017,Pembroke Pines,FL,https://littlepuzzlesbc.my.canva.site/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Aba Star Therapy,(305) 921-4245,MIRAMAR,FL,https://abastartherapy.com/,TRUE,5,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 5 pages - no ABA, autism, or pediatric therapy found"
"Figure of Speech, LLC",(850) 629-9105,Tallahassee,FL,http://figuresofspeechtherapy.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Embridge Counseling Services,(386) 747-6541,Daytona Beach,FL,http://www.embridgecounselingservices.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
NAMI Palm Beach County,(561) 588-3477,West Palm Beach,FL,http://namipbc.org/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Full Potential Counseling,(904) 204-9308,Jacksonville,FL,http://www.fullpotentialcounseling.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
"Change of Mind, LLC",(772) 284-6030,Port St. Lucie,FL,http://www.mychangeofmind.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Kids L.A.B. Therapy,(786) 509-9669,South Miami,FL,https://www.kidslabtherapy.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Acceptance,(321) 972-4684,Orlando,FL,http://www.acceptfl.com/group-home-contact-us,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Childrenâ€™s Advocacy Center of Southwest Florida,(239) 939-2808,Fort Myers,FL,http://www.cac-swfl.org/,TRUE,5,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 5 pages - no ABA, autism, or pediatric therapy found"
Psych Pro Centers,(561) 844-4452,West Palm Beach,FL,https://psychprocenters.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Adaptive Center,(305) 400-9908,Miami,FL,https://adaptivecenter.net/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
The Arc Jacksonville,(904) 355-0155,Jacksonville,FL,http://www.arcjacksonville.org/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Health and Healing Mental Health Center,(772) 323-0762,Port St. Lucie,FL,https://healthandhealingmhc.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
JC Adult Academy,(813) 278-0367,Tampa,FL,https://downsyndromedaycentertampa.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Consumer Notice,(844) 420-1914,Orlando,FL,https://www.consumernotice.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"Ronald McDonald House Charities of Southwest Florida, Inc.",(239) 437-0202,Fort Myers,FL,https://www.rmhcswfl.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Ability Plus Mental Health Clinic,(850) 966-2145,Tallahassee,FL,https://abilityplusmentalhealthllc.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
SOUTH FLORIDA COUNSELING AND ASSESSMENT - Fort Lauderdale,(954) 332-2323,Fort Lauderdale,FL,http://www.counselingsoflo.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Stoa Life Counseling,(863) 450-6333,Lakeland,FL,https://stoalife.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Seeds of Hope Behavioral Health,(786) 245-4463,Coral Gables,FL,http://seedsofhopebh.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Novaluna Mental Health,(561) 303-0811,West Palm Beach,FL,https://www.novalunamentalhealth.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Autism Mind,(954) 394-7011,Davie,FL,http://www.autismmind.com/,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
Southeastern Therapy Services - Speech Therapy,(850) 727-7928,Tallahassee,FL,http://www.webslp.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
"What's On Your Mind, Inc. / Psychology, Tutoring & Brain Training",(800) 613-6463,Miami Lakes,FL,http://www.woym.net/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Believe Hope Inspire Wellness Services LLC,(850) 450-7223,Tallahassee,FL,https://believehopeinspire.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Thrive Therapy,(239) 963-4367,Fort Myers,FL,https://www.thrive-therapy.org/locations/fort-myers-fl/,TRUE,5,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 5 pages - no ABA, autism, or pediatric therapy found"
National Alliance For Eating Disorders,(561) 841-0900,West Palm Beach,FL,http://www.allianceforeatingdisorders.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Disability Experts of Florida,(855) 777-0455,Spring Hill,FL,http://www.disabilityexpertsfl.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Alternative Speech and Swallowing Solutions,(407) 986-1099,Daytona Beach,FL,http://www.alternativespeech.com/contact-us-swallowing-exercises/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Early Steps,(850) 921-0772,Tallahassee,FL,http://www.floridahealth.gov/programs-and-services/childrens-health/early-steps/index.html,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"Looking Forward Counseling, LLC",(386) 310-4043,Port Orange,FL,https://lookingforwardcounseling.clientsecure.me/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Walk with Hope,(863) 777-9184,Lakeland,FL,https://walkwithhope.net/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
New beginning behavior therapy center,(786) 385-5347,Hialeah,FL,http://newbehaviourtherapy.com/,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
Damron Counseling,(850) 290-2211,Tallahassee,FL,https://www.damroncounseling.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2555425203947103637,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Maven in Behavior,(305) 586-2953,South Miami,FL,https://maveninbehavior.com/,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
ABC Mental Health & Relationship Counseling,(863) 397-3240,Lakeland,FL,http://www.abcmentalhealthcounseling.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Success 4 Kids & Families,(813) 490-5490,Tampa,FL,https://www.s4kf.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Miami Speech Institute LLC,(786) 460-1595,Coral Gables,FL,http://www.miamispeechinstitute.com/,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
"Experience Matters Counseling, LLC",(561) 888-9500,Port St. Lucie,FL,https://www.experiencematterscounseling.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"FAAST, Inc",(850) 487-3278,Tallahassee,FL,http://www.faast.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Onyx Behavioral Health,(888) 242-5716,Port St. Lucie,FL,https://onyxbh.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Laurenâ€™s Kids,(786) 288-5045,Hollywood,FL,http://laurenskids.org/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Florida Healthcare System,(239) 317-0265,Cape Coral,FL,https://hcsflorida.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Florida Learning Disabilities Research Center,(850) 645-7428,Tallahassee,FL,https://fldrc.fsu.edu/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Capernaum Medical Center,(863) 232-4323,Lakeland,FL,http://cmcwecare.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"ResCare Community Living- Gainesville, FL",(352) 378-2040,Gainesville,FL,https://rescarecommunityliving.com/location/rescare-community-living-gainesville-florida/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"Restorative Integrations, Fort Lauderdale EMDR Therapy",(954) 738-1698,Fort Lauderdale,FL,https://www.restorativeintegrations.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Health First Behavioral Wellness,(321) 434-7604,Melbourne,FL,https://hf.org/healthcare-home/behavioral-health/mental-health-services,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
I-BOS Counseling Center,(239) 443-6385,Cape Coral,FL,http://www.iboscounseling.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"The Helping Place, LLC/PTSD Solutions Therapy",(954) 455-0388,Coral Springs,FL,http://www.ptsdsolutionstherapy.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Counseling-Therapy New Smyrna-Port Orange Daytona,(386) 416-9767,Port Orange,FL,https://counseling-therapy.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Center For Independent Living,(954) 722-6400,Lauderdale Lakes,FL,http://www.cilbroward.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
SILVER LINING COUNSELING,(863) 607-6088,Lakeland,FL,https://silverliningfl.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Main Street Children's Dentistry and Orthodontics of Miami Beach,(305) 707-0028,Miami Beach,FL,https://www.mainstreetsmiles.com/dentist-office/miami-beach-fl-33140?utm_source=Google&utm_medium=KnowledgePanel&utm_campaign=Website,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Zaxbys Chicken Fingers & Buffalo Wings,(850) 383-4301,Tallahassee,FL,https://www.zaxbys.com/locations/fl/tallahassee/2319-n-monroe-st/?utm_source=local&utm_medium=organic&utm_campaign=fb,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Ascend Mind and Body,(863) 510-2624,Lakeland,FL,https://ascendfl.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Behavioral Health Centers,(772) 837-5595,Port St. Lucie,FL,http://behavioralhealth-centers.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Family Life Counseling Center,(352) 708-6283,Lakeland,FL,https://www.familylifecounselingcenter.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Aspire Health Partners - Oasis Adolescent Center (OAC),(407) 846-5294,Orlando,FL,https://aspirehealthpartners.com/programs-and-services/program-details/27/Oasis-Adolescent-Campus,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
"Emerald Hills Hand Therapy, LLC",(754) 201-1340,Hollywood,FL,http://www.handtherapy.healthcare/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"Multilingual Psychotherapy Centers, Inc",(561) 712-8821,West Palm Beach,FL,https://www.mpcipbc.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
NeuroSpa,(813) 605-1122,Lakeland,FL,https://www.neurospamentalhealth.com/locations/lakeland/?utm_source=GMB%20-%20Lakeland&utm_medium=Organic,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"Red Hills Counseling Center, Inc.",(850) 404-2159,Tallahassee,FL,http://redhillscounselingcenter.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Yes of America United Inc,(813) 420-7708,Tampa,FL,https://www.yesunited.org/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
The Front Porch,(386) 244-7763,Daytona Beach,FL,https://frontporch.support/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Kris Parker and Associates,(772) 224-2125,Port St. Lucie,FL,http://www.krisparkerandassociates.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Behavioral Health Centers,(772) 202-5830,Port St. Lucie,FL,http://behavioralhealth-centers.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Advanced Behavioral Care,(321) 622-3222,Palm Bay,FL,http://www.advancedbehavioralcare.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
A-T Childrens Project,(800) 543-5728,Coconut Creek,FL,http://www.atcp.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Gulf Wind Counseling,(850) 597-7833,Tallahassee,FL,http://www.gulfwindcounseling.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
The ART of Healing Jacksonville,(904) 236-8344,Jacksonville,FL,http://www.theartofhealingjax.com/contact,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Medical Psychology Center,(386) 672-9250,Ormond Beach,FL,http://medpsychcenter.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
