# ABA INDIVIDUAL REVIEW - records whose domain appears exactly once in the shortlist,
# plus 2 records that have no domain at all (ids 6326, 6338 - matched by phone only).
# Source: curation/aba_shortlist_2026-08-18.csv (424 rows). Generated 2026-08-18.
#
# One row = one organization. The excerpt is that organization's own website text, so it is
# adjudicable as-is in most cases. Fill keith_verdict with Y or N.
#
# needs_website - open the site regardless of what the excerpt says:
#   EMPTY-EXCERPT  flag is true but no evidence text was stored
#   NAME-ARTIFACT  excerpt is the literal string #NAME? (spreadsheet corruption)
"id","name","canonical_city","services","aba_flag","aba_excerpt","domain","join_method","needs_website","keith_verdict","keith_note"
"7433","ABA Growth & Connection","MIAMI LAKES","life-skills|aba|parent-coaching","TRUE","ABA Growth & Connection | ABA therapy top of page ABA Growth & Connection Miami Dad","abagrowthandconnection.com","both","","",""
"7294","ABA Therapy | Applied Behavior Analysis | MGM Behavioral","MIAMI LAKES","aba|ados-testing|virtual-therapy","TRUE","","mgmbehavioral.com","both","EMPTY-EXCERPT","",""
"8902","Angels Reach Foundation","MIAMI LAKES","music-therapy|aba|occupational-therapy","TRUE"," Clinical therapies include Speech/Language, Occupational, Sensory Integration, ABA/Behavior Therapy, Developmental Play, Socio-Relational, Mental Health Counseing","angelsreach.org","both","","",""
"6654","ASM Therapy","MIAMI LAKES","aba","TRUE","i Lakes, FL, USA top of page Helping Your Child Reach Their Full Potential with ABA Therapy Evidence-Based Interventions for Meaningful and Lasting Behavioral Impr","asmtherapy.com","both","","",""
"7009","Beautiful Minds ABA","MIAMI LAKES","aba","TRUE","","ababeautifulminds.com","both","EMPTY-EXCERPT","",""
"6980","Creative Kids Therapy Inc - ABA THERAPY","MIAMI LAKES","life-skills|feeding-therapy|speech-therapy|aba|physical-therapy|occupational-therapy","TRUE"," children with feeding dificulties. LEARN MORE Behavior Therapy Specializing in ABA Therapy helping children & teens with ASD, ADHD and other behavior therapy need","creativekidstherapy.net","both","","",""
"8998","Roar Counselor & Behavior Therapy","MIAMI LAKES","life-skills|aba","TRUE"," ROAR COUNSELOR & BEHAVIOR THERAPY Start Now! Pathways to Progress: Specialized ABA therapy for Unique Minds We are dedicated to serving children with Autism (ASD)","roarcbt.com","both","","",""
"6879","Special Heart Behavioral Center","MIAMI LAKES","aba","TRUE","ABA Therapy Services for Children | Special Heart Behavioral Therapy Our services O","specialheartbehavioral.com","both","","",""
"6915","Witty Children Behavior Therapy","MIAMI LAKES","aba","TRUE","relationships in society. Transform lives through compassionate, evidence-based ABA therapy designed to promote independence, meaningful social engagement, and lif","wittychildrenbehavior.com","both","","",""
"8898","Possibilities Behavioral Services LLC","MIAMI SPRINGS","aba","TRUE"," you might need to navigate the Applied Behavior Analysis field. You might need ABA therapy services, know more about the field, or become a change agent working a","possibilitiesbehavioralservices.com","both","","",""
"7023","Smart Behavior Therapy","MIAMI SPRINGS","life-skills|aba","TRUE","rapy, we are dedicated professionals specializing in Applied Behavior Analysis (ABA) therapy for children with Autism and other developmental disabilities or diagn","smartbehaviortherapy.com","both","","",""
"7275","The Behaviorists","MIAMI SPRINGS","aba","TRUE","Applied Behavior Analysis (ABA Therapy) | The Behaviorists top of page Our mission is to provide individualize","the-behaviorists.com","both","","",""
"6733","Blooming Behavioral Health","MIRAMAR","aba","TRUE","7 STE 344 Miramar, FL 33023 Facebook-f Instagram Youtube Home Home Home What is ABA? Applied Behavior Analysis (ABA) is a therapy based on the science of learning ","blooming-aba.com","both","","",""
"7049","Children’s Therapy World","MIRAMAR","aba|virtual-therapy","TRUE","ADHD, and related disorders. Using the principles of Applied Behavior Analysis (ABA), Our team provides the tools and the behavioral support necessary to ensure ea","childrenstherapyworldaba.com","both","","",""
"7352","Inara Health - ABA Agency","MIRAMAR","life-skills|aba|speech-therapy|parent-coaching","TRUE","","inarahealth.org","both","EMPTY-EXCERPT","",""
"7240","Spectrum Therapy Care ( ABA )","MIRAMAR","speech-therapy|aba|occupational-therapy","TRUE","ow Instagram page opens in new window YouTube page opens in new window Services ABA Therapy ABA Facts Frequently Asked Questions References Careers About us Contac","spectrumtherapycare.com","both","","",""
"8800","Applied Behavior Solutions LLC","NORTH MIAMI BEACH","aba","TRUE","Home - Applied Behavior Solutions, LLC ABS has locations in Homestead, Florida City, Miami and Ft Laude","appliedbehavior.net","both","","",""
"7024","Precision ABA Therapy","NORTH MIAMI BEACH","life-skills|aba|parent-coaching","TRUE","Precision Family Therapy ABA Therapy (305) 749-5454 ABA Therapy Tailored For Your Child To Thrive Our Servic","precisionfamilytherapy.com","both","","",""
"6030","ABA Alliance Therapy, Orlando - Clinic, Home, School, Community","ORLANDO","aba","TRUE","","therapyabaalliance.com","both","EMPTY-EXCERPT","",""
"8799","Attain, Inc.","ORLANDO","life-skills|aba","TRUE","ome provide the support necessary to make these choices achievable implementing ABA techniques. Each home is as unique as the people who live there. Attain, Inc. t","myattain.org","both","","",""
"7325","Camen Behavioral Services, LLC","ORLANDO","aba","TRUE","ide personalized, high-quality behavior analysis services. We strive to provide ABA with compassion, and we have created a practice that we believe in. Camen Behav","wearecamen.com","both","","",""
"7223","Early ABA","ORLANDO","aba","TRUE","Early ABA | Exploring Minds, Welcome to Early ABA Founded in 2019 by individuals who reco","earlyaba.com","both","","",""
"6353","Fataj Transition & Learning Center LLC","ORLANDO","aba","TRUE","Referral Form Now Or learn more about how we bridge the gap Looking for quality ABA therapy you can trust? Welcome to FaTaj Transition & Learning Center, where we ","fatajtlc.com","both","","",""
"6947","FoundArt Academy, Inc. (ABA Services)","ORLANDO","aba","TRUE","ABA Therapy | FoundArt Academy | Doral top of page Welcome to FoundArt Academy Appl","foundart.org","both","","",""
"6881","Hidden Potential Florida, LLC","ORLANDO","aba","TRUE","Hidden Potential ABA | Counseling & Mental Health Central Florida Applied Behavior Analysis Hidden P","hiddenpotentialflorida.com","both","","",""
"6767","Indigo Kids Behavioral Learning, LLC","ORLANDO","aba","TRUE","Indigo Kids Behavioral Learning LLC | Orlando, FL | Low Country of SC | ABA top of page INDIGO KIDS BEHAVIORAL LEARNING Family Centered Behavior Analysis T","indigokidsbehavior.com","both","","",""
"9120","LifeSkills ABA","ORLANDO","aba","TRUE","LifeSkills ABA | ABA Therapy for children with Autism LifeSkills ABA Guiding Growth, Inspiring","abaforlifeskills.com","both","","",""
"7310","Lodestone Academy","ORLANDO","life-skills|aba","TRUE","nalytic provider of school services, social skills training, and much more. 1:1 ABA therapy services are also provided through a sister company, JKP Analysts. Lode","lodestoneacademy.org","both","","",""
"8874","OCA","ORLANDO","life-skills|aba","TRUE","lorida special needs community. Therapy Programs OCA’s therapy programs provide ABA and mental health services in home, school, clinic, and community setting—using","gooca.org","both","","",""
"7527","Pieces Behavioral Group","ORLANDO","aba","TRUE","r, and individualized plans to support your child's development and growth. Get ABA Therapy Become An RBT Consultation Our Mission At Pieces Behavioral Group, we u","mypieces.org","both","","",""
"9001","Prodigy Autism Center","ORLANDO","life-skills|aba","TRUE","ism Centers Skip to content Home Warren 2024-06-13T01:16:26+00:00 Compassionate ABA Therapy for Children Prodigy provides young children impacted by autism with ce","prodigyautism.com","both","","",""
"6644","Quest Kids Academy","ORLANDO","aba","TRUE","py Helping children and teens achieve their dreams and goals. 3 Specializing in ABA therapy for children and teens with autism and other developmental disabilities","questkids.org","phone","","",""
"10351","Santiago & Friends | Family Center For Autism","ORLANDO","speech-therapy|occupational-therapy|physical-therapy|respite-care|residential-program","TRUE"," for your child with Autism can feel like a never ending game of Alphabet Soup. ABA. IEP. ASD. SI, OT…. as you know, the list goes on and on. At Santiago & Friends","santiagoandfriends.com","both","","",""
"8936","Stepping Forward ABA LLC","ORLANDO","aba|parent-coaching","TRUE","Stepping Forward ABA Empowering growth through ABA therapy Empowering growth through ABA therapy Emp","steppingforwardaba.com","both","","",""
"6696","Sunshine ABA","ORLANDO","aba","TRUE","Sunshine ABA | Best Home & School Based ABA Therapy | Orange County, FL, USA top of page STO","sunshine-aba.net","both","","",""
"7054","Adapt Behavioral Services","ORMOND BEACH","aba","TRUE"," primarily on parent training--via telehealth, in home, or in-office. In-school ABA therapy and consultation may also be provided in conjunction with family-based ","adapt-fl.com","both","","",""
"8873","Lighthouse Behavioral Health, LLC","ORMOND BEACH","aba","TRUE","e Behavioral therapy (TF-CBT) Behavior-Based Therapy Applied Behavior Analysis (ABA) Cognitive Behavioral Therapy (CBT) Learn More “ The secret of change is to foc","lighthousebh.net","both","","",""
"7101","Therapeutic Foundations, LLC - 555 W Granada Blvd","ORMOND BEACH","life-skills|parent-coaching|aba","TRUE","dations Therapeutic Foundations Therapeutic Foundations Therapeutic Foundations ABA Therapy based services our mission Therapeutic Foundations provides behavioral ","therapeuticfoundations.com","both","","",""
"7337","Building Blocks Applied Behavioral Services, Inc","PALM BAY","aba","TRUE","#NAME?","bba-bs.com","both","NAME-ARTIFACT","",""
"7389","Eastern Florida Autism Center - 1320 Culver Dr Ne","PALM BAY","","TRUE","ndividualized programs designed on the principles of Applied Behavior Analysis (ABA Therapy) and Skinner's Analysis of Verbal Behavior (VB). We focus on the develo","efac15.com","both","","",""
"8568","Kaleidoscope Interventions","PALM BAY","aba","TRUE","rship with Kaleidoscope Interventions provides students with priority receiving ABA therapies through early intervention, in-school services, and parent training. ","thepiecefits.com","phone","","",""
"6948","ABA Therapy Solutions, LLC","PALM CITY","aba","TRUE","","abasolutions.org","both","EMPTY-EXCERPT","",""
"6979","D&D Behavior Therapy's Kings","PALM SPRINGS","aba","TRUE","gs D&D Behavior Therapy Kings Providing personalized Applied Behavior Analysis (ABA) services to stimulate, inspire, and enrich your loved ones. Get Started D&D Be","ddbehaviortherapykings.com","both","","",""
"7385","Living Soul Autism and ABA","PALM SPRINGS","speech-therapy|aba","TRUE","Living Soul LLC – Personalized ABA Therapy and Mental Health Support ABA Therapy – Living Soul LLC Living Soul LLC","livingsoulllc.com","both","","",""
"7284","Aba Star Therapy","PEMBROKE PARK","aba|parent-coaching|life-skills","TRUE","","abastartherapy.com","both","EMPTY-EXCERPT","",""
"7151","AA Mental Health Services Inc","PEMBROKE PINES","life-skills|aba|occupational-therapy|support-groups","TRUE","ABA Therapy ABA Therapy We empower individuals through personalized ABA therapy, fo","aamentalhealthservicesinc.com","both","","",""
"8809","Behavioral Initiatives, LLC","PEMBROKE PINES","aba|ados-testing","TRUE","ABA Services | Applied Behavior Analysis × Menu Quality ABA Professionals Providing","behavioralinitiatives.com","both","","",""
"6738","BG Clinical Intervention, LLC","PEMBROKE PINES","aba","TRUE","BG Clinical Intervention, LLC | ABA | Florida, USA top of page EMBRACE CHANGE Dedicated to enhancing our client's w","bgclinicalintervention.com","both","","",""
"7067","Blue Minds LLC","PEMBROKE PINES","aba","TRUE","Blue Minds | ABA Autism Therapy | Pembroke Pines, Fl, USA top of page CDE ABA Therapy CDE 1/2 Al","bluemindsllc.com","both","","",""
"7042","Evolving Minds Together","PEMBROKE PINES","life-skills|feeding-therapy|support-groups|group-therapy|parent-coaching|aba","TRUE","Aba Therapy For Children | Evolving Minds Together | Pembroke Pines top of page Chi","evolvingmindstogether.com","both","","",""
"6033","SPECIAL EDUCATION ADVOCACY SERVICES, LLC","PEMBROKE PINES","aba","TRUE","ech and language sessions, occupational therapy, and Applied Behavior Analysis (ABA)—all aimed at helping Bryan gain communication skills and independence. Navigat","yselaheim.com","both","","",""
"7342","Step Forward ABA","PEMBROKE PINES","aba","TRUE","","stepforwardaba.com","both","EMPTY-EXCERPT","",""
"8782","Broward Behavioral Llc","PLANTATION","aba","TRUE"," 2025 Broward Behavioral - All Rights Reserved. Powered by Broward Behavioral - Aba Services, Autism Aba Special Needs Home Mission Vision Contact Us Espanol Blog ","browardbehavioral.net","both","","",""
"10250","Great Strides Rehabilitation- Port Orange, FL - 3890 Turtle Creek Dr","PORT ORANGE","","TRUE","sical Therapy Pediatric Occupational Therapy Pediatric Speech Therapy Pediatric ABA Therapy Pediatric Music Therapy Feeding Therapy Compliance Corner Standards of ","greatstridesrehab.com","phone","","",""
"6987","Strategies Inc. Applied Behavior Analysis","PORT ORANGE","aba|ados-testing|parent-coaching","TRUE","Strategies Inc ABA Skip to main content Skip to footer Comprehensive ABA Therapy We offer a profes","strategiesincaba.com","both","","",""
"9110","ABA Therapy of St Lucie","PORT ST. LUCIE","aba|life-skills|executive-function-coaching|parent-coaching","TRUE","ABA therapy for children diagnosed with Autism Spectrum Disorder. What is ABA? Appl","abatherapypsl.com","both","","",""
"8827","Bright Future ABA Solutions","PORT ST. LUCIE","aba","TRUE","","brightfutureabasolutions.com","both","EMPTY-EXCERPT","",""
"7497","Caring Hearts of the Treasure Coast","PORT ST. LUCIE","respite-care","TRUE","We are here to support you and your family on your journey to a healthier life. ABA SERVICES ABA Clinic Service Description Coming Soon we are excited to begin wor","caringheartsbehavioralhealth.com","both","","",""
"7029","It Takes A Village ABA","PORT ST. LUCIE","speech-therapy|aba|ados-testing|parent-coaching","TRUE","ABA Therapy Florida | It Takes A Village ABA Skip to content Get Started! Welcome T","ittakesavillageaba.com","both","","",""
"6660","Leaders Behavior ABA & Counseling, LLC","PORT ST. LUCIE","aba|group-therapy|support-groups|parent-coaching","TRUE","EQUEST SERVICE JOIN OUR TEAM REQUEST SERVICE JOIN OUR TEAM The Leaders Behavior ABA & Counseling, LCC MISSION To improve the quality of life with the most empathet","leadersabatherapy.com","both","","",""
"7422","Family Therapy & Behavior Services LLC.","RIVIERA BEACH","aba","TRUE","the puzzle together Let us find the right Registered Behavioral Technicians and ABA services for you See Services ABOUT US We connect patients with the personalize","familytherapybehavior.com","both","","",""
"10358","My Favorite Therapists - Royal Palm Beach","ROYAL PALM BEACH","","TRUE","West Palm Beach ABA Therapy Center for Children with Autism Effective ABA Therapy Services | West P","myfavoritetherapistswestpalmbeach.com","both","","",""
"6031","Family Love And Health Inc - 11141 County Line Rd","SPRING HILL","","TRUE","ove and Health (786) 273-0454 Unlocking Potential, One Milestone at a Time with ABA Therapy Unlocking Potential, One Milestone at a Time with ABA Therapy Unlocking","familyloveandhealth.com","both","","",""
"7431","Powerful Principles, LLC-Child Therapy Near Stuart","STUART","aba","TRUE","ents with developmental and cognitive disabilities. Leveraging her knowledge of ABA and mental health, she utilizes evidence-based approaches such as CBT, mindfuln","powerfulprinciples.org","both","","",""
"7413","Asperger Friends","TALLAHASSEE","speech-therapy|support-groups","TRUE","ng new systems Cutting new pipes Fixing toilets and appliances. Article Source: Applied Behavior Analysis Program Aspergers and bullying in the workplace | Patrons Choice Jobs ","aspergerfriends.org","both","","",""
"6921","Bryter Way, A.B.A.","TALLAHASSEE","aba","TRUE","enced and qualified team of therapists dedicated to evidence-based practices in ABA therapy. Flexibility Flexibility in service delivery settings (office, schools,","bryterwayaba.com","both","","",""
"7479","Cayer Behavioral Group","TALLAHASSEE","life-skills|aba|occupational-therapy|parent-coaching","TRUE","imed at delivering scientifically sound, one-on-one, Applied Behavior Analysis (ABA) therapy. Children attending will have access to one-on-one specialized therapy","cayerbehavioral.com","both","","",""
"8991","Damron Counseling - 738 E Park Ave","TALLAHASSEE","","TRUE"," therapy (CBT) is defined as psychotherapy that combines cognitive therapy with behavior therapy by identifying faulty or maladaptive patterns of thinking, emotional response,","damroncounseling.com","both","","",""
"7473","Engage Behavioral Health","TALLAHASSEE","aba|speech-therapy|physical-therapy|occupational-therapy","TRUE","ams are comprehensive individually, but are transformative together. Learn More ABA Services Collaboration with teachers, school staff, and parents are central to ","engagebehavioralhealth.com","both","","",""
"7152","The Arc of Florida","TALLAHASSEE","life-skills","TRUE","y , located in Clearwater, has an opening for a Registered Behavior Technician (RBT) to join their Behavior Team. To read the full description and to apply, click ","arcflorida.org","both","","",""
"6545","The Orchard ABA LLC","TALLAHASSEE","aba","TRUE","Autism Therapy | Florida Alabama Georgia | Orchard ABA top of page Home: Welcome Welcome to the Orchard &QUOT;I WANT TO GIVE EVERY CHI","orchardaba.com","both","","",""
"6632","ABA Therapy Hillsborough - Positive Behavior Health Developments - Autism & ADHD Specialists","TAMPA","aba","TRUE","ABA Therapay Near Me | Autism Specialists | top of page BE A PART OF OUR TEAM... BC","pbhd.health","both","","",""
"7417","ABC Behavioral Services","TAMPA","life-skills|aba","TRUE","ABC Behavioral Services – A professional ABA therapy business offering services, referral templates, employee application/do","abcbehavioralservices.com","both","","",""
"6799","Achieve Behavior","TAMPA","aba","TRUE","lping you and your loved one achieve success through Applied Behavior Analysis (ABA). We will address each aspect of your child’s life to systematically improve yo","achievebehavior.com","both","","",""
"10343","Autism Acceptance Center","TAMPA","respite-care","TRUE","ages with autism. We provide Occupational Therapy, Speech/Language Therapy, and ABA within our clinic for individuals 14 and older, as well as home-based therapies","aastampa.org","both","","",""
"6909","Blue Peninsula ABA Inc.","TAMPA","aba","TRUE","Blue Peninsula ABA | Behavior Analysis & Mental Health Services Skip to content “At Blue Peninsula","bluepeninsulaaba.com","both","","",""
"8725","Bridges Behavioral Wellness/Psychology Group of Tampa Bay","TAMPA","parent-coaching","TRUE"," working with your child is to increase their ability to function independently ABA for Problem Behavior We are experts in working with children and adolescents wi","behavioralhealthtampa.com","both","","",""
"8813","Bright days behavior","TAMPA","aba","TRUE","Services | Bright Days Behavior top of page Services Bright Day Behavior offers ABA Therapy ABA therapy aims to enhance targeted behaviors by establishing a consis","brightdaysbehavior.com","both","","",""
"8837","Butterfly Effects - ABA Therapy for Autism","TAMPA","aba","TRUE","ABA Therapy Center in Tampa, FL | Butterfly Effects Autism treatment About autism O","butterflyeffects.com","both","","",""
"8888","Decker Therapy Services","TAMPA","feeding-therapy|speech-therapy|occupational-therapy|aba","TRUE","elf-care Visual-Perception Applied Behavior Analysis Applied Behavior Analysis (ABA) is an evidence-based treatment that aims to improve social, communication and ","deckertherapyservices.org","both","","",""
"6985","Florida Autism Center of Excellence (F.A.C.E.)","TAMPA","aba|support-groups","TRUE","tent Skip to menu Where Hope Meets Success FACE is Tampa’s leading Tuition-Free ABA Center School, serving children and young adults with autism by educating our s","faceprogram.org","both","","",""
"5841","General Behavior Analysis","TAMPA","aba","TRUE","Behavior Analysis for kids Tampa | General Behavior Analysis ABA Therapy | Behavioral Therapy in FL Our Services ABA Therapy Initial Evaluations","generalbehavioranalysis.org","both","","",""
"7341","Hand In Hand Behavior Therapy","TAMPA","life-skills|aba|parent-coaching","TRUE","nterventions based on the practice and principles of Applied Behavior Analysis (ABA) Our Core Values Ethics All decision made by behavior analysts must follow the ","hihbehaviortherapy.com","both","","",""
"6753","I Can Grow ABA Therapy INC","TAMPA","aba","TRUE","Home | I Can Grow ABA Therapy top of page Welcome to I Can Grow Our mission is to deliver ethical, ev","icangrowabatherapy.com","both","","",""
"5822","Kyo Autism Therapy","TAMPA","aba","TRUE","ABA Therapy in Tampa, FL | In-Home & School-Based Programs | Kyo Kyo is now serving","kyocare.com","both","","",""
"7201","Little Blue Bees Behavior Therapy","TAMPA","aba","TRUE"," BCBS FL PPO BCBS FL myBlue HMO Humana Tricare Optum Insurance Network AVMED FL ABA Network United Healthcare FL ABA Network Oscar Health Plan ABA Network If you h","littlebluebeesbehaviortherapy.com","both","","",""
"6997","Prestige Behavior Therapy","TAMPA","life-skills|aba|support-groups|parent-coaching","TRUE","ionate Care for Your Child’s Growth. Getting Started Applied Behavior Analysis (ABA) Evidence-based interventions tailored to each child’s unique needs, promoting ","prestigebehaviortherapy.com","both","","",""
"7464","Tampa Kids Therapy","TAMPA","life-skills|feeding-therapy|group-therapy|executive-function-coaching|aba|ados-testing|physical-therapy|occupational-therapy|parent-coaching","TRUE","h meaningful, fun learning and developmental activities! OCCUPATIONAL THERAPY & ABA SERVICES Encouraging developmental and emotional skills needed for success with","tampakidstherapy.com","both","","",""
"8853","The Little Years Therapy Co.","TAMPA","feeding-therapy|speech-therapy|virtual-therapy|parent-coaching|aba","TRUE","ional consults: (collaborating with interdisciplinary members of patients care; ABA, OT, PT, physician, etc.) Starting at $50 Length determined on individual needs","thelittleyearstherapyco.com","both","","",""
"6626","Transforming Treasures","TAMPA","aba","TRUE","CONTACT US What is needed to start aba treatment? -Referral from a Neurologist and/or Primary Care Physician PCP inclu","transformingtreasures.com","both","","",""
"5829","ABA Therapy - Hope Center For Behavior Change, Inc.","WEST PALM BEACH","aba","TRUE","Hope Center for Behavior Change | ABA Therapy and Autism Care in Florida Skip to content Menu Florida’s Trusted ABA T","hopecenterforbehaviorchange.com","both","","",""
"9047","ABA Therapy Center by Lucio and Lucas Corp","WEST PALM BEACH","aba|support-groups","TRUE","cas Corp Skip to content Lucio & Lucas Corp is a therapy agency specializing in ABA therapies where children begin their journey toward growth and development. Cal","lucioandlucas.com","both","","",""
"6764","ABA Therapy of Palm Beach","WEST PALM BEACH","aba|speech-therapy|occupational-therapy|music-therapy|parent-coaching|ados-testing","TRUE","ABA Therapy of Palm Beach ABA Therapy of Palm Beach ABA Therapy of Palm Beach is a ","abatherapyofpalmbeach.com","both","","",""
"7387","Autism ABA Monarch Behavior Analysis LLC - Autism Therapy - 2711 Exchange Ct","WEST PALM BEACH","tutoring|life-skills|aba","TRUE","","monarchbehavior.com","both","EMPTY-EXCERPT","",""
"8862","Behavior Associates, Inc. - WPB","WEST PALM BEACH","life-skills|aba","TRUE","Behavior Associates, Inc. | ABA Therapy top of page Welcome to Behavior Associates! Your Partners in Changing B","behaviorassociates.org","both","","",""
"7412","Bridges Behavioral Therapy","WEST PALM BEACH","life-skills|aba|parent-coaching","TRUE","Bridges Behavioral Therapy (561) 692-4908 Enroll Now Redefining ABA Therapy Discover the difference ABA therapy and caregiver training can make for","bridgesbehavioraltherapy.com","both","","",""
"6703","Bright Kids Behavior Inc.","WEST PALM BEACH","aba","TRUE"," Kids Behavior Bright Kids Behavior Inc. provides compassionate, evidence-based ABA therapy in West Palm Beach and surrounding counties. ABA Therapy for Children w","brightkidsbehavior.com","both","","",""
"6869","Coral Behavioral Services","WEST PALM BEACH","aba","TRUE","'s behavioral goals and guide you through every step of the process. Learn More ABA Therapy at Home Our Registered Behavioral Therapists (RBTs) will come to your h","coralbehavioral.com","both","","",""
"6964","Dynamic Steps ABA Therapy LLC","WEST PALM BEACH","life-skills|aba","TRUE","ABA Therapy in West Palm Beach, Florida Menu Elevating Care, Empowering Teams: Your","dynamicstepsabatherapy.com","both","","",""
"7251","Helping Little Giants INC","WEST PALM BEACH","life-skills|aba","TRUE","Helping Little Gigants – ABA Services Skip to the content Helping Little Gigants WHAT IS ABA THERAPY? Applie","helpinglittlegigants.com","both","","",""
"10376","Kokoro Care","WEST PALM BEACH","aba","TRUE","ired fields × Services | Kokoro Care Skip to content Applied Behavior Analysis (ABA) Counseling/Therapy Applied Behavior Analysis Therapy (ABA Therapy) What Is ABA","kokorocare.org","both","","",""
"6913","Look Up Therapy","WEST PALM BEACH","aba","TRUE","alisbury, NC - Call Us Today! No Waitlist Signed in as: filler@godaddy.com Home ABA in NC About Us Mission & vision How we got started Meet our founders Meet the A","lookuptherapy.com","both","","",""
"7395","Mountaineers School of Autism","WEST PALM BEACH","life-skills|speech-therapy|occupational-therapy|aba","TRUE","ALLERY HOURS & FEE'S ​​ CONTACT US​​ : ​561-962-5075 APPLIED BEHAVIOR ANALYSIS (ABA) ​ SPEECH THERAPY ​ Occupational T herapy BUT WAIT! THERE'S MORE... There are a","msainc.org","both","","",""
"7407","Prisma Behavioral Center","WEST PALM BEACH","aba","TRUE"," assessments Comprehensive functional assessments in applied behavior analysis (ABA) are thorough evaluations that explore the reasons behind a person's behavior. ","prismabc.com","both","","",""
"6990","RenaSer ABA Therapy - West Palm Beach","WEST PALM BEACH","aba","TRUE","RenaSer ABA Therapy 0 Creating brighter tomorrows with our ABA expertise Schedule a Consult","renaserwpb.com","both","","",""
"6918","Sacred ABA LLC","WEST PALM BEACH","aba","TRUE","ABA Therapy | West Palm Beach, FL | Sacred ABA 5841 Corporate Way West Palm Beach, ","sacredaba.org","both","","",""
"6689","Shooting Stars ABA Inc","WEST PALM BEACH","aba","TRUE","Shooting Stars ABA Inc – ABA THERAPY IN PALM BEACH GARDENS Building a Bright Future Your Well-Bein","shootingstarsaba.com","both","","",""
"6923","I Rock Behavior","WESTON","aba","TRUE","I Rock Behavior | aba therapy in weston | 2800 Weston Road, Weston, FL, USA top of page Empowering Ch","irockbehavior.com","both","","",""
"6673","Neurobehavioral Institute","WESTON","aba","TRUE","t need a comprehensive treatment approach integrating principles and techniques ABA, CBT and Executive Function Training (EFT). In-Home Therapy Home Visits We offe","nbiweston.com","both","","",""
"7265","South Florida Center for Behavioral Health","WESTON","life-skills|aba|occupational-therapy|parent-coaching","TRUE","t Us: 786-505-4449 Signed in as: filler@godaddy.com Home Our Story Our Services ABA Services GEARS ACADEMY Meet our Team Employee Portal Request Services Careers P","southfloridabehavior.com","both","","",""
"6711","Affluent Learning Center","WINTER PARK","aba","TRUE","our campers. Rain and shine, we create a memorable summer experience. Services: ABA Therapy ABA therapy uses evidence-based techniques to improve specific behavior","affluentlearningcenter.com","both","","",""
"7477","Collaborative Solutions by Dr. Nikki Keefer and Associates, Inc.","WINTER PARK","aba","TRUE"," Autism Experts Becoming a Patient Click Here Client Referral Packet Click Here ABA Summer Camp Click Here It takes a village We have a vision of a world in which ","collaborative-solutions.org","both","","",""
"9031","Contemporary Learning Center","WINTER PARK","aba","TRUE","ehavioral and educational center providing intensive applied behavior analysis (ABA) in clinic, educational setting support, community skills preparedness, and par","contemporarylearningcenter.com","both","","",""
"8938","DIRECT Behavioral Strategies","WINTER PARK","aba","TRUE","Home Our mission is to provide ABA therapy that will make a difference in your life! Contact Us We promote indepen","directaba.com","both","","",""
"8645","Silver Lining Learning Academy & ABA Therapy","WINTER PARK","executive-function-coaching|aba|speech-therapy|physical-therapy|occupational-therapy|parent-coaching","TRUE","","sllearningacademyinc.com","both","EMPTY-EXCERPT","",""
