id,name,city,insurances_found,no_slug_plans,self_pay_only,source_page_url,evidence_location,confidence,notes
8487,Select Physical Therapy - Jacksonville Beach,Jacksonville Beach,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7965,Select Physical Therapy - Kendall - Miami,Miami,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8532,Select Physical Therapy - Lake Nona,Orlando,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8482,Select Physical Therapy - Lakeland East,Lakeland,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7519,Select Physical Therapy - Lakeland North,Lakeland,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7512,Select Physical Therapy - Lakeland South,Lakeland,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8423,Select Physical Therapy - Largo,Largo,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
6871,Select Physical Therapy - Miami Beach,Miami Beach,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7967,Select Physical Therapy - Miami Lakes,Miami Lakes,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8438,Select Physical Therapy - Miramar,Miramar,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7432,Select Physical Therapy - New Tampa,Tampa,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8006,Select Physical Therapy - North Miami,North Miami,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7200,Select Physical Therapy - North Palm Beach,Palm Beach Gardens,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7377,Select Physical Therapy - Northdale,Tampa,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7569,Select Physical Therapy - Northside,Jacksonville,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8245,Select Physical Therapy - Orlando - Michigan,Orlando,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7105,Select Physical Therapy - Ormond Beach,Ormond Beach,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8431,Select Physical Therapy - Palm Harbor,Palm Harbor,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8545,Select Physical Therapy - Plant City East,Plant City,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8466,Select Physical Therapy - Plant City West,Plant City,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7331,Select Physical Therapy - Port St Lucie,Port St. Lucie,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7219,Select Physical Therapy - Royal Palm Beach,Royal Palm Beach,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7314,Select Physical Therapy - Sebastian,Sebastian,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8546,Select Physical Therapy - South Dale Mabry,Tampa,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7374,Select Physical Therapy - South Tampa,Tampa,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8100,Select Physical Therapy - Spring Hill,Spring Hill,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7420,Select Physical Therapy - St Joes,Tampa,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7661,Select Physical Therapy - Tamarac,Tamarac,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8467,Select Physical Therapy - Tampa - Himes Avenue,Tampa,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8472,Select Physical Therapy - Tampa Carrollwood,Tampa,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8473,Select Physical Therapy - Tampa Palms,Tampa,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7427,Select Physical Therapy - Tampa- Fowler Avenue,Tampa,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8208,Select Physical Therapy - Turkey Lake,Orlando,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8091,Select Physical Therapy - Weeki Wachee,Brooksville,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8359,Select Physical Therapy - West Palm Beach,Palm Springs,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
7618,Select Physical Therapy - West Pembroke Pines,Pembroke Pines,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8501,Select Physical Therapy - Weston,Weston,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
8491,Select Physical Therapy - Westside,Jacksonville,NO_LIST,,N,https://www.selectphysicaltherapy.com/your-experience/insurance-and-patient-responsibilities/,"insurance page (named ""Insurance and Patient Responsibilities"") - no list and no logo strip anywhere on it",HIGH,"NO_LIST confirmed from the chain's OWN dedicated insurance page, which names no insurer and shows no logos. It covers payment methods only - ""We accept all major credit cards (except American Express), cash or checks"" - and pushes verification back to the patient: ""contact your insurance company before your first appointment to confirm therapy services"", plus ""contact the center where you're receiving care"" for payment options. /insurance/ and /patients/insurance-and-billing/ both 404; the live path was found from the homepage. Multi-location chain (55 records in this file share this one site) and the page does not state per-center participation either way, so nothing is location-specific. NOT self-pay - they clearly bill insurance, they just publish no list."
