id,name,city,operating,website_found,primary_service,delivers_aba,bcba_found,autism_relevant,recommend,evidence_url,evidence_quality,notes
6796,Sensory Station Therapy,Lake Park,Y,Y,Solo pediatric occupational therapy clinic (sensory processing and autism),N,N,Y,KEEP_OTHER,http://www.sensorystationtherapy.com/,MEDIUM,"The stored aba tag is wrong: this is a pediatric OT practice founded in 2021 by Marisa Cook, OTR/L, CAS (Certified Autism Specialist), whose own site states 'Pediatric Occupational Therapy' and lists Autism Spectrum Disorder and Sensory Processing Disorder among the conditions treated, with no ABA and no BCBA anywhere - full correct tag set: occupational-therapy. TRAP 3 addressed from the site rather than the taxonomy: NPI 1154550291 Marisa Lynn Cook OTR/L carries the GENERIC 225X00000X taxonomy which proves nothing, but the practice's own first-party pediatric framing and the CAS credential establish a pediatric autism caseload. Reservation: only the home page would load (both /services and /about returned 404), so I could not do a true two-page comparison and have capped evidence_quality at MEDIUM; input address '804 U.S. Rte 1' omits the suite - the provider and NPI both publish 804 US Highway 1 / Federal Highway Suite 8, Lake Park FL 33403, and the stored phone 561-429-6018 matches exactly."
7357,Brighter Minds Behavioral Health LLC,Lake Worth Beach,Y,Y,"ABA therapy for children with autism, delivered center-based and in home/school/community",Y,Y,Y,KEEP_ABA,https://www.brightermindsbh.com/services,HIGH,"Two first-party pages with differing content agree (home page: founded 'to reach out to the Autism community in Palm Beach County', 1:1 and center-based; services page: Applied Behavior Analysis named as the primary approach for children with ASD, with behavior assessment, treatment planning, parent training and social skills training, RBTs delivering 1:1, and 'accept all insurance plan under full Medicaid'), and the second signal is NPI 1255846838 with primary taxonomy 103K00000X Behavior Analyst plus Medicaid ABA billing; no individual clinician is named on the site, so the BCBA is 'none named' and the NPI authorized official Lissette Collazo is credentialed LCSW, not BCBA. Full correct tag set: aba, parent-coaching, mobile-services. Input contradictions: the site publishes no street address (home page says they are at a 'new location'), and the NPI practice address is 1876 Baythorne Road, West Palm Beach with phone 561-667-2705, neither matching the stored 2119 10th Ave N; the stored phone 561-444-2814 is confirmed by the site."
9141,Love & Behavior Support. INC,Lake Worth Beach,Y,Y,"In-home, school and community ABA therapy for children/young adults with autism, ages 0-21",Y,Y,Y,KEEP_ABA,https://lovebehaviorsupport.com/aba-services,HIGH,"Compared three first-party pages (home, about-us, aba-services) that vary in content: the ABA services page names Autism Spectrum Disorder explicitly and describes early-intervention ABA (0-5), in-home, school-based and community ABA plus parent training, with BCBAs writing treatment plans and RBTs delivering under BCBA supervision, but NO individual clinician is named anywhere, so the BCBA is 'none named'; second signal is NPI 1285413690 LOVE & BEHAVIOR SUPPORT.INC with primary taxonomy 103K00000X Behavior Analyst (authorized official Nivaldo Guzman Seijas, President). Full correct tag set: aba, parent-coaching, mobile-services. Input contradictions: the site publishes no street address or phone at all, and the NPI practice address is 2791 S Florida Mango Rd Apt 114, Lake Worth (an apartment) rather than the stored 2328 10th Ave N; reservation is that the service model is home/school/community-based so the stored street address may be an office rather than a treatment center."
7133,Rainbow of Life Behavioral Health Center,Lake Worth Beach,Y,Y,Center-based ABA therapy for children on the autism spectrum,Y,Y,Y,KEEP_ABA,http://www.rainbowoflifebhc.com/providers,HIGH,"Two distinct first-party pages agree (home page: 'applying principles of ABA Therapy' for 'children in the Autism Spectrum and their families'; separate Providers page listing BCBAs, BCaBAs and RBTs on staff), and the second signal is NPI 1841837713 with primary taxonomy 103K00000X Behavior Analyst plus 193400000X Single Specialty Group; no individual clinician is named on any page, so the BCBA is 'none named'. Full correct tag set: aba. Reservations: the Providers page also lists LCSWs, LMHCs and LMFTs, and the NPI authorized official Lissette Collazo is an LCSW, not a BCBA, so part of this operation is general mental health - I checked the counseling scope rule and the site's own primary framing is ABA for autism, not talk therapy, so it stays; input contradiction is that the NPI practice address is 10640 Paso Fino Dr, Lake Worth and the NPI phone is 561-667-2705, while the site itself publishes the stored 2115 10th Ave North address and 561-506-3665 phone."
7300,Autism Institute for Learning and Development,Lakeland,Y,Y,Tuition-based individualized education / homeschool academy for autistic and neurodiverse learners,N,N,Y,REMOVE,https://autismildlakeland.org/%F0%9F%8C%B3-about-us,MEDIUM,"Five first-party pages (home, about-us, programs & tuition guide, screening-services, the-hub) establish this is an education provider, not a clinic or a nonprofit support org: 'individualized education, functional academics' with an Academic Programs and Tuition guide, founded and directed by Eillim Cintron with no clinical credential shown, and no mention of ABA, BCBAs, RBTs or any licensed therapist anywhere on the site. TABLE PLACEMENT ANSWER: the core offering is an enrolled, tuition-paying academic/homeschool program, so it belongs in the schools table and is a REMOVE from the provider table; the stored aba tag is unsupported. Reservations: it separately advertises Autism Screening Services, homeschool evaluations and IEP advocacy which may be bookable without enrolment, but the pages give no eligibility, no cost and no evaluator credentials, and there is no evidence of ADOS or any diagnostic testing (so I could not justify KEEP_OTHER with ados-testing); input contradiction - the provider publishes 6111 Christina Dr E, Lakeland FL 33813, not the stored 211 E Main St, while the stored phone (863) 617-9948 matches."
8685,"Claudia L. Martinez, Occupational",Lakeland,unclear,N,Solo licensed occupational therapist (setting and caseload not established),N,N,unclear,UNCLEAR,https://npiregistry.cms.hhs.gov/api/?version=2.1&first_name=Claudia&last_name=Martinez&state=FL&city=Lakeland&limit=20,LOW,"NPI 1962448936 Claudia Lissette Martinez OT (FL license OT2921) carries the GENERIC 225X00000X Occupational Therapist taxonomy, NOT pediatric 225XP0200X, so per TRAP 3 it distinguishes nothing; she is enumerated as an individual with no group practice, no organizational affiliation and no website, and both her practice and mailing address are 3368 Summerland Hills Loop, a residential street in south Lakeland (confirmed as a residential street via Redfin listings), i.e. a home enumeration rather than a clinic. She is an OT, not a behavior analyst, so the stored aba tag is definitively wrong and there is no BCBA; however I could not establish the physical setting or the actual caseload (pediatric vs adult, autism vs general rehab) from any first-party source, and Healthgrades returned 403. Recording an honest UNCLEAR rather than guessing: if the setting turns out to be adult/skilled-nursing this is a REMOVE, and if pediatric autism OT is confirmed the correct tag set would be occupational-therapy only; input phone 863-648-0675 matches NPI, no contradiction found."
7316,Early Childhood Learning Center,Lakeland,Y,Y,"Childcare centre and preschool, ages six weeks to five years, including VPK",N,N,unclear,REMOVE,https://polkids.com/programs/,MEDIUM,"TABLE PLACEMENT ANSWER: NO - a parent cannot book a therapy service here without enrolling their child, because the organisation offers no therapy at all; polkids.com describes school-readiness, theme-based learning centres for children six weeks to five years plus VPK, with no speech, OT, ABA or early-intervention service and no BCBA, so this is a childcare/preschool record that belongs in the daycares table, not in the provider table - REMOVE from this one. It is clearly still operating (multi-site organisation with a July 2025 enrolment package posted on its own site) and the stored address 3135 Airside Center Dr matches its Airside location, so no input contradiction found. Reservation: the site's own pages I could load make no mention of special needs, inclusion or autism, so autism relevance is unestablished rather than disproved; the home page returned 403 and my evidence is the first-party Programs page."
9072,"integrity therapy services, llc login",Lakeland,unclear,N,"Not established as a service provider - the record is a scraped web page title, and the only Lakeland entity of that name found in NPI is an outpatient physical therapy group",N,N,N,REMOVE,https://www.healthcare4ppl.com/medical-group/florida/lakeland/integrity-therapy-llc-1355625419.html,LOW,"Confirmed the name is a scraped page title, not a business: it ends in 'login' and the stored URL integritytherapy.info/contactus.aspx is an ASP.NET page whose domain no longer resolves at all (DNS failure on repeated fetches), so there is no working first-party site and the business likely no longer operates - INPUT CONTRADICTION: no live site backs the stored URL. The nearest real Lakeland entity, Integrity Therapy LLC (NPI 1355625419), carries a Physical Therapist taxonomy with a single PT, Karen Maragh, at 1325 Grasslands Blvd / 1485 Shorewood Dr - neither the stored 411 E Orange St address nor any behavior-analyst taxonomy, BCBA, RBT or autism focus appears anywhere. No first-party evidence of ABA or autism relevance exists; removing as not a verifiable service provider."
6965,MySpot,Lauderhill,Y,Y,"Multidisciplinary pediatric outpatient therapy clinic (occupational, speech and physical therapy)",unclear,N,Y,KEEP_OTHER,https://www.kidsspotrehab.com/south-florida-kids-spot-locations/,MEDIUM,"TRAP 2 applied: MySpot is the 2024 rebrand of Kids SPOT, a multi-brand multi-state pediatric therapy company, and its org-wide pages (e.g. the Palm Beach page headed 'ABA Therapy West Palm Beach') advertise ABA for the brand family - I did NOT credit that to Lauderhill, and comparing the South Florida overview page with the Palm Beach location page showed the ABA claim lives in org-level chrome/marketing while neither page names a single BCBA. INPUT CONTRADICTION: the stored URL myspotcare.com/location/lauderhill/ returns a 404 and myspotcare.com would not load; the working first-party domain is kidsspotrehab.com, which confirms Lauderhill as one of its clinics but publishes no Lauderhill-specific service list. FULL CORRECT TAG SET: occupational-therapy, speech-therapy, physical-therapy (drop aba) - reservation: only OT is corroborated for this specific address (Yelp categorises 7430 W Commercial Blvd as Occupational Therapy), speech and PT come from the company's core first-party offering, and ABA at Lauderhill is unestablished so it must not be tagged."
6826,Omega Center for Autism,Lauderhill,Y,Y,"Center-based and in-home ABA therapy for autistic children ages 2-15, with an ABA preschool, after-school program, camps and a sensory/OT gym",Y,Y,Y,KEEP_ABA,https://obctherapy.com/join-our-team/,HIGH,"Name/domain mismatch RESOLVED, not a contradiction: obctherapy.com is the Omega Center for Autism's own site (the 954-532-0337 phone on it matches the CSV), so both entities are the same real Lauderhill organisation. Two distinct first-party pages agree rather than repeating chrome - the home page describes ABA programs plus OT/sensory gym, social skills groups, camps and telehealth, and the separate careers page independently confirms it staffs RBTs, BCBAs, BCaBAs, SLPs and OTAs; NAMED BCBA: none named. Table placement checked - ABA is offered in home, school and clinic settings, so a parent can book it without enrolling in the preschool, and it stays in this table; FULL CORRECT TAG SET: aba, occupational-therapy, group-therapy, recreation-programs, virtual-therapy (speech-therapy is only implied by the hiring page, so I left it off)."
6547,Autism Specialty Group,Miami,Y,Y,"ABA therapy for autistic children delivered in home, school, clinic and community settings",Y,Y,Y,KEEP_ABA,https://www.autismspecialtygroup.com/aba-therapy-miami,HIGH,"Three separate first-party pages (home, services, and the Miami ABA page) carry ABA-specific body content rather than shared chrome, and the BCBA claim clears the second-signal bar: the site states it employs Registered Behavior Technicians and lists Florida Medicaid, Sunshine Health, Tricare, CMS and Community Care Plan among payers, which is ABA billing. NAMED BCBA: none named - the site only says 'board-certified BCBAs'. CSV address (64 NW 54th St, Miami) and phone (305) 767-1924 match the site exactly, no contradiction; FULL CORRECT TAG SET: aba, mobile-services, virtual-therapy - I deliberately did NOT add ados-testing, because the free 'Comprehensive Diagnostic Evaluation' they advertise reads as a pre-treatment behavioral assessment and no ADOS or diagnostic testing is claimed."
6565,Behavioral Neurodiversity Specialists,Miami,unclear,unclear,"Advertises 'ABA therapy for neurodivergent children' but publishes only a coming-soon placeholder, so no service is actually established",unclear,unclear,unclear,UNCLEAR,https://www.bnsneurospecialists.com/,LOW,"The stored domain resolves but serves only a coming-soon landing page - one line, 'ABA Therapy for Neurodivergent children', an email and an Instagram link, with no address, no staff, no service pages and nothing that varies between pages, and a second domain, bxneurospecialists.com, 302-redirects to the same placeholder, so there is no substantive site of its own. Corroborating signals are thin and all third-party: a 2023 Sunbiz filing (P23000053066), a Yelp entry categorised 'Behavior Analysts' at the CSV's 999 Brickell Ave address, and a founder, Thabatha A Soriano, whose BCBA credential I could NOT verify (the Voyage MIA interview returned 403 and no NPI behaviour-analyst record was found). NAMED BCBA: none named/none verified - with no BCBA confirmed, no RBTs, no ABA service page and no Medicaid or BHCOE signal, an ABA tag is unsupported, but I will not call it dead either; an honest UNCLEAR, pending a human check that the practice actually opened."
6636,Cs Behavioral Services,Miami,Y,Y,ABA therapy agency for children from early intervention through adolescence,Y,unclear,Y,KEEP_ABA,https://www.csbehavioralmiami.com/about,MEDIUM,"Three first-party pages (home, about, careers) all present ABA as the business itself, with a body-content methods section naming naturalistic teaching, Pivotal Response Training, verbal behavior and token economy - that is practice content, not footer chrome - and the corroborating NPI 1922700756 carries taxonomy 103K00000X Behavior Analyst (the correct code, NOT 251S Community/Behavioral Health), authorized official Yaysel Caraballo Sigler. NAMED BCBA: none named - no individual BCBA, BCaBA or RBT appears anywhere on the site and the careers page lists no roles, so bcba_found is unclear and the 103K organisational enumeration is my only behaviour-analyst signal; a registry entry alone cannot be HIGH, hence MEDIUM. CSV address 1700 SW 57th Ave #209 and phone (786) 558-4981 match the site; FULL CORRECT TAG SET: aba only - reservation: the site frames itself around child behavioural issues generally and names autism mainly in method/blog material, so autism is a focus but not exclusive."
7425,"Lisa L. Rappa, OT",Miami,unclear,N,Pediatric occupational therapy delivered inside a PPEC (prescribed pediatric extended care) medical daycare,N,N,unclear,REMOVE,https://www.pedistat.com/pedipec,MEDIUM,"TRAP 3 resolved as PEDIATRIC, not adult: the stored address 15839 NW 2nd Ave and phone (305) 948-5683 both resolve to PediPec by PediStat, a Florida-licensed PPEC serving ages 0-20 with medical/nursing needs, not a skilled-nursing or adult rehab campus. She is an individual OT embedded in that PPEC rather than an independently bookable practice - PPEC therapy requires a physician prescription and program enrollment, so the entity belongs in the ppec_centers table (as PediPec), not in resources; no ABA, no BCBA, and PediPec's own page describes medically complex children (neurologic, respiratory, feeding, genetic) rather than autism specifically. Reservation: no Miami NPI record for her was locatable (the only Lisa Rappa OT NPI, 1255420097, is a different listing in Palm Coast), so I could not confirm a 225XP0200X pediatric taxonomy; the setting, not the license, is what establishes the pediatric caseload."
6642,Beyond ASD,Miami Beach,Y,N,"Supported-employment and internship program for autistic young adults (assembling fine-motor kits under OT guidance, job coaching, community placement) plus autism public-awareness education",N,N,Y,KEEP_OTHER,https://www.missmancy.com/beyond-asd/,MEDIUM,"Established what it is: Beyond ASD is NOT a distinct organisation with its own web presence - beyondasd.com 302-redirects into missmancy.com/beyond-asd/, the personal-brand site of occupational therapist Nancy Amar ('Miss Mancy'), so it is a foundation/social-enterprise arm operating off her domain, and it is a real service (employment and internships for autistic young adults aging out of pediatric care), not content or paid coaching. INPUT CONTRADICTIONS: the CSV address 519B W 41st St, Miami Beach and phone (786) 384-0221 match neither of the addresses Miss Mancy publishes (Miss Mancy Studio, 8163 NE 2nd Ave Unit 6, Miami 33138, (786) 706-0866) and Beyond ASD publishes no address of its own - both need verification. FULL CORRECT TAG SET: supported-employment, prevocational-training (drop aba entirely - no ABA, no BCBA anywhere); reservation: the OT practice that a parent can actually book sessions with is Miss Mancy, a different name and address from this record, so occupational-therapy should NOT be tagged here."
7066,EMBRACE FL & NJ Non Profit,Miami Beach,Y,Y,"Autism awareness nonprofit - fundraisers, podcast, volunteer and community programs; no clinical service evidenced",N,N,Y,UNCLEAR,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResults?InquiryType=EntityName&SearchTerm=EMBRACE%20FL,LOW,"weembrace4u.org is live but every page refused fetching (robots.txt unreachable), so I could load no first-party page; indexed page titles are Home, The Team, Programs, Special Program, FALL PROGRAM, Volunteer Program, Members, Podcast, Shop, Donate and '5th Annual Autism Awareness Fundraiser', which reads as an autism awareness/community organisation rather than a therapy provider - no ABA page, no BCBA and no clinician named anywhere in searches, so the 'aba' tag is unsupported. TRAP 2 applied: this is a two-state (FL & NJ) nonprofit and I could not establish which programs actually run at the Miami Beach location; the stored phone (201) 491-3532 is a New Jersey area code, which contradicts the Florida address 1688 Meridian Ave #701 (a shared office suite, not a service site). Sunbiz shows E.M.B.R.A.C.E, FL INC (N23000000042) in a non-Active 'RPEND/UA' status; I am returning UNCLEAR rather than guessing - if the Fall/Special Programs turn out to be recreational or social groups for autistic participants the correct tag set would be recreation-programs and support-groups (never aba), and if they are awareness/fundraising only there is no valid tag and the record should be REMOVEd."
8898,Possibilities Behavioral Services LLC,Miami Springs,Y,Y,"ABA therapy in home, school and community for children with developmental disabilities",Y,Y,Y,KEEP_ABA,https://www.possibilitiesbehavioralservices.com/,HIGH,"Named BCBA: Daniel Garcia Mitchell, Ph.D., BCBA (founder); second signals are RBTs on staff, a dedicated 'What is ABA Therapy?' page and Medicaid/Sunshine/Molina ABA billing, and NPI 1922734045 lists Daniel Garcia as a behavior analyst in Miami Springs. Correct full tag set: aba, parent-coaching, mobile-services (services delivered in home/school/community and parent-caregiver guidance is offered). No contradiction between the stored address, phone or website and what the provider publishes; ABA claim appears in body content on two distinct pages, not only in nav chrome."
7275,The Behaviorists,Miami Springs,Y,Y,"ABA therapy for children with autism, delivered in clinic, home and school",Y,Y,Y,KEEP_ABA,https://www.the-behaviorists.com/our-team/,HIGH,"Named BCBAs: Lisette Lacosta, BCBA (Founder/Clinical Director), Camille Lopez, BCBA (Assistant Clinical Director), plus Marie Thomas, Janelle Rodriguez, Casandra Heres, Katherine Belon, Deborah Quirch, Michelle Medina and Vanessa Aguiar, all BCBA. Second signals beyond the BCBA roster: dedicated ABA Therapy, Early Intervention, In-Home ABA and School-Based service pages, ~80 families served, and in-network Medicaid/Tricare/commercial billing; evidence came from the team and contact pages, not from nav or footer chrome. Correct full tag set: aba, mobile-services (in-home and school-based delivery); stored address, phone and website all match what the provider publishes (657 South Drive Suite 403, Miami Springs, (786) 860-5161)."
6733,Blooming Behavioral Health,Miramar,Y,Y,"In-home, school-based and community ABA for children with autism",Y,Y,Y,KEEP_ABA,https://www.blooming-aba.com/about,HIGH,"BCBA: none named - the home page and the About page both say services are 'supervised by a BCBA and delivered by trained RBTs' but no individual is identified, so the domain containing 'aba' is corroborated by body copy rather than by a named analyst. Second signals: RBT staffing, a dedicated Insurance & Medicaid page and stated Florida Medicaid/Sunshine/Molina ABA billing; pediatric caseload (children and adolescents with an autism diagnosis), not adult. Correct full tag set: aba, mobile-services (home/school/community delivery); the About page gives the address as 3600 S State Rd 7, Suite 344, Miramar - the stored address omits the suite, which should be added."
6374,TAL Community Mental Health Center,Miramar,Y,Y,"Outpatient psychotherapy and counseling (individual, couples, group) with holistic/wellness workshops",N,N,N,REMOVE,https://www.talcmhc.org/conditions-we-help,HIGH,"Counseling scope rule: primary service is talk therapy plus trauma/PTSD work, sound healing, family constellations and wellness retreats for seniors, adults, youth and immigrant communities - out of scope for this directory. I EXPLICITLY CHECKED THE AUTISM-EVALUATION EXCEPTION on the Conditions We Help page (unique page content, not chrome): the 20 listed conditions are anxiety, ADD/ADHD, depression, dual diagnosis, grief, trauma/PTSD, postpartum, sleep, stress and similar - autism is NOT listed, and there is no ADOS/autism diagnostic evaluation, no autism group therapy and no autism parent coaching, so the exception does not apply. NPI for TAL COMMUNITY MENTAL HEALTH CENTER LLC at 12781 Miramar Pkwy Suite 203 (matches the stored address) carries taxonomy 251S00000X Community/Behavioral Health with no 103K00000X behavior analyst code and no BCBA named anywhere, which is evidence against the 'aba' tag; REMOVE, no tag set."
7394,Superior Healthcare for the Aged & Disabled,North Lauderdale,N,N,Geriatric/aged-and-disabled home care agency (dissolved; no service evidence found),N,N,N,REMOVE,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResults?InquiryType=EntityName&SearchTerm=Superior%20Healthcare%20for%20the%20Aged,MEDIUM,"Sunbiz lists SUPERIOR HEALTHCARE FOR THE AGED AND DISABLED INC. (doc P20000070929) as INACTIVE, there is no NPI record for it in Florida, no website is stored or findable, and 7399 Tam Oshanter Blvd is a residential condo address rather than a service location, so the business appears defunct. Scope: the name and the only available signal point to AGED CARE / general disability home care, not to developmental disabilities served broadly, and nothing indicates a pediatric or autism caseload - this is the adult/geriatric trap, so it fails the related-but-not-autism rule as well as the operating test. Stored phone (516) 854-8220 is a New York area code that contradicts a Florida service location; no BCBA, no ABA evidence anywhere; REMOVE with no tag set."
8624,Children's Center for Therapy and Learning,North Miami,Y,Y,"Outpatient pediatric speech, occupational and feeding therapy plus academic/learning programs",unclear,N,Y,KEEP_OTHER,https://www.therapyandlearning.com/about-us,HIGH,"Table placement: this is an outpatient clinic, not a school - the about page shows families request individual therapy directly and no program or school enrollment is required, so it stays in this table. BCBA test fails: the about page names Steven Sanford MOT/L (OT owner), Suzy Strock M.S. CCC-SLP, Daniella Moreinis OT and Francois Bellande SLP with no BCBA anywhere, and the NPI record for CHILDREN'S CENTER FOR THERAPY AND LEARNING at 2124 NE 123rd St carries only a Speech-Language Pathologist taxonomy (SA 6560), so the 'aba' tag is not supported even though a dedicated ABA page exists; autism is named on the about page (therapists with autism-specific experience). Correct full tag set: speech-therapy, occupational-therapy, feeding-therapy, tutoring - drop aba; reservation: physical therapy, animal-assisted therapy and ABA appear in the site's service index but no PT or BCBA is named, and the NPI record gives Suite #204 while the input and the site say Suite 210."
6544,Kids Therapy Outlets,North Miami,Y,Y,"Pediatric speech-language, feeding and occupational therapy with developmental/play therapy and evaluations",N,N,Y,KEEP_OTHER,https://www.kidstherapyoutlets.org/services,HIGH,"Stored website was 'null' but the practice has its own working site, kidstherapyoutlets.org; NPI 1922... registered as TATSIANA OSKO INC d/b/a Kids Therapy Outlets, primary taxonomy Speech-Language Pathologist (FL license SA9970) at 12700 Biscayne Blvd Ste 204, North Miami, phone 954-918-1928 (matches stored address and phone), last updated 26 Aug 2026 so it is operating. No ABA and no BCBA anywhere on the site or in the NPI taxonomy - the 'aba' tag is wrong; the services and home pages (two distinct pages) list evaluation, speech and language therapy, feeding and occupational therapy, developmental/social/play therapy, daycare consultations and screenings, family education/training and Skype consultation, and name autism among conditions treated. Correct full tag set: speech-therapy, occupational-therapy, feeding-therapy, parent-coaching, virtual-therapy; reservation - no clinician is named on the site, the services page shows a placeholder phone (1-800-987-6543) suggesting a partly unmaintained site, and listed service areas with 'locations subject to change' hint at travelling service, so mobile-services was not credited."
6991,"Wonderful Counselor, LLC.",North Miami,Y,Y,"Outpatient mental health counseling (individual, pre-marital, trauma-focused CBT) by an LCSW",N,N,N,REMOVE,https://wonderfulcounselorllc.com/team/dr-magda-demerritt/,HIGH,"Home/services page and the separate clinician bio page both show a talk-therapy practice run by Dr. Magda Demerritt, LCSW-QS with intern Tanya Casside, MSW; no BCBA, no RBTs, no ABA anywhere, so the imported aba tag is unsupported. I explicitly checked the counseling exception: no autism diagnostic evaluation, ADOS testing, autism group therapy or autism parent coaching is offered, so the exception does not apply and this is a REMOVE under the counseling scope rule. Input address contradiction: CSV says 12555 Biscayne Blvd, the site publishes 12550 Biscayne Blvd Suite 212, North Miami FL 33181; phone matches."
6765,ACAS Therapy for Kids,North Miami Beach,Y,Y,"Pediatric outpatient speech, occupational and physical therapy clinic (plus generic 'behavioral therapy')",N,N,Y,KEEP_OTHER,https://acastherapy.com/,MEDIUM,"acastherapy.com is a one-page site (every /about, /services, /behavioral-therapy path 404s, so a two-page comparison was impossible - evidence_quality held to MEDIUM); its body content sells Speech, Occupational, Physical and 'Behavioral' therapy for children, and the behavioral blurb names ADHD/anxiety/autism generically, never ABA, BCBA or RBT. NPI 1598466831 (ACAS Therapy Inc) carries taxonomy 261Q00000X Clinic/Center, not 103K00000X Behavior Analyst, so the imported aba tag fails the BCBA test - BCBA: none named. Correct full tag set: speech-therapy, occupational-therapy, physical-therapy (drop aba). Input contradiction: NPI lists 363 NE 167th St while CSV and the site both say 1641 NE 163rd St, and NPI phone 305-491-7925 differs from the site's 786-623-3357."
6581,Interactive Therapy Solutions Inc,North Miami Beach,Y,Y,Pediatric occupational and speech therapy (ages 0-21) delivered in-home and via teletherapy,N,N,Y,KEEP_OTHER,https://www.yourtherapyhome.com/,MEDIUM,"Domain mismatch resolved: yourtherapyhome.com is the first-party site OF Interactive Therapy Solutions Inc (the trading name 'Your Therapy Home'), same phone 786-805-6454 - not an unrelated entity; NPI 1053650770 confirms it, taxonomy 225X00000X Occupational Therapist plus 251E00000X Home Health, authorized official Antonia P Thomas OTR/L, no 103K00000X and no BCBA named anywhere, so the aba tag is unsupported (BCBA: none named). Trap 3 checked: the generic OT taxonomy proves nothing, but the site's own body copy states children ages 0-21 with developmental challenges, so this is pediatric, not adult; only the home page would load (about-us.php, speech-therapy.php and occupational-therapy.php all return 409) so I could not compare two pages and held quality to MEDIUM. Correct full tag set: occupational-therapy, speech-therapy, virtual-therapy, mobile-services (drop aba); address contradiction - CSV and site say 909 N Miami Beach Blvd Ste 503 but NPI lists the practice location as 520 NW 165th St Rd Ste 205, Miami."
7153,Self Love Harbor,North Miami Beach,Y,Y,"Holistic wellness and mental-health coaching (energy healing, Reiki, EFT tapping, breathwork, mindfulness)",N,N,N,REMOVE,https://selfloveharbor.com/services/,HIGH,"Home page and the separate services page both show wellness/life coaching only - energy healing, inner child healing, mindfulness, somatic exercises, EFT tapping, breathwork - led by Stella Vidal, a Nationally Certified Wellness Coach and Reiki Master, with no LMHC/LCSW/BCBA and no RBTs, so the aba tag is wholly unsupported. I explicitly checked the counseling exception on both pages: no autism diagnostic evaluation, no ADOS testing, no autism group therapy and no parent coaching, so the exception does not apply and this is a REMOVE under the counseling/life-coaching scope rule; autism is never mentioned on the site at all. Input contradiction: CSV city is North Miami Beach but the site publishes the same 17800 West Dixie Highway address as Aventura, FL 33160; phone matches."
6838,"Play and Learn Therapy, Inc.",Oakland Park,Y,Y,"Pediatric speech-language, occupational, physical and feeding therapy clinic (ages 0-21), also delivered at schools and daycares",N,N,Y,KEEP_OTHER,http://www.playandlearntherapy.com/feeding-therapy,HIGH,"Compared the home page and the separate feeding-therapy page: both describe an ASHA-credentialed pediatric SLP/OT/PT/feeding practice, and neither mentions ABA, a BCBA or RBTs; NPI 1083154728 lists 235Z00000X SLP (primary), 225X00000X OT, 2251P0200X Pediatric PT, plus PTA/OTA/SLP-assistant taxonomies and no 103K00000X, so the imported aba tag fails the BCBA test - BCBA: none named. Table placement checked: it is a standalone clinic, a parent can book a therapy session without enrolling in any program, so it belongs in the resources table, and Trap 3 is resolved pediatric by the site's stated 0-21 range plus the pediatric PT taxonomy; Correct full tag set: speech-therapy, occupational-therapy, physical-therapy, feeding-therapy, mobile-services (drop aba); input contradiction - CSV address 840 E Oakland Park Blvd is wrong, the site and NPI both give 3296 NW 9th Ave, Oakland Park FL 33309 (phone matches). Reservation: autism is never named explicitly on the site, so relevance rests on the broad pediatric developmental/sensory caseload."
6815,AK Behavioral Health Clinic,Orlando,N,N,"Formerly an ABA / behavior-analysis and developmental-disability clinic (legal name Aponte & Klein, Inc.); appears defunct",unclear,unclear,Y,REMOVE,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResults?inquiryType=EntityName&searchTerm=APONTE%20%26%20KLEIN,MEDIUM,"Contrary to the 251S00000X Community/Behavioral Health hypothesis, NPI 1982066205 (Aponte & Klein Inc., 5575 S Semoran Blvd Ste 7 - exactly the CSV address) carries 103K00000X Behavior Analyst as its PRIMARY taxonomy, so taxonomy is evidence FOR behavior analysis, but a registry entry alone is never sufficient and I found NO first-party website and NO second signal (no RBTs, no ABA service page, no BHCOE, no named BCBA - BCBA: none named; the only 'Klein' behavior analyst in NPI, Farah Klein NPI 1316295702, is in Tampa and unconnected). The record is a REMOVE on operating status, not on service: Sunbiz shows APONTE & KLEIN INC. (P16000027854) as INACTIVE and the BBB profile carries an 'Out-of-Business known or suspected' alert, two independent corroborating sources, with the third-party sources used only for closure and address as the rules permit. Input contradiction: CSV phone (844) 331-6451 does not match the NPI phone 321-400-5254, and the business also had Kissimmee and a second Orlando site, so the parent/multi-site caveat applies to any service list found elsewhere."
